"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"31","Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;NA;","0","0","0.970874","0","1.190476","0.826446","0","0","0","0","0","0","0","0","0.869565","0","1.219512","0"
"32","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;NA;","0","0","0.970874","0","0","0","1.123595","1.428571","0.78125","0","0","0","0","0","0","0","0","0"
"33","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;NA;","0","0","0.970874","0","0","0","1.123595","0","0","0","0","0","0","0.884956","0","0","1.219512","0"
"34","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;","0","0","0","1.724138","1.190476","0","0","1.428571","2.34375","0.961538","0.769231","0","0.429185","0","0","1.06383","3.658536","4.651163"
"37","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;NA;","0","0","0","0","1.190476","0.826446","0","0","0","0","0","0","0.858369","0","0","0","0","0"
"41","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;NA;","0","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0","0","0.869565","0","0","0"
"43","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Aminipila;NA;","0","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0.429185","0","0","0","0","0"
"44","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Emergencia;NA;","0","0","0","0","0","0","2.247191","4.285715","1.5625","0","0","0","0","0","0","2.12766","0","2.325581"
"46","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0","0","0","0","0","0","1.123595","0","0","0","0","0","0.429185","0","0.869565","0","1.219512","0"
"51","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;","0","0","0","0","0","0","0","0","0","0.961538","0","0","0","0","0.869565","0","0","2.325581"
"32.1","Unclassified","69.811317","65.909088","58.252424","72.988503","64.880953","61.983475","67.415736","59.999999","67.96875","64.423081","66.923076","64.341081","61.802573","69.026546","66.086958","58.510636","47.560978","44.186046"
