"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"42","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lacrimispora;NA;","0","2.083333","0","0","0","0","0","0","1.851852","1.941748","0","0","0","0","0","0","0","0"
"48","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;NA;","0","1.041667","0","0.847458","0.862069","0","0","0","0","0","1.020408","0","0","0","0","0","0","0"
"49","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;","0","1.041667","0","0.847458","0","0.943396","0","0","0","0","1.020408","0","0.571429","0","0","0","0","0"
"51","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;","0","0","2.439024","0","0","0.943396","0","1.219512","0","0","0","0","0","0","0","0","0","0"
"52","Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;","0","0","1.219512","0","0","0","0","0","0.925926","0","0","0","0","2.5","4.347826","0","0","0"
"53","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ornithobacterium;NA;","0","0","1.219512","0","1.724138","0","1.136364","0","0","0","0","1","0","1.25","0","0","1.851852","0"
"55","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;NA;","0","0","1.219512","0","0","0","0","0","0","0.970874","1.020408","0","0","0","0","0","0","0"
"56","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA;","0","0","1.219512","0","0.862069","0","0","0","0","0.970874","0","0","0","0","0","0","0","0"
"57","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0","0","1.219512","0","1.724138","0","2.272727","0","0","0.970874","0","0","1.142857","0","0","0","0","1.587302"
"59","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0","0","1.219512","0","0","0","0","2.439024","0","0","0","0","0","0","0","0","7.407407","0"
"61","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;NA;","0","0","1.219512","0","0","0.943396","0","0","0","0","0","1","0.571429","0","0","0","0","0"
"62","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;","0","0","0","1.694915","0.862069","1.886792","0","1.219512","0","0","1.020408","0","1.142857","3.75","0","0","0","0"
"67","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;","0","0","0","0.847458","0","0","0","0","0","0.970874","1.020408","0","0","0","0","1.123595","0","0"
"68","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Massilimaliae;NA;","0","0","0","0.847458","0","0","0","0","0","0","0","1","0.571429","0","0","0","0","0"
"73","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;","0","0","0","0","0","2.830189","0","0","0","0.970874","1.020408","1","0","1.25","0","0","0","0"
"74","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;NA;","0","0","0","0","0","0.943396","0","0","0.925926","0","0","1","0","0","0","0","0","0"
"78","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Intestinibacillus;NA;","0","0","0","0","0","0.943396","1.136364","0","0","0","1.020408","0","0","0","0","1.123595","0","0"
"81","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Colidextribacter;NA;","0","0","0","0","0","0","1.136364","0","0","0","1.020408","1","0","0","0","0","0","0"
"83","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;NA;","0","0","0","0","0","0","1.136364","1.219512","0","0","0","0","1.142857","0","2.898551","0","0","0"
"97","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;NA;","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.123595","1.851852","1.587302"
"49.1","Unclassified","41.95804","44.791665","36.58537","46.610163","40.517242","45.283022","47.727269","34.146346","43.518516","35.922326","39.795919","42","41.714282","36.25","34.78261","39.325849","44.444442","36.507931"
