"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"19","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;","0.892857","3.174603","1.538462","2.040816","1.282051","1.818182","0","0","1.538462","0.970874","2.150538","1.282051","2.189781","1.639344","0","2.857143","0","0"
"23","Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;NA;","0.892857","1.587302","0","1.020408","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0.892857","0","0","1.020408","2.564103","0","0","0","0","1.941748","0","1.282051","0","1.639344","0","0","9.523809","3.125"
"25","Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;NA;","0.892857","0","0","1.020408","0","0","0","0","0","0.970874","0","0","0","0","0","0","0","0"
"26","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;","0.892857","0","0","1.020408","0","0","2.083333","0","0","0","0","1.282051","0.729927","0","0","0","0","0"
"27","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;","0.892857","1.587302","0","0","0","1.818182","0","2.564103","0","0.970874","0","0","0","1.639344","0","0","0","0"
"32","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA;","0","1.587302","1.538462","1.020408","0","1.818182","0","0","0","0.970874","1.075269","1.282051","0.729927","0","4.166667","0","0","0"
"33","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Niameybacter;NA;","0","1.587302","0","0","0","0","0","0","1.538462","0.970874","0","0","0","1.639344","0","0","0","0"
"34","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;","0","0","1.538462","1.020408","0","0","0","2.564103","0","0","0","1.282051","0","1.639344","0","0","0","0"
"36","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;","0","0","1.538462","0","0","0","0","0","1.538462","0","0","1.282051","0","0","0","0","0","0"
"39","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinifilaceae;Labilibaculum;NA;","0","0","1.538462","0","0","1.818182","2.083333","0","1.538462","0","0","0","0.729927","0","0","0","0","0"
"42","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;","0","0","0","1.020408","0","0","0","0","0","0","0","2.564103","0","0","4.166667","0","0","0"
"45","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0","0","0","1.020408","0","0","0","0","0","0","0","0","0","0","0","0","9.523809","6.25"
"46","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Faecalicatena;NA;","0","0","0","1.020408","0","0","0","0","0","0","0","0","0","0","0","2.857143","4.761905","0"
"47","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;","0","0","0","0","2.564103","0","0","0","0","0.970874","1.075269","0","0","0","0","0","0","0"
"52","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;","0","0","0","0","0","1.818182","0","0","0","0","1.075269","0","1.459854","0","0","0","0","0"
"55","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;NA;","0","0","0","0","0","0","2.083333","0","0","0","1.075269","0","0.729927","0","0","0","0","0"
"56","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;","0","0","0","0","0","0","2.083333","0","1.538462","0","0","0","0","0","0","0","0","6.25"
"34.1","Unclassified","53.571432","53.96825","47.692303","48.979595","48.717947","47.272726","64.583336","38.461534","56.923074","51.456309","48.387096","48.717949","48.175183","54.098363","31.25","45.714283","42.857141","25"
