"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"62","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides massiliensis;","0.425532","0","0","0","0","0","0","0.943396","0","0","0","0","0","0.60241","0","0","0","0"
"63","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;Flavivirga eckloniae;","0.425532","0","0.578035","0.429185","0.917431","0.884956","1.694915","0","0.793651","0.578035","0.537634","0.995025","0.581395","0.60241","0.813008","1.041667","0","0"
"64","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Marseille-P299;","0.425532","0","0","0.429185","0","0","0","0","0","0.578035","0","0","0","0","0","0","0","0"
"68","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium;","0.425532","0","0","0","0","0","0.847458","0.943396","0.793651","0","0","0","0.290698","0","0","2.083333","0","0"
"69","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium sp. An169;","0.425532","0","0.578035","0","0","0","0","0","0","0","0","0","0.581395","0","0","0","0","0"
"70","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium Marseille-P3773;","0.425532","0.483092","0","0.429185","0.458716","0","0.847458","0","0","0","1.075269","0.995025","0.290698","0.60241","0","0","0","0"
"71","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. P5-92;","0.425532","0.966184","0","0.429185","0","0","0","0","0","0","0.537634","0","0","0","0","0","0","0"
"72","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pararcticibacter;Pararcticibacter amylolyticus;","0.425532","0","0","0","0","0","0","0","0","0.578035","0","0","0.290698","0","0","0","0","0"
"73","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. AM58-2XD;","0.425532","0","0","0","0","0","0","0","0","0","0.537634","0","0","0","0","1.041667","0","1.265823"
"75","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;Dysgonomonas sp. 216;","0.425532","0.483092","0.578035","0.429185","0","0.884956","0.847458","0","0","0.578035","0","0","0","0","0.813008","0","0","0"
"77","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium TF09-2AC;","0.425532","0","0","0","0","0.884956","0","0","0","0.578035","0.537634","0.497512","0","0","0.813008","0","0","0"
"78","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. 1XD42-69;","0.425532","0.483092","0","0.429185","0.458716","0","0.847458","0","0","0","0","0","0","0.60241","0","0","1.587302","0"
"79","Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-71;","0.425532","0","0.578035","0","0.458716","0.884956","0","0.943396","0","0","0.537634","0.497512","0.581395","0","0.813008","0","0","0"
"80","Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-82;","0.425532","0","0","0.429185","0.458716","0.884956","0","0.943396","0","0","0","0.497512","0","0","0","1.041667","0","0"
"81","Bacteria;NA;NA;NA;NA;NA;bacterium 1XD8-76;","0.425532","0.966184","0.578035","0","0","0.884956","0.847458","0","0","0","0.537634","0","0.290698","0.60241","0","0","0","0"
"83","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. E02;","0.425532","0","0","0","0","0","0.847458","0","0.793651","0","0.537634","0","0","0","0","0","0","0"
"84","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;NA;Bacteroidaceae bacterium HV4-6-C5C;","0.425532","0","0","0.429185","0.458716","0","0","0","0","0.578035","0","0","0.290698","0","0","0","0","0"
"89","Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;Streblomastix;Streblomastix strix;","0","1.449275","0","0","0.458716","0","0","0","0","0","0","0","0","1.204819","0","0","0","0"
"90","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium Choco116;","0","0.966184","0","0","0","0","0","0","0.793651","0","0","0","0","0.60241","0","1.041667","0","0"
"91","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides heparinolyticus;","0","0.483092","0","0.429185","0.458716","0","0.847458","0","0","0","0","0","0","0","0","0","0","0"
"93","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;","0","0.483092","0","0","0.458716","0","0.847458","0","0","0","0","0","0","0.60241","0","0","0","0"
"95","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;","0","0.483092","0.578035","0.429185","0.917431","0","0","0","0.793651","0.578035","0","0.497512","0","0.60241","0","0","0","1.265823"
"99","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;","0","0.483092","0","0","0.458716","0.884956","0","0","0","0.578035","0","0.497512","0.290698","0.60241","0","0","0","0"
"100","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus heilongjiangensis;","0","0.483092","0.578035","0","0","0","0","0","0","0","0","0","0","0.60241","0.813008","0","0","0"
"101","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:462;","0","0.483092","0","0","0","0","0","0","0","0.578035","0","0","0","0","0.813008","0","0","0"
"102","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","0.483092","0","0","0","0","0.847458","0.943396","0.793651","0.578035","0","0","0.290698","0.60241","0","1.041667","0","1.265823"
"104","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:251;","0","0.483092","0.578035","0.429185","0","0","0","0.943396","0","0.578035","0","0.995025","0.290698","0","0","0","0","0"
"106","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides luti;","0","0.483092","0","0.429185","0","0","0","0","0","0","0","0","0.290698","0","0","1.041667","0","0"
"107","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. KNHs205;","0","0.483092","0.578035","0.429185","0","0.884956","0.847458","0","0","0.578035","0","0.497512","0","0","0","0","1.587302","1.265823"
"108","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. INlla18;","0","0.483092","0","0.429185","0","0","0","0","0","0.578035","0","0","0.290698","0.60241","0","0","0","0"
"111","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. tf2-5;","0","0.483092","0.578035","0.429185","0","0","0","0","0.793651","0.578035","0.537634","0","0.290698","0.60241","0","1.041667","0","0"
"112","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium eulemuris;","0","0.483092","0.578035","0","0","0","1.694915","1.886792","1.587302","0","0","0","0","0.60241","0.813008","2.083333","0","0"
"113","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Arthrobacter sp. OY3WO11;","0","0.483092","0","0.429185","0.458716","0.884956","0","0","0","0","0","0","0","0","0","0","1.587302","0"
"116","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;Prevotellaceae bacterium MN60;","0","0.483092","0.578035","0.429185","0.458716","0","0","0","0","0.578035","0","0","0","0.60241","0.813008","0","0","0"
"117","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. An11;","0","0.483092","0","0","0.458716","0","0","0","0.793651","1.156069","0","0","0","0.60241","0","0","0","1.265823"
"120","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta sp. Marseille-P3890;","0","0.483092","0","0","0","0","0","0","0","0","0","0","0.290698","1.204819","0","0","0","0"
"121","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. P5-126;","0","0.483092","0.578035","0.429185","0.458716","0.884956","0","0","0.793651","0.578035","0.537634","0","0.290698","0.60241","0","1.041667","0","0"
"123","Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;Anaerolineae bacterium;","0","0.483092","0","0","0","0","0","0.943396","0.793651","0","0","0","0","0.60241","0","0","0","0"
"125","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;NA;Flavobacteriaceae bacterium DSL-48;","0","0.483092","0.578035","0.429185","0","0","0","0","0.793651","0","0","0","0","0.60241","0","0","0","0"
"126","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AM32-11AC;","0","0.483092","0","0.429185","0.458716","0","0","0","0","0","0","0","0.290698","0","0.813008","0","0","0"
"127","Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-62;","0","0.483092","0.578035","0","0.458716","0","0","0","0","0","0","0.497512","0.290698","0","0.813008","0","0","0"
"129","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-002 (NCI);","0","0.483092","0.578035","0.429185","1.376147","0","0","0.943396","0","0.578035","0.537634","0","0.872093","0","0.813008","0","1.587302","0"
"131","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus;","0","0","1.156069","0.429185","0.917431","0","0","0","0.793651","0","0","0","0.581395","0","0.813008","0","0","0"
"132","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes onderdonkii;","0","0","1.156069","0.858369","0.458716","0.884956","0.847458","0","0","0.578035","1.075269","0","0.581395","1.204819","0","1.041667","1.587302","0"
"133","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:485;","0","0","1.156069","0","0","0","0","0","0","0","0","0.497512","0","0","0.813008","0","0","0"
"134","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;","0","0","0.578035","1.287554","0","0","0.847458","1.886792","0","0","0","0","0","0","1.626016","0","1.587302","1.265823"
"140","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium cellobioparum;","0","0","0.578035","0.429185","0.458716","0","0","0","0","0","0","0","0","0","0","0","0","0"
"141","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium papyrosolvens;","0","0","0.578035","0","0","0.884956","0","0","0","0","0","0","0.290698","0","0","0","0","0"
"142","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;","0","0","0.578035","0.429185","0","0","0.847458","0.943396","0.793651","0.578035","0","0","0","0","0","3.125","9.523809","5.063291"
"143","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;Mahella australiensis;","0","0","0.578035","0","0","0","0.847458","0","0","0","0","0","0.290698","0","0","0","0","0"
"146","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides oleiciplenus;","0","0","0.578035","0.429185","0.458716","0","1.694915","0.943396","0","0.578035","0.537634","0.497512","0.581395","0","1.626016","0","0","1.265823"
"147","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;","0","0","0.578035","0.429185","0","2.654867","0","0","0","4.624277","0.537634","0","0.290698","0.60241","0","0","0","0"
"149","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;Murimonas intestini;","0","0","0.578035","0","0","0","0","0","0.793651","1.156069","0","0","0.290698","0","0","0","0","0"
"150","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea glycerini;","0","0","0.578035","0.429185","0.458716","0","0","0","0.793651","0","0","0","0.290698","0","0","0","0","0"
"151","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora;Catenulispora sp. 13_1_20CM_3_70_7;","0","0","0.578035","0.429185","0.458716","0","0","0.943396","0","0","0.537634","0","0","0","0","0","0","0"
"152","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Marseille-P2415;","0","0","0.578035","0.429185","0","0","0","0","0","0","0","0","0.872093","0","0","0","0","0"
"153","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides congonensis;","0","0","0.578035","0.429185","0.458716","0.884956","0","0","0","0.578035","0.537634","0","0","0","0","1.041667","0","0"
"154","Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium;","0","0","0.578035","0","0","0","0.847458","0","0","1.156069","0","0","0","0","0","0","0","0"
"155","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. 885;","0","0","0.578035","0","0.458716","0","0","0","0.793651","0.578035","0","0","0","0","0","0","1.587302","1.265823"
"156","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cutis;","0","0","0.578035","0","0","0","0","0","0","0.578035","0","0","0.290698","0","0","0","1.587302","1.265823"
"157","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium;","0","0","0.578035","0","0.917431","2.654867","0.847458","1.886792","0.793651","1.156069","0.537634","1.492537","0.581395","1.204819","0.813008","0","0","1.265823"
"158","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 51;","0","0","0.578035","0","0","0","0","0","0","0.578035","0","0","0.290698","0.60241","0","0","0","0"
"159","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. A1C1;","0","0","0.578035","0","0","0.884956","0","0.943396","0","0","0.537634","0.497512","0","0.60241","0.813008","0","0","0"
"161","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter sp. HMF7410;","0","0","0.578035","0.429185","0","0","0","0","0.793651","0","0.537634","0","0","0","0","0","0","0"
"162","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus reuteri;","0","0","0","0.858369","0","0","0","0","0","0","0","0","0.290698","0.60241","0","0","0","0"
"163","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia sp. OF03-15BH;","0","0","0","0.858369","0.458716","0","0","0","0","0","1.075269","0.497512","0","0","0.813008","0","0","0"
"164","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. C2-6-12;","0","0","0","0.858369","0","0","0.847458","0","0","0","0.537634","0","0.581395","0","0","0","0","0"
"165","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron;","0","0","0","0.429185","0.458716","0","0","1.886792","0","0.578035","0","0","0","0","0","0","0","1.265823"
"167","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium phytofermentans;","0","0","0","0.429185","0.917431","0","0","0","0","1.734104","0.537634","0","0.290698","0","0","0","0","0"
"173","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;Coprococcus comes;","0","0","0","0.429185","0","0","0","0","0","0","0.537634","0.497512","0.290698","0","0","0","0","0"
"181","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. KLE 1755;","0","0","0","0.429185","0.458716","0","0","0","0","0","0","0","0","0.60241","0","0","0","10.126582"
"183","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:349;","0","0","0","0.429185","0.458716","0","0","0","0","0","0","0","0","0.60241","0","0","0","0"
"188","Bacteria;Firmicutes;Bacilli;Bacillales;NA;Exiguobacterium;Exiguobacterium sp. HF60;","0","0","0","0.429185","0","0","0","0.943396","0","0.578035","0","0","0","0","0","1.041667","0","1.265823"
"198","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:443;","0","0","0","0","0.458716","0","0","0","0","0","0","0.497512","0.290698","0","0","0","0","0"
"205","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium aquicola;","0","0","0","0","0.458716","0","0","0","0.793651","0.578035","0","0","0","0","0","1.041667","0","1.265823"
"209","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;Anaerolineaceae bacterium;","0","0","0","0","0.458716","0","0","0","0","0","0","0.497512","0.290698","0","0","0","0","0"
"217","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola;","0","0","0","0","0","0.884956","0","0","0","0.578035","0","0","0.290698","0","0","0","0","0"
"219","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;","0","0","0","0","0","0.884956","0.847458","0","0","0","0","0.995025","0","0","0","0","0","0"
