"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"11","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;","1.276596","0.483092","0.578035","0.858369","0.458716","0","0","0","0","0.578035","1.075269","0.497512","0.290698","0","0.813008","0","0","0"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;NA;","0.851064","0.966184","0.578035","0.429185","0","0","0.847458","0.943396","0","1.156069","0.537634","0.995025","0.872093","0.60241","0.813008","0","0","0"
"13","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;","0.851064","1.449275","0.578035","0.858369","1.376147","0","1.694915","0.943396","0.793651","2.890173","0.537634","2.487562","0.581395","2.409638","0","0","0","1.265823"
"14","Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;NA;","0.851064","0","0","0","0","0","0","0","0","0","0","0.497512","1.162791","0","0","0","0","0"
"15","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;","0.851064","1.449275","1.156069","1.287554","1.834862","0.884956","1.694915","0","1.587302","1.156069","1.612903","0","0.872093","0.60241","0.813008","3.125","0","0"
"16","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;","0.851064","0.483092","0","0","0.917431","0","0","0","0","0","0.537634","0.497512","0.290698","1.204819","0","0","1.587302","17.721519"
"17","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;NA;","0.851064","0.966184","0.578035","0.429185","0.917431","0","0.847458","0.943396","0.793651","1.734104","0.537634","0","0.872093","0","0","0","0","0"
"18","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;","0.851064","0","0","0","0.458716","0","0","0","0","0","0","0.497512","0.290698","0","0","0","0","0"
"19","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pararcticibacter;NA;","0.851064","0","0","0","0","0","0","0","0","0.578035","0","0","0.290698","0","0","0","0","0"
"21","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA;","0.425532","0.966184","0.578035","2.145923","0","1.769912","0","0","2.380952","0","0.537634","0.497512","0.581395","1.204819","0.813008","1.041667","0","0"
"22","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA;","0.425532","0.483092","0.578035","0","0.458716","0","1.694915","2.830189","2.380952","0.578035","0","0","0","0.60241","0.813008","2.083333","1.587302","0"
"23","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;","0.425532","0.483092","0","0","0","0.884956","0","0","0","0","0","0","0.290698","0","0","0","0","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Heliobacteriaceae;Heliobacterium;NA;","0.425532","0","0","0","0","0","0","0","0","0.578035","0.537634","0","1.162791","0","0","0","0","0"
"26","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;","0.425532","0","0","0","0.458716","0.884956","0","0.943396","0","0","0","0","0","0","0","0","0","0"
"27","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;","0.425532","0","0","0","0","0.884956","0","0","0.793651","0","0","0.497512","0","0","0","0","0","0"
"30","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;","0.425532","0.966184","0.578035","0.429185","0","0.884956","0.847458","0","0","0.578035","0","0","0","0","0.813008","0","1.587302","0"
"32","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;","0.425532","0","0","0","0","0","0","0","0","0","0","0","0.872093","0","0","0","0","1.265823"
"34","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea;NA;","0.425532","0.483092","0","0","0.458716","0","0","0.943396","0","1.156069","0.537634","0","0","0","0","0","1.587302","1.265823"
"36","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;","0.425532","0","0","0","0.917431","0","0","0","0","0","1.075269","0","0.290698","0","0","0","0","0"
"37","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga;NA;","0.425532","0","0.578035","0.429185","0.917431","0.884956","1.694915","0","0.793651","0.578035","0.537634","0.995025","0.581395","0.60241","0.813008","1.041667","0","0"
"38","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;NA;","0.425532","0.966184","0.578035","0","0","0","0","0","0","0.578035","0","0.497512","0.290698","0","0.813008","0","0","0"
"39","Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;","0.425532","0","1.156069","0.429185","0.458716","0.884956","0","0","0","0","0","0","0.290698","0","0","0","0","0"
"40","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;","0.425532","0","0.578035","0.858369","0","0","0.847458","0.943396","0.793651","0.578035","0","0","0.290698","0","0","3.125","9.523809","5.063291"
"41","Bacteria;Verrucomicrobia;Spartobacteria;NA;NA;Terrimicrobium;NA;","0.425532","0","0","0.429185","0","0","0","0","0","0.578035","0","0","0","0","0","0","0","0"
"42","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;","0.425532","0","0.578035","0","0","0.884956","0","0","0","0.578035","0.537634","0.497512","0.872093","1.807229","0","0","0","0"
"45","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;","0.425532","0","0","0","0.917431","0","0","0.943396","0","0.578035","0","0","0","0","0","1.041667","0","1.265823"
"49","Eukaryota;Preaxostyla;NA;Oxymonadida;Streblomastigidae;Streblomastix;NA;","0","1.449275","0","0","0.458716","0","0","0","0","0","0","0","0","1.204819","0","0","0","0"
"50","Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;","0","0.966184","0.578035","0.429185","0.917431","0","0","0","0.793651","0.578035","0","0.497512","0.581395","0.60241","0.813008","0","1.587302","0"
"51","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;NA;","0","0.483092","0","0.429185","0.458716","0.884956","0","0","0","0","0","0","0","0","0","0","1.587302","0"
"53","Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;NA;","0","0.483092","0","0","0","0","0","0","0.793651","0.578035","0","0","0","0","0","0","0","0"
"57","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;","0","0.483092","0.578035","0.429185","0.917431","0","0","0","0.793651","0.578035","0","0.497512","0","0.60241","0","0","0","1.265823"
"58","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Drancourtella;NA;","0","0.483092","1.156069","0.429185","0.458716","0","0","0","0","0","0","0","0.290698","0.60241","0","0","0","0"
"59","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;","0","0.483092","0","0","0","0","0","0","0","0","0","0","1.453488","1.807229","0","0","0","0"
"65","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family IV. Incertae Sedis;Mahella;NA;","0","0","0.578035","0","0","0","0.847458","0","0","0","0","0","0.290698","0","0","0","0","0"
"66","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora;NA;","0","0","0.578035","0.429185","0.458716","0","0","0.943396","0","0","0.537634","0","0","0","0","0","0","0"
"67","Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA;","0","0","0.578035","0.858369","0.458716","0","0","0","0.793651","0","1.075269","0.497512","0","0.60241","0","0","0","0"
"68","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;","0","0","0.578035","0.429185","0.917431","0","0","0","0.793651","0","0","0","0.581395","0","0","0","0","0"
"69","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Murimonas;NA;","0","0","0.578035","0","0","0","0","0","0.793651","1.156069","0","0","0.290698","0","0","0","0","0"
"70","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;","0","0","0","0.429185","0","0","0","0","0","0","0.537634","0.497512","0.581395","0","0","0","0","0"
"71","Bacteria;Firmicutes;Bacilli;Bacillales;NA;Exiguobacterium;NA;","0","0","0","0.429185","0","0","0","0.943396","0","0.578035","0","0","0","0","0","1.041667","0","1.265823"
"77","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA;","0","0","0","0","0.458716","0.884956","0","0","0.793651","0.578035","0","0","0","0","0","1.041667","0","1.265823"
"83","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lactonifactor;NA;","0","0","0","0","0.458716","0","0","0.943396","0.793651","0","0.537634","0","0","0.60241","0.813008","0","1.587302","0"
"89","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;NA;","0","0","0","0","0","0.884956","0.847458","0","0","0","0","0.995025","0","0","0","0","0","0"
"90","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;","0","0","0","0","0","0","0.847458","0","0","0.578035","0","0","0.872093","0.60241","0","0","0","0"
"91","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;NA;","0","0","0","0","0","0","0.847458","0","0.793651","0","1.075269","0.497512","0.290698","0","0","0","1.587302","0"
"94","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;","0","0","0","0","0","0","0","0.943396","0","0","0","0","0","0.60241","0","0","1.587302","0"
"95","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;NA;","0","0","0","0","0","0","0","0.943396","0.793651","0","0.537634","0","0","0","0","0","0","0"
"103","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;","0","0","0","0","0","0","0","0","0","0","0.537634","0.497512","0.290698","0","0","0","0","0"
"59.1","Unclassified","59.574464","55.555552","53.179186","55.364801","57.339444","56.637164","50.847454","49.056605","59.523806","45.664737","53.225813","63.184086","55.813951","56.024094","51.219515","49.999998","46.031741","20.253163"
