"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"17","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","2.040816","2.941176","0","4.285715","2.777778","3.571429","4.166667","11.666667","5.882353","2.631579","2.941176","4.545455","8.695652","2.857143","11.764706","3.030303","0"
"18","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:1031;","0","2.040816","0","0","0","0","0","12.5","3.333333","2.941176","0","2.941176","1.515152","0","2.857143","0","3.030303","0"
"20","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium HUM_1;","0","2.040816","0","1.315789","0","0","0","0","1.666667","0","0","0","0","2.173913","0","0","0","0"
"21","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. An66;","0","2.040816","0","0","1.428571","0","3.571429","0","0","0","0","0","1.515152","0","0","0","0","0"
"23","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter sp. Z80;","0","2.040816","0","0","0","0","0","0","1.666667","2.941176","0","0","1.515152","0","0","2.941176","0","0"
"26","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira sp. CAG:484;","0","0","2.941176","1.315789","2.857143","0","0","4.166667","0","0","0","2.941176","0","0","2.857143","0","0","0"
"30","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium HUM_21;","0","0","2.941176","0","1.428571","0","0","0","1.666667","0","0","0","0","0","0","2.941176","3.030303","0"
"32","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-002 (NCI);","0","0","2.941176","0","0","0","0","0","0","2.941176","2.631579","0","0","2.173913","2.857143","0","0","0"
"33","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:768;","0","0","0","3.947368","1.428571","0","0","0","0","0","0","2.941176","0","0","0","0","0","0"
"34","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;Rikenellaceae bacterium;","0","0","0","2.631579","0","2.777778","0","0","0","2.941176","0","0","0","2.173913","0","0","0","0"
"35","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium;","0","0","0","2.631579","2.857143","2.777778","3.571429","0","0","0","0","0","0","0","0","0","9.090909","0"
"38","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:343;","0","0","0","1.315789","0","0","0","0","1.666667","2.941176","0","0","1.515152","0","0","2.941176","0","0"
"41","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium sp. CAG:439;","0","0","0","1.315789","2.857143","0","0","0","0","0","0","0","0","0","0","0","3.030303","0"
"47","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-013 (NCI);","0","0","0","1.315789","1.428571","0","0","0","0","0","0","2.941176","1.515152","0","0","0","0","0"
"48","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:873;","0","0","0","0","1.428571","2.777778","7.142858","4.166667","0","0","0","2.941176","1.515152","4.347826","0","2.941176","3.030303","0"
"49","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes ihumii;","0","0","0","0","1.428571","2.777778","3.571429","4.166667","0","0","0","2.941176","0","0","2.857143","2.941176","0","0"
"52","Bacteria;Bacteroidetes;NA;NA;NA;NA;Bacteroidetes bacterium HGW-Bacteroidetes-14;","0","0","0","0","1.428571","0","0","0","1.666667","0","0","0","1.515152","0","2.857143","0","0","0"
"53","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilus sp. (ex Termes propinquus);","0","0","0","0","1.428571","0","0","0","0","0","0","2.941176","4.545455","0","0","0","0","0"
"54","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:967;","0","0","0","0","0","2.777778","0","0","0","0","0","0","0","0","2.857143","0","3.030303","0"
"55","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes provencensis;","0","0","0","0","0","2.777778","0","0","1.666667","0","0","0","0","0","2.857143","0","0","0"
"59","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes communis;","0","0","0","0","0","0","3.571429","0","0","0","0","0","1.515152","0","2.857143","2.941176","0","0"
"62","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:485;","0","0","0","0","0","0","0","0","1.666667","0","0","0","0","0","2.857143","0","3.030303","0"
"66","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ihuae;","0","0","0","0","0","0","0","0","0","2.941176","0","0","1.515152","0","0","0","0","9.090909"
"68","Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanococcoides;Methanococcoides methylutens;","0","0","0","0","0","0","0","0","0","0","2.631579","0","0","2.173913","0","0","3.030303","0"
"35.1","Unclassified","69.767444","71.428574","79.411768","64.473688","54.285716","63.888886","67.857139","45.83333","54.999998","58.823534","65.789475","61.764711","60.606052","60.869566","57.142855","47.058829","54.545455","90.909091"
