"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W36","S.W37","S.W20"
"12","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium plexicaudatum;","0.628931","0.757576","0","0","0.595238","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae;","0.628931","0.757576","0","0.574713","0","0","0","0","0","0","0","0","0.429185","0","0","0","0","0"
"18","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. CAG:831;","0.628931","0","0","0","0","0","0","0","0","0","0.769231","0","0.429185","0","0","1.06383","1.219512","0"
"19","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:754;","0.628931","0","0.970874","0.574713","0","0.826446","1.123595","0","0.78125","0","0.769231","0","0","0","0","1.06383","0","0"
"20","Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:115;","0.628931","0","0","0.574713","0","0","0","0","0","0.961538","0.769231","0.775194","1.287554","0.884956","0","0","0","0"
"21","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:1124;","0.628931","1.515152","0.970874","0.574713","0","0.826446","0","0","0","0.961538","0.769231","0.775194","0.429185","0","0.869565","0","0","0"
"22","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:485;","0.628931","0","0","0","0","0","0","0","0.78125","0","0","0.775194","0.429185","0.884956","0.869565","2.12766","1.219512","0"
"23","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:873;","0.628931","2.272727","0.970874","1.724138","0","1.652892","2.247191","2.857143","2.34375","0.961538","1.538462","1.550388","1.716738","2.654867","2.608696","0","1.219512","0"
"24","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia sp. CAG:309;","0.628931","0","0","0","0","0","0","0","0","0.961538","0","0","0.429185","0","0","0","0","0"
"25","Bacteria;Proteobacteria;NA;NA;NA;NA;Proteobacteria bacterium CAG:495;","0.628931","1.515152","0.970874","0.574713","0","0","0","0","0","0","0.769231","0.775194","0.858369","1.769912","0","1.06383","1.219512","0"
"26","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes senegalensis;","0.628931","0","0","0","0","0","0","0","0","0","0","0","0","0","0.869565","0","0","2.325581"
"29","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;","0.628931","0","0","0","0","0.826446","1.123595","0","0","0","1.538462","1.550388","2.575107","0.884956","0","0","0","0"
"30","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. CHKCI003;","0.628931","0","0","0.574713","1.190476","0","0","0","0.78125","1.923077","0","0","0.429185","0","0","0","0","0"
"31","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium 52_46;","0.628931","0.757576","0.970874","1.149425","4.761905","0.826446","2.247191","0","3.125","0.961538","1.538462","2.325581","2.145923","2.654867","4.347826","2.12766","2.439024","0"
"34","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. MGM1;","0.628931","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0.429185","0","0","0","0","0"
"37","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;Desulfovibrionaceae bacterium;","0.628931","2.272727","2.912621","2.298851","0","2.479339","4.494382","5.714286","2.34375","0","2.307692","0.775194","0","0","1.73913","1.06383","0","0"
"38","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella muris;","0.628931","0.757576","0","0","0.595238","0","0","0","0","0","0","0","0","0","0","1.06383","0","0"
"39","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;Candidatus Amulumruptor caecigallinarius;","0.628931","0","0","0","0","0.826446","1.123595","1.428571","0","0","0","0.775194","0.858369","0","0","0","1.219512","2.325581"
"40","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium;","0.628931","0","0","1.149425","1.785714","0","0","0","0","0","0","0.775194","0","0.884956","0","0","1.219512","0"
"42","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;","0.628931","1.515152","1.941748","0.574713","0","0.826446","1.123595","0","0","0","0.769231","1.550388","0.858369","0.884956","0","2.12766","0","0"
"43","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Pseudoflavonifractor sp. 60;","0.628931","0","0","0","0.595238","0","1.123595","0","0","0","0","1.550388","0","0","0","0","0","0"
"44","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-104 (HZI);","0.628931","0.757576","0.970874","0.574713","0","0.826446","0","0","0","0.961538","0.769231","0.775194","0","0","0","0","0","0"
"45","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-105 (HZI);","0.628931","0.757576","0","0","0.595238","0","0","0","0.78125","0","0.769231","0","0","0.884956","0","0","0","0"
"46","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-013 (NCI);","0.628931","0","0","0.574713","1.190476","0","0","0","0","0","0","0","0","0","0.869565","1.06383","0","0"
"47","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella sp. WM24;","0.628931","0.757576","0.970874","0.574713","0","0","0","0","0","0.961538","0","0","0.429185","0.884956","0","0","0","0"
"48","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes dispar;","0.628931","0.757576","0","0","0.595238","0","0","0","0.78125","0.961538","0.769231","0","0.858369","0","0","1.06383","1.219512","0"
"50","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium WCA-9-b2;","0.628931","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0","0","0","0","0","0"
"55","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio piger;","0","0.757576","0.970874","0","0.595238","0.826446","0","2.857143","0","0","0.769231","0","0.429185","0","0","1.06383","0","0"
"56","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus;","0","0.757576","0","0","0","0.826446","0","1.428571","0","0","0","0","0","0","0","1.06383","0","6.976745"
"57","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;","0","0.757576","0.970874","0","0","0","0","0","0.78125","3.846154","0","0.775194","0.429185","0.884956","0.869565","0","0","2.325581"
"58","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;","0","0.757576","0","0.574713","0","0.826446","0","0","0","0","1.538462","0.775194","0","0.884956","0","0","0","0"
"59","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;","0","0.757576","0.970874","1.724138","1.190476","0.826446","1.123595","0","3.90625","0.961538","1.538462","0","0.858369","2.654867","1.73913","2.12766","0","0"
"60","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira sp. CAG:484;","0","0.757576","0","2.298851","0","0","0","0","0","0","0.769231","0","0.429185","0","0","1.06383","0","0"
"61","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:1185;","0","0.757576","0","0","0.595238","0.826446","0","0","0.78125","0","0","0.775194","0","0","0","1.06383","0","0"
"62","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Intestinimonas;Intestinimonas butyriciproducens;","0","0.757576","0","0","0.595238","0","0","0","0","0","0","0","0","0","0.869565","0","0","0"
"64","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium HUM_13;","0","0.757576","0","0","0","0","0","0","0","0","0.769231","0","0","0","0.869565","0","0","0"
"66","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. P5-92;","0","0.757576","0","0","0","0.826446","0","0","0","0","0.769231","0","0","0","0","0","0","0"
"67","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;NA;Rikenellaceae bacterium;","0","0.757576","0","0","0","0.826446","1.123595","0","0","0","0","0","0","0.884956","0","0","1.219512","0"
"70","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. HB172195;","0","0.757576","0.970874","0","0","0","0","0","0","0","0","0","0","0.884956","0","0","0","0"
"72","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella paludivivens;","0","0","0.970874","0","0.595238","0","0","0","0","0","0.769231","0","0","0.884956","0","0","0","0"
"74","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:306;","0","0","0.970874","0","0","0","0","0","0","0","0","0","0","0","0","3.191489","1.219512","0"
"76","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:1092;","0","0","0.970874","0","0.595238","0.826446","0","0","0","0.961538","0","0","0","0.884956","0","0","0","0"
"78","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:891;","0","0","0.970874","0","0.595238","0","0","0","0","1.923077","0","0","0","0","0","0","0","0"
"79","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:177;","0","0","0.970874","0.574713","0.595238","0.826446","0","0","0","0","0","0.775194","0","0","0","0","0","0"
"81","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium Marseille-P2846;","0","0","0.970874","0.574713","0.595238","0","2.247191","1.428571","2.34375","0.961538","0.769231","0","0","0.884956","0.869565","1.06383","0","0"
"82","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 26_22;","0","0","0.970874","1.724138","1.190476","0","0","0","0","0","0.769231","0","0.429185","0","0","0","0","0"
"83","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;Mailhella massiliensis;","0","0","0.970874","0","0","0","1.123595","0","0","0","0","0","0","0.884956","0","0","1.219512","0"
"85","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. NM69_E16B;","0","0","0.970874","0","0","0","0","1.428571","0","0","0","1.550388","0","0","0.869565","1.06383","0","0"
"87","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas virosa;","0","0","0","1.149425","1.190476","0","0","1.428571","1.5625","0.961538","0.769231","0","0","0","0","1.06383","2.439024","4.651163"
"91","Bacteria;Candidatus Melainabacteria;NA;Candidatus Gastranaerophilales;NA;NA;Candidatus Gastranaerophilales bacterium HUM_9;","0","0","0","0.574713","0","0","0","0","0","0","0","0.775194","0.429185","0","0","0","0","0"
"92","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium;","0","0","0","0.574713","1.190476","0","0","1.428571","0.78125","0","0.769231","1.550388","0.429185","0","0.869565","0","0","0"
"94","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudooceanicola;Pseudooceanicola atlanticus;","0","0","0","0","1.190476","0.826446","0","0","0","0","0","0","0.858369","0","0","0","0","0"
"105","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter sp. AF15-53;","0","0","0","0","0.595238","0","0","0","1.5625","0","0","0.775194","0","0","0","0","1.219512","2.325581"
"107","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-004 (NCI);","0","0","0","0","0.595238","0.826446","1.123595","0","0.78125","0.961538","0.769231","0","0","0.884956","0","0","0","0"
"108","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;","0","0","0","0","0.595238","0","0","0","0","0","0","0.775194","0.429185","0.884956","0","1.06383","0","0"
"110","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. ZJ200;","0","0","0","0","0","1.652892","0","1.428571","0.78125","0","0","1.550388","0","0","0","0","0","0"
"111","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;","0","0","0","0","0","0.826446","1.123595","1.428571","0","0","0","0","0","0","0.869565","0","0","0"
"112","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella baroniae;","0","0","0","0","0","0.826446","0","0","0","0.961538","0","0","0","0.884956","0.869565","0","0","0"
"113","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Aminipila;Aminipila butyrica;","0","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0.429185","0","0","0","0","0"
"116","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. CAG:268;","0","0","0","0","0","0.826446","0","0","0","0","0","0.775194","0.858369","0.884956","1.73913","0","1.219512","0"
"117","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:617;","0","0","0","0","0","0.826446","1.123595","1.428571","0.78125","0","0","0","0","0","0","1.06383","0","0"
"119","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] symbiosum;","0","0","0","0","0","0","1.123595","0","0","0","0","0","0","0","0.869565","0","1.219512","0"
"121","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:382;","0","0","0","0","0","0","1.123595","0","0","0","0","0.775194","0.429185","0","0","0","0","0"
"123","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Emergencia;Emergencia timonensis;","0","0","0","0","0","0","1.123595","1.428571","0.78125","0","0","0","0","0","0","1.06383","0","0"
"124","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium WCE2004;","0","0","0","0","0","0","1.123595","0","0","0","0","0.775194","0.429185","0.884956","0","0","0","0"
"125","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Emergencia;Emergencia sp. 1XD21-50;","0","0","0","0","0","0","1.123595","2.857143","0.78125","0","0","0","0","0","0","1.06383","0","2.325581"
"133","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;Enterocloster aldensis;","0","0","0","0","0","0","0","0","0","0.961538","0","0","0","0","0.869565","0","0","2.325581"
"138","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. CAG:279;","0","0","0","0","0","0","0","0","0","0","0","0.775194","0.429185","0","0","0","1.219512","0"
"79.1","Unclassified","69.182382","63.636356","66.019412","72.413785","67.857147","64.46282","59.550572","57.142863","66.40625","66.346163","64.615377","64.341077","71.244625","62.831851","66.956527","62.765952","69.5122","65.116281"
