,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37,3I-P0,3I-P1,3I-S0,3I-S2,3I-S3,3I-W3,3S-P0,3S-P1,3S-S0,3S-S3,3S-W2,3S-W3
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555210,1.291513,1.843318,1.529052,0.576923,0.847458,0.700525,1.339829,1.147228,0.627615,1.951220,1.020408
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.399689,2.214022,1.612903,2.752294,1.538462,2.542373,3.327496,1.583435,1.147228,2.092050,1.951220,2.040816
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088647,1.291513,1.267281,0.917431,0.769231,0.847458,1.050788,0.487211,0.191205,0.627615,4.390244,2.040816
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,1.845018,0.921659,1.376147,0.961538,1.694915,1.576182,0.487211,0.382409,0.836820,2.439024,1.360544
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933126,0.553506,0.576037,0.305810,0.576923,0.847458,0.525394,1.096224,0.956023,0.836820,0.975610,2.380952
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.710731,2.029520,1.843318,2.446483,1.923077,2.966102,1.225919,1.461632,0.956023,3.138075,5.365854,3.061224
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573394,0.184502,0.230415,0.152905,0.576923,1.445783,0,0.609013,0.657277,0,0,0.263852
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.184502,0.460829,0.611621,1.153846,0.211864,0.350263,0.974422,0.382409,0.627615,0.487805,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Schaedlerella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244168,1.107011,0.921659,0.917431,0.192308,1.059322,0.875657,0.365408,0.573614,0.418410,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777605,0.738007,0.921659,0.764526,1.153846,0.847458,0.175131,0.852619,0.382409,1.255230,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622084,1.107011,1.612903,0.764526,0.769231,0.847458,0.525394,0.730816,0.764818,0.209205,0.487805,1.700680
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.184502,0.230415,0.305810,0.384615,0.423729,0.175131,0.365408,0.191205,0.418410,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.369004,0.230415,0.458716,0.192308,0.847458,0.700525,0.609013,0.191205,0.209205,8.292684,0.263852
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0.184502,0.230415,0.764526,0.769231,0.211864,0.175131,0.609013,0.469484,0,0.487805,0.680272
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.369004,0.691244,0.917431,0.192308,0.635593,0.350263,0.487211,0.191205,0,0,0.263852
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622084,0,0.230415,0.305810,0.192308,0.211864,0,0.243605,0.573614,0,0,0.527704
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0.152905,0,0.423729,0.174216,0.365408,0.191205,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0,0,0.152905,0.192308,0.211864,0.175131,0.487211,0,0.418410,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.184502,0.345622,0.611621,0.192308,0.423729,0.175131,0,0.375587,0,0,0.680272
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0.115207,0.152905,0.192308,0.240964,0.174216,0.243605,0.382409,0,0,0.340136
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622084,0.369004,0.230415,0.152905,0.192308,0.211864,0.175131,0.365408,0.382409,0.627615,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0,0.152905,0.384615,0.211864,0,0.365408,0.382409,0.418410,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.369004,0.115207,0.152905,0.192308,0.423729,0.175131,0.121803,0.191205,0.418410,0,0.263852
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0.152905,0.384615,0.211864,0.175131,0.243605,0.382409,0,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Natranaerovirga;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344037,0,0,0.152905,0,0.211864,0.174216,0.121803,0.093897,0,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cuneatibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0.115207,0.611621,0.192308,0.481928,0.175131,0.121803,0.375587,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229358,0,0,0,0,0.211864,0.175131,0.243605,0.093897,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229358,0,0,0,0,0.481928,0,0.121803,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.369004,0.345622,0,0.576923,0.211864,0.175131,0.121803,0.191205,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0,0.305810,0,0,0.174216,0.121803,0.093897,0.209205,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Thermobrachium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229358,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Dysgonomonas;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0.691244,0.611621,0.192308,0.211864,0.350263,0.243605,0.573614,0.627615,0.487805,0.680272
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0,0.115207,0.152905,0,0.635593,0.348432,0.121803,0.191205,0,0.975610,1.020408
Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0,0.115207,0,0,0,0.174216,0,0.281690,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eisenbergiella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229358,0.369004,0,0.152905,0,0.277008,0.525394,0.121803,0.093897,0,0.487805,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Pseudoclostridium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0,0,0,0,0.121803,0.191205,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Candidatus Amulumruptor;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0.369004,0.115207,0.764526,0.192308,0.211864,0.525394,0.243605,0.573614,0.418410,0.487805,0.263852
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0,0.192308,0,0.175131,0,0.093897,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0,0.305810,0.384615,0.423729,0.175131,0.121803,0.093897,0.418410,0.487805,1.020408
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0.152905,0.192308,0,0.175131,0.121803,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0.152905,0,0,0.175131,0,0.382409,0,0,0.263852
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0.553506,0.460829,0.152905,0.384615,0.211864,0.525394,0.487211,0.191205,0.209205,0,0.680272
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0,0,0.211864,0.175131,0,0.191205,0.209205,0,0.340136
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0,0,0,0,0.175131,0.365408,0.382409,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Gordoniaceae;Gordonia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae;Sporolactobacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244168,0.553506,0.230415,0,0.384615,0.211864,0.175131,0.121803,0.573614,0.418410,0,0.340136
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0.175131,0.121803,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0.230415,0.152905,0,0.277008,0.350263,0.121803,0.093897,0.209205,0.487805,0.340136
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae;Brachybacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0.152905,0,0.240964,0.174216,0,0.187793,0,0.487805,0.263852
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0,0,0,0.175131,0,0.191205,0.209205,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0.175131,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0,0,0,0.211864,0.175131,0.243605,0.093897,0.209205,0,0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0.187793,0,0,0.263852
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0.192308,0,0.175131,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0,0,0.211864,0,0,0,0.209205,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0.192308,0,0,0,0,0,0,0
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0.152905,0,0,0.175131,0.121803,0.191205,0.209205,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0,0,0,0,0.121803,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0.115207,0.152905,0,0.423729,0,0,0.093897,0.209205,0,0.340136
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0.192308,0,0,0,0,0.209205,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0.423729,0,0.243605,0,0.209205,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0.211864,0.174216,0.121803,0.093897,0,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0,0.115207,0.152905,0.384615,0.211864,0.522648,0.243605,0.382409,0,0.487805,0.263852
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0,0,0.277008,0.175131,0.121803,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Paraeggerthella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Geofilum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.184502,0.115207,0,0,0.211864,0.174216,0,0.191205,0.209205,0,0.527704
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Intestinimonas;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0,0,0.481928,0,0.121803,0.093897,0,0.487805,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0.738007,0.230415,0.305810,0.192308,0.277008,0.175131,0.243605,0.191205,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Draconibacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0.121803,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0.184502,0.115207,0.152905,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mangrovibacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0,0,0.211864,0,0,0.093897,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0.184502,0,0,0,0.722892,0.522648,0,0.382409,0.209205,0,0.340136
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0.423729,0,0.121803,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0.458716,0.192308,0.211864,0.174216,0.121803,0.187793,0.418410,0,0.263852
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Millionella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0,0,0,0,0,0,0,0,0.263852
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Arabia;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0.174216,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Merdimonas;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0.152905,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0.115207,0.152905,0.192308,0.277008,0.175131,0,0.093897,0.209205,0,0.340136
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Monoglobus;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0.121803,0.093897,0.209205,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Agathobaculum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Hungateiclostridium;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679,0,0,0,0,0,0,0,0.093897,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0.184502,0.460829,0.305810,0,0.211864,0.175131,0.121803,0.191205,0,0,0
Viruses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) genus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.749611,27.306274,31.451612,29.969418,33.076923,31.355932,30.472855,30.450668,31.931166,25.941423,16.585367,27.551020
unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.239502,15.498155,18.894009,16.207951,15.961538,12.711865,16.987741,19.732034,17.590822,21.338913,6.829268,16.326530
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088647,0.369004,0.691244,0.458716,0,0.211864,0.525394,0.365408,0.191205,0.627615,4.878048,3.741496
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Colidextribacter;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466563,0,0,0.152905,0,0.277008,0,0.243605,0.093897,0.209205,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Muricauda;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311042,0,0.115207,0,0,0,0,0.121803,0,0,0,0.263852
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155521,0,0.115207,0.152905,0,0,0,0.243605,0.187793,0.209205,0,0.340136
