,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;NA;,0.014547,0.019017,0.015186,0.018101,0.023013,0.008848,0.010827,0.017098,0.016618,0.017140,0.015827,0.015150,0.010423,0.020487,0.010580,0.009069,0.028261,0.018622
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;NA;,0.014079,0.017642,0.031685,0.018600,0.009779,0.011082,0.009107,0.047129,0.022945,0.015780,0.015278,0.013922,0.014723,0.030775,0.019511,0.016569,0.013101,0.114348
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;NA;,0.013892,0.010262,0.010154,0.014815,0.009305,0.013883,0.007415,0.006586,0.007311,0.012718,0.011195,0.011648,0.018339,0.008394,0.009588,0.002100,0.005325,0.004211
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter;NA;,0.013468,0.016317,0.014065,0.014827,0.010576,0.019819,0.003246,0.002962,0.003566,0.014507,0.014565,0.012186,0.017115,0.012068,0.018840,0.001225,0.001831,0.001875
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruthenibacterium;NA;,0.012852,0.006878,0.011665,0.015640,0.014847,0.010304,0.015820,0.013203,0.008999,0.026647,0.012978,0.011392,0.010415,0.022636,0.006490,0.085678,0.013503,0.038856
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina;NA;,0.012123,0.009486,0.008727,0.007649,0.008359,0.007917,0.004022,0.003763,0.003104,0.009327,0.007492,0.010697,0.012131,0.007293,0.007912,0.000700,0.002296,0.002029
Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;NA;,0.012105,0.001440,0.001252,0.001259,0.000679,0.004229,0.001548,0.000505,0.003876,0.002551,0.000881,0.024126,0.018535,0.002212,0.000697,0.000147,0.000777,0.000552
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Merdimonas;NA;,0.011989,0.008685,0.010500,0.013161,0.007829,0.007082,0.009809,0.004980,0.014001,0.007468,0.011132,0.011407,0.013239,0.011888,0.010272,0.001241,0.003973,0.004344
Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;Candidatus Borkfalkiaceae;Candidatus Borkfalkia;NA;,0.011825,0.029399,0.037259,0.022637,0.005811,0.007347,0.002529,0.002324,0.003070,0.033013,0.015593,0.027935,0.025901,0.022355,0.011199,0.000128,0.004253,0.002092
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Dialister;NA;,0.011818,0.001980,0.003788,0.002994,0.002202,0.002279,0.003305,0.002718,0.002038,0.001990,0.002580,0.003418,0.005977,0.003699,0.003124,0.000734,0.001840,0.001889
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Lawsonibacter;NA;,0.011498,0.005516,0.008184,0.006663,0.008452,0.014275,0.017015,0.007757,0.026018,0.006480,0.005045,0.012863,0.009427,0.008193,0.006766,0.002744,0.009581,0.004620
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosacchariphilus;NA;,0.011468,0.018140,0.009813,0.010410,0.006879,0.012814,0.003037,0.002419,0.002890,0.010769,0.008101,0.011359,0.013130,0.006949,0.012044,0.000600,0.001567,0.001669
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Candidatus Galacturonibacter;NA;,0.011239,0.010929,0.013403,0.009989,0.006035,0.014727,0.002632,0.002654,0.002671,0.008631,0.008936,0.008557,0.012419,0.007623,0.016426,0.000897,0.001442,0.001683
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Marasmitruncus;NA;,0.011089,0.004638,0.005819,0.005729,0.004934,0.008545,0.004279,0.003224,0.003857,0.005551,0.004206,0.006538,0.005814,0.004746,0.005385,0.001503,0.003270,0.002954
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum;NA;,0.010996,0.014397,0.013110,0.009794,0.006571,0.011935,0.003827,0.003144,0.003523,0.013809,0.007419,0.009117,0.013558,0.007259,0.013152,0.001019,0.002341,0.002360
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;NA;,0.010161,0.009512,0.009519,0.013618,0.010840,0.005179,0.005511,0.016208,0.009292,0.012449,0.012807,0.006788,0.006450,0.011398,0.005211,0.011994,0.024044,0.013307
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;NA;,0.010117,0.012249,0.012790,0.011736,0.007105,0.010097,0.007599,0.008121,0.007029,0.009615,0.008188,0.026090,0.011313,0.008327,0.006903,0.002106,0.019650,0.005325
Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;NA;,0.010107,0.009570,0.009642,0.049918,0.017464,0.007551,0.082989,0.021395,0.033591,0.002772,0.025222,0.007763,0.011464,0.020588,0.021197,0.000538,0.013997,0.025130
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;NA;,0.010017,0.011327,0.023742,0.080192,0.011099,0.011342,0.018007,0.017511,0.018031,0.084394,0.047944,0.010670,0.011674,0.086208,0.018363,0.179615,0.018131,0.060903
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;NA;,0.009959,0.003180,0.005360,0.004163,0.005375,0.007929,0.007338,0.006503,0.005119,0.004545,0.003772,0.010682,0.008247,0.005349,0.002591,0.001050,0.006112,0.004546
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;NA;,0.009897,0.007111,0.007628,0.007889,0.007661,0.007847,0.005893,0.007193,0.005544,0.007701,0.005916,0.008906,0.010064,0.007200,0.010427,0.003406,0.004159,0.004162
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera;NA;,0.009735,0.007310,0.012186,0.008103,0.007516,0.011281,0.005121,0.007088,0.005484,0.006094,0.006807,0.011431,0.008535,0.010082,0.014233,0.002422,0.005897,0.004658
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;NA;,0.009110,0.011388,0.009979,0.011698,0.016547,0.006733,0.006368,0.013964,0.013163,0.011513,0.011223,0.008976,0.007506,0.014862,0.006391,0.010682,0.021915,0.014955
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;NA;,0.009096,0.014963,0.045053,0.013354,0.009254,0.005910,0.012195,0.006931,0.009036,0.007673,0.007216,0.011220,0.011710,0.018602,0.009867,0.002000,0.013181,0.008694
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Hungateiclostridium;NA;,0.008867,0.018939,0.007882,0.010671,0.005965,0.009715,0.004963,0.004493,0.005025,0.005830,0.008262,0.010736,0.010294,0.005508,0.009397,0.001053,0.002936,0.003509
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Muricomes;NA;,0.008865,0.007323,0.005938,0.008958,0.007128,0.006332,0.003868,0.002943,0.003914,0.005706,0.006290,0.006238,0.009273,0.005546,0.006603,0.000866,0.002110,0.002200
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Mobilisporobacter;NA;,0.008652,0.006933,0.007650,0.007397,0.004765,0.006822,0.002158,0.002191,0.001978,0.005763,0.009936,0.004429,0.009580,0.004918,0.008003,0.000978,0.001371,0.001728
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoanaerobaculum;NA;,0.008388,0.007003,0.011875,0.006653,0.004249,0.021479,0.002393,0.002444,0.002010,0.005700,0.009209,0.008145,0.018094,0.010229,0.017639,0.000853,0.001821,0.001931
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;NA;,0.008314,0.005034,0.004059,0.005099,0.004552,0.006217,0.005827,0.005011,0.004478,0.003835,0.005070,0.010128,0.008209,0.005232,0.003079,0.000734,0.003902,0.003237
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Massilistercora;NA;,0.008216,0.007320,0.006796,0.008594,0.005754,0.005870,0.006915,0.004093,0.010458,0.007231,0.006632,0.007513,0.010551,0.008771,0.007035,0.000966,0.003080,0.003576
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium;NA;,0.008057,0.007590,0.005706,0.006660,0.004658,0.009314,0.001721,0.001633,0.001434,0.006740,0.005776,0.007543,0.009273,0.003422,0.005600,0.000350,0.001092,0.001124
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;NA;,0.007846,0.006139,0.010518,0.011824,0.005503,0.006126,0.008397,0.008269,0.009996,0.008871,0.007947,0.019029,0.014218,0.012030,0.010239,0.011232,0.010079,0.008024
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;NA;,0.007765,0.008777,0.006910,0.010158,0.009258,0.003821,0.005007,0.009967,0.008483,0.010210,0.010006,0.008079,0.006186,0.009534,0.005514,0.006622,0.018243,0.010535
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum;NA;,0.007455,0.003897,0.005530,0.008041,0.006268,0.005554,0.005592,0.005128,0.004820,0.008540,0.004122,0.007089,0.007182,0.004792,0.003256,0.001238,0.006967,0.003247
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;Christensenella;NA;,0.007453,0.005112,0.006870,0.007444,0.005425,0.005741,0.006066,0.005775,0.006040,0.006459,0.004758,0.008729,0.007564,0.005341,0.004291,0.001153,0.004297,0.003157
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;NA;,0.007307,0.006770,0.005438,0.006280,0.008100,0.002644,0.005062,0.009070,0.008716,0.006478,0.007188,0.005783,0.003937,0.007548,0.004554,0.003178,0.009282,0.008359
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pygmaiobacter;NA;,0.007013,0.003580,0.005793,0.005368,0.004449,0.006278,0.005018,0.003060,0.005168,0.004591,0.003398,0.007200,0.005613,0.004352,0.002819,0.000956,0.003629,0.003324
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Massilimaliae;NA;,0.006807,0.006498,0.005255,0.015053,0.005605,0.006330,0.016430,0.020828,0.021990,0.005558,0.014534,0.009144,0.009016,0.007121,0.005849,0.000816,0.002679,0.004232
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;NA;,0.006700,0.007642,0.162404,0.007689,0.006187,0.006733,0.004507,0.386410,0.005151,0.406630,0.005164,0.007507,0.006840,0.004603,0.005353,0.002825,0.003556,0.003879
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitobacterium;NA;,0.006606,0.003030,0.004120,0.005641,0.005248,0.005739,0.004401,0.006296,0.004968,0.005891,0.004898,0.006120,0.006798,0.004101,0.004669,0.002447,0.003575,0.002881
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Aminipila;NA;,0.006499,0.004701,0.005622,0.008338,0.005322,0.005734,0.006794,0.007705,0.009648,0.005033,0.006618,0.006331,0.007891,0.008507,0.005927,0.001909,0.007882,0.005007
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;NA;,0.006381,0.006799,0.005246,0.005178,0.002636,0.003104,0.013849,0.003843,0.006604,0.004002,0.004702,0.007206,0.007094,0.005018,0.006141,0.001047,0.002859,0.002476
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Hydrogenoanaerobacterium;NA;,0.006182,0.003981,0.005311,0.007119,0.005354,0.006323,0.004504,0.002845,0.003808,0.006110,0.003909,0.005744,0.007346,0.004629,0.003765,0.000831,0.002871,0.002511
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;NA;,0.006089,0.013978,0.006494,0.008459,0.005703,0.010508,0.003875,0.004829,0.003657,0.007892,0.005139,0.005928,0.006683,0.005814,0.018454,0.001978,0.003780,0.002451
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetitomaculum;NA;,0.006052,0.005715,0.005040,0.005524,0.002949,0.006365,0.001489,0.001800,0.001762,0.004536,0.004713,0.004790,0.007894,0.003774,0.005128,0.000350,0.001185,0.001219
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fournierella;NA;,0.006029,0.002933,0.004913,0.003075,0.003839,0.002431,0.002460,0.002133,0.002064,0.006968,0.006625,0.004465,0.008883,0.004750,0.006579,0.000903,0.002271,0.002050
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Bacilliculturomica;NA;,0.005967,0.004623,0.006481,0.010303,0.005476,0.005727,0.006040,0.009317,0.011952,0.004760,0.005398,0.006259,0.007040,0.010568,0.008746,0.002141,0.012793,0.005754
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;NA;,0.005821,0.004183,0.005526,0.007575,0.004256,0.005845,0.005581,0.004154,0.007773,0.003553,0.005143,0.006887,0.006629,0.005508,0.003693,0.001031,0.003546,0.006006
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;NA;,0.005816,0.008386,0.005110,0.007128,0.009227,0.003017,0.003221,0.009865,0.006068,0.007240,0.006506,0.006114,0.004355,0.007942,0.005171,0.004113,0.011794,0.008604
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;NA;,0.005765,0.004227,0.009152,0.008837,0.005586,0.004274,0.008320,0.006207,0.008924,0.008004,0.005783,0.006538,0.008113,0.006245,0.004463,0.002481,0.006594,0.005060
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Cloacibacillus;NA;,0.005610,0.002514,0.004663,0.003289,0.004315,0.003899,0.003783,0.004139,0.002534,0.003103,0.003556,0.004604,0.004066,0.003946,0.004798,0.001178,0.003568,0.001753
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Catonella;NA;,0.005562,0.007281,0.004948,0.005584,0.003534,0.019850,0.002430,0.003008,0.002999,0.004216,0.005692,0.005633,0.009436,0.003640,0.005785,0.000681,0.001783,0.001816
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Acetobacterium;NA;,0.005490,0.007166,0.005579,0.005410,0.004841,0.006606,0.003316,0.004943,0.002890,0.005024,0.005185,0.005196,0.007693,0.004779,0.007499,0.001125,0.002033,0.001896
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;NA;,0.005483,0.003109,0.005522,0.003505,0.004945,0.010245,0.005937,0.003218,0.003406,0.002398,0.003636,0.003286,0.003497,0.003267,0.008625,0.001488,0.002993,0.008024
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;NA;,0.005430,0.008687,0.004799,0.008038,0.015392,0.002959,0.006165,0.003825,0.038728,0.010000,0.007513,0.004369,0.003558,0.015528,0.005286,0.003609,0.008778,0.010091
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Flintibacter;NA;,0.005397,0.002585,0.003218,0.003417,0.004921,0.005165,0.007048,0.003695,0.002639,0.002487,0.002598,0.005013,0.004210,0.003514,0.001891,0.000669,0.005515,0.001526
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Massilicoli;NA;,0.005337,0.002512,0.003052,0.007352,0.004833,0.002480,0.002665,0.004410,0.005381,0.002946,0.006730,0.004929,0.007405,0.005592,0.004068,0.000606,0.002155,0.002416
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Thermoclostridium;NA;,0.005326,0.005631,0.004773,0.005895,0.004098,0.005113,0.003346,0.002915,0.004447,0.003879,0.003692,0.005642,0.004729,0.003678,0.005211,0.000688,0.002174,0.002601
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;NA;,0.005323,0.005146,0.004957,0.007050,0.006329,0.003099,0.013426,0.010032,0.006205,0.006751,0.007052,0.004486,0.004769,0.006685,0.003964,0.007866,0.010191,0.009407
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Epulopiscium;NA;,0.005296,0.008088,0.004274,0.004992,0.004406,0.008386,0.003007,0.002503,0.004541,0.006051,0.003947,0.004962,0.005934,0.004327,0.008965,0.000819,0.002293,0.002004
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Slackia;NA;,0.005293,0.004408,0.004825,0.004781,0.004437,0.004792,0.006051,0.004188,0.005299,0.004048,0.004108,0.005834,0.006001,0.003573,0.002797,0.001231,0.004121,0.004602
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;NA;,0.005275,0.002850,0.004064,0.003284,0.002402,0.003003,0.003467,0.003356,0.002933,0.002982,0.002426,0.003960,0.004672,0.003280,0.002226,0.001113,0.002682,0.002710
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Agathobacter;NA;,0.005231,0.003313,0.003192,0.005522,0.003826,0.004318,0.001515,0.001248,0.001297,0.005766,0.003937,0.004613,0.006678,0.002739,0.002701,0.000313,0.001063,0.000817
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;NA;,0.004865,0.004083,0.007089,0.005308,0.004741,0.003599,0.028029,0.025410,0.026808,0.004805,0.007464,0.003590,0.005982,0.005161,0.002478,0.036210,0.017293,0.014920
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Candidatus Stoquefichus;NA;,0.004863,0.005511,0.006384,0.005187,0.004247,0.003181,0.005691,0.007594,0.008349,0.005255,0.004748,0.004234,0.006116,0.007984,0.004178,0.001025,0.004118,0.005381
Bacteria;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;NA;,0.004814,0.008960,0.006086,0.006888,0.013635,0.007952,0.004423,0.005467,0.003455,0.004255,0.003395,0.006656,0.004694,0.004767,0.006675,0.002397,0.002910,0.004026
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Mangrovibacterium;NA;,0.004680,0.005427,0.003214,0.004997,0.006824,0.001908,0.002515,0.003954,0.004221,0.005935,0.005084,0.004258,0.002911,0.005793,0.001958,0.002866,0.007991,0.006289
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae;Defluviitalea;NA;,0.004629,0.023171,0.003862,0.003631,0.003132,0.018033,0.002228,0.001917,0.001821,0.002476,0.003293,0.004787,0.004547,0.002907,0.029176,0.000569,0.001359,0.001358
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Dysgonamonadaceae;Proteiniphilum;NA;,0.004562,0.007087,0.003766,0.007067,0.006537,0.002082,0.004199,0.008065,0.006570,0.006373,0.004762,0.004327,0.003584,0.010451,0.002516,0.002256,0.013634,0.007423
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;NA;,0.004529,0.004293,0.003271,0.003992,0.003255,0.003170,0.003162,0.005698,0.004549,0.003450,0.004360,0.004953,0.003264,0.003125,0.002510,0.002050,0.004121,0.004372
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Massilimicrobiota;NA;,0.004523,0.008172,0.007242,0.007195,0.003125,0.009345,0.005257,0.008068,0.008714,0.006804,0.004185,0.005843,0.007019,0.008227,0.004042,0.000778,0.003848,0.006725
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerobutyricum;NA;,0.004520,0.003549,0.004804,0.012679,0.004931,0.008121,0.003533,0.004105,0.001975,0.002254,0.004545,0.003174,0.003670,0.005667,0.005447,0.000816,0.001702,0.001096
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Sharpea;NA;,0.004465,0.004191,0.004129,0.004588,0.002258,0.007905,0.001801,0.001538,0.002206,0.003073,0.004276,0.002473,0.003932,0.003075,0.004286,0.000328,0.001156,0.001240
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;NA;,0.004407,0.004128,0.004274,0.004643,0.002715,0.005800,0.003607,0.003301,0.003483,0.003327,0.003395,0.005359,0.004250,0.003682,0.002886,0.000919,0.003430,0.002099
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;NA;,0.004333,0.003570,0.009287,0.004168,0.003177,0.003296,0.002169,0.002817,0.002132,0.003183,0.003143,0.003945,0.004339,0.004679,0.015869,0.000631,0.001677,0.001844
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;NA;,0.004289,0.005047,0.003630,0.005137,0.004572,0.002492,0.002956,0.011992,0.005327,0.005193,0.005664,0.004243,0.004013,0.006539,0.002859,0.004378,0.008826,0.007011
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;NA;,0.004280,0.008648,0.006918,0.008846,0.010830,0.041500,0.004820,0.012627,0.064056,0.008006,0.006101,0.010399,0.009681,0.007117,0.009510,0.010469,0.014775,0.007067
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Evtepia;NA;,0.004263,0.003030,0.002772,0.005075,0.002463,0.003793,0.009489,0.007828,0.007642,0.002334,0.003370,0.005193,0.004817,0.006865,0.003755,0.002806,0.006302,0.004330
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;NA;,0.004233,0.004416,0.010487,0.008093,0.003858,0.003024,0.064437,0.050741,0.059675,0.007431,0.013202,0.001101,0.006019,0.006715,0.003162,0.080771,0.035960,0.031559
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Dehalobacter;NA;,0.004168,0.001729,0.003201,0.003902,0.002873,0.003524,0.001879,0.001895,0.002095,0.002031,0.002633,0.003957,0.004662,0.002802,0.002862,0.000375,0.001471,0.001135
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Parasporobacterium;NA;,0.004152,0.006346,0.004313,0.004933,0.006302,0.005559,0.001588,0.001424,0.001317,0.003279,0.003279,0.006644,0.007588,0.003766,0.004905,0.000419,0.000758,0.000957
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Anaerovibrio;NA;,0.004094,0.003680,0.003148,0.003172,0.004139,0.004832,0.001467,0.002244,0.002226,0.002884,0.003598,0.003782,0.003572,0.002702,0.004565,0.000613,0.002483,0.001645
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;NA;,0.004083,0.009363,0.008215,0.006249,0.002072,0.001948,0.001379,0.001094,0.001485,0.009298,0.004430,0.008852,0.006659,0.007054,0.003183,0.000103,0.003051,0.000953
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Geofilum;NA;,0.004080,0.004785,0.002938,0.002621,0.004953,0.001498,0.001710,0.002265,0.002594,0.003110,0.003650,0.003253,0.002058,0.004084,0.001129,0.001047,0.004529,0.002329
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;NA;,0.004067,0.005277,0.003875,0.004443,0.003997,0.006649,0.002629,0.003538,0.002805,0.002980,0.003622,0.004053,0.003646,0.004205,0.004122,0.000853,0.002277,0.002015
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;NA;,0.004055,0.002229,0.002325,0.003165,0.001877,0.001475,0.002912,0.001489,0.001884,0.001451,0.001919,0.002621,0.003069,0.002237,0.002164,0.000484,0.001368,0.001861
