,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Candidatus Cloacimonetes;NA;NA;NA;Candidatus Cloacimonas;NA;,0.000259,0.000335,0.000464,0.000178,0.000245,0.000127,0.000210,0.000166,0.000262,0.000114,0.000199,0.000202,0.000176,0.000172,0.000086,0.000034,0.000196,0.000091
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;NA;,0.000257,0.000207,0.000320,0.000482,0.000467,0.000150,0.000507,0.002083,0.000983,0.000500,0.000336,0.000253,0.000243,0.000725,0.000215,0.000134,0.000668,0.000492
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia;NA;,0.000257,0.000097,0.000215,0.000302,0.000151,0.000206,0.000309,0.000234,0.000160,0.000189,0.000266,0.000268,0.000270,0.000188,0.000196,0.000119,0.000292,0.000203
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;NA;,0.000257,0.000490,0.000346,0.000266,0.000215,0.000309,0.000199,0.000527,0.000171,0.000301,0.000283,0.000349,0.000227,0.000117,0.000158,0.000097,0.000206,0.000147
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;NA;,0.000257,0.000265,0.000477,0.000242,0.000256,0.000333,0.000346,0.000231,0.001018,0.000242,0.000448,0.000208,0.000415,0.000402,0.000633,0.000203,0.000485,0.001055
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Vicingus;NA;,0.000257,0.000395,0.000228,0.000181,0.000332,0.000134,0.000151,0.000274,0.000371,0.000221,0.000122,0.000187,0.000085,0.000549,0.000102,0.000028,0.000283,0.000293
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Deminuibacter;NA;,0.000257,0.000081,0.000101,0.000083,0.000132,0.000023,0.000088,0.000096,0.000097,0.000194,0.000105,0.000075,0.000081,0.000054,0.000089,0.000003,0.000234,0.000126
Bacteria;Calditrichaeota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix;NA;,0.000255,0.000744,0.000381,0.000202,0.000471,0.000302,0.000265,0.000804,0.000211,0.000201,0.000248,0.000445,0.000206,0.000473,0.000118,0.000131,0.000331,0.000143
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Jonquetella;NA;,0.000255,0.000202,0.000223,0.000604,0.000195,0.000270,0.000728,0.001248,0.000299,0.000351,0.000199,0.000208,0.000283,0.000323,0.000174,0.000053,0.000469,0.000342
Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Ellagibacter;NA;,0.000255,0.000105,0.000486,0.000135,0.000047,0.000166,0.001033,0.000194,0.000356,0.000094,0.000427,0.000205,0.000629,0.000281,0.000933,0.000031,0.000167,0.000084
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Hyphomonadaceae;Hyphomonas;NA;,0.000252,0.000131,0.000333,0.000188,0.000213,0.000159,0.000048,0.000626,0.000134,0.000157,0.000262,0.000295,0.000190,0.000168,0.000204,0.000044,0.000389,0.000538
Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;NA;,0.000252,0.000086,0.000131,0.000100,0.000139,0.000129,0.000320,0.000413,0.000644,0.000162,0.000094,0.000126,0.000149,0.000193,0.000056,0.000466,0.000373,0.000230
Eukaryota;Apicomplexa;Conoidasida;Eugregarinorida;Gregarinidae;Gregarina;NA;,0.000252,0.000134,0.000162,0.000378,0.000098,0.000021,0.000048,0.000022,0.000023,0.000192,0.000451,0.000590,0.000101,0.000302,0.000432,0.000006,0.000707,0.000223
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;NA;,0.000252,0.000461,0.000635,0.000454,0.000352,0.000159,0.000232,0.000284,0.000217,0.000299,0.000269,0.000466,0.000246,0.000276,0.000228,0.000028,0.000565,0.000346
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;NA;,0.000252,0.000956,0.000289,0.000354,0.000295,0.000176,0.000195,0.000632,0.000450,0.000221,0.000336,0.000472,0.000465,0.000306,0.000257,0.000091,0.000376,0.000363
Bacteria;Elusimicrobia;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;NA;,0.000252,0.000519,0.000346,0.000421,0.000372,0.000164,0.000085,0.000049,0.000120,0.000256,0.000157,0.000536,0.000227,0.000180,0.000075,0.000022,0.000173,0.000157
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;NA;,0.000250,0.000728,0.000250,0.000387,0.000327,0.000218,0.000217,0.000737,0.000556,0.000468,0.000283,0.000355,0.000316,0.000331,0.000188,0.000072,0.000177,0.000244
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;NA;,0.000250,0.000175,0.000215,0.000309,0.000234,0.000413,0.000629,0.000663,0.001160,0.000272,0.000280,0.000126,0.000248,0.000306,0.000131,0.000800,0.000633,0.000555
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;NA;,0.000250,0.000230,0.000118,0.000335,0.000107,0.000666,0.000074,0.000142,0.000094,0.000162,0.000283,0.000202,0.000272,0.000117,0.000134,0.000094,0.000167,0.000115
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Terasakiella;NA;,0.000250,0.000147,0.000534,0.000247,0.000171,0.000094,0.000125,0.001442,0.000108,0.000331,0.000283,0.000253,0.000061,0.000348,0.000148,0.000047,0.000707,0.000779
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia;NA;,0.000250,0.000372,0.000473,0.000411,0.000383,0.000384,0.000199,0.000231,0.000237,0.000358,0.000392,0.000250,0.000200,0.000415,0.000177,0.000041,0.000649,0.000272
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter;NA;,0.000248,0.000055,0.000061,0.000197,0.000105,0.000157,0.000096,0.000379,0.000131,0.000151,0.000175,0.000214,0.000137,0.000117,0.000080,0.000025,0.000183,0.000140
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;NA;,0.000248,0.000238,0.000254,0.000399,0.000229,0.000994,0.000246,0.000259,0.000228,0.000155,0.000252,0.000271,0.000179,0.000302,0.000182,0.000028,0.000257,0.000423
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;NA;,0.000248,0.000073,0.000166,0.000164,0.000196,0.000087,0.000044,0.000579,0.000123,0.000125,0.000136,0.000138,0.000083,0.000193,0.000198,0.000034,0.000087,0.000171
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Rubeoparvulum;NA;,0.000248,0.000196,0.000236,0.000342,0.000286,0.000211,0.000316,0.000203,0.000331,0.000155,0.000339,0.000277,0.000347,0.000205,0.000158,0.000072,0.000164,0.000129
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter;NA;,0.000248,0.000299,0.000250,0.000404,0.000403,0.000176,0.000404,0.002034,0.000351,0.000434,0.000542,0.000193,0.000181,0.000536,0.000279,0.000106,0.000357,0.000370
Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA;,0.000245,0.000265,0.000289,0.000511,0.000225,0.000202,0.000316,0.001365,0.000379,0.000434,0.000364,0.000436,0.000324,0.000188,0.000185,0.000166,0.000983,0.000873
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tateyamaria;NA;,0.000245,0.000003,0,0.000112,0.000007,0,0,0.000003,0.000003,0.000082,0.000364,0.000123,0.000042,0.000004,0.000107,0,0.000019,0
Bacteria;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Thermoactinomyces;NA;,0.000243,0.000147,0.000276,0.000228,0.000110,0.000190,0.000151,0.000586,0.000219,0.000208,0.000336,0.000108,0.000254,0.000222,0.000153,0.000109,0.000215,0.000164
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Haloferula;NA;,0.000243,0.000202,0.001265,0.000834,0.000083,0.000063,0.000390,0.001538,0.000376,0.000201,0.000329,0.000075,0.000181,0.000092,0.000051,0.000081,0.001359,0.000925
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Gordoniaceae;Gordonia;NA;,0.000241,0.000141,0.000061,0.000164,0.000176,0.000155,0.000118,0.000068,0.000333,0.000196,0.000171,0.000211,0.000081,0.000105,0.000161,0.000053,0.000100,0.000129
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix;NA;,0.000241,0.000123,0.000197,0.000200,0.000247,0.000281,0.000169,0.000299,0.000231,0.000249,0.000444,0.000235,0.000249,0.000251,0.000220,0.000331,0.000488,0.000311
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum;NA;,0.000241,0.000322,0.000206,0.000190,0.000261,0.000120,0.000088,0.000780,0.000151,0.000281,0.000357,0.000217,0.000136,0.000264,0.000209,0.000103,0.000103,0.000199
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;NA;,0.000241,0.000285,0.000324,0.000373,0.000264,0.000394,0.000176,0.000129,0.000202,0.000167,0.000311,0.000400,0.000653,0.000285,0.000241,0.000041,0.000215,0.000098
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Neofamilia;NA;,0.000241,0.000199,0.000171,0.000882,0.000132,0.000237,0.000173,0.000253,0.000194,0.000162,0.000881,0.000247,0.000730,0.000205,0.000306,0.000009,0.000135,0.000101
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;NA;,0.000238,0.000139,0.000425,0.000211,0.000149,0.000249,0.000283,0.000354,0.000362,0.000335,0.000175,0.000175,0.000200,0.000138,0.000164,0.000122,0.000401,0.000332
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Xylanimonas;NA;,0.000238,0.000047,0.000031,0.000024,0.000024,0.000014,0.000077,0.000018,0.000242,0.000062,0.000014,0.000042,0.000112,0.000029,0.000013,0.000022,0.000006,0
Bacteria;Thermotogae;Thermotogae;Petrotogales;Petrotogaceae;Marinitoga;NA;,0.000236,0.000312,0.000236,0.000470,0.000190,0.000225,0.000162,0.000678,0.000197,0.000221,0.000371,0.000277,0.000206,0.000205,0.000180,0.000134,0.000819,0.000436
Bacteria;Cyanobacteria;NA;Synechococcales;Pseudanabaenaceae;Pseudanabaena;NA;,0.000234,0.000244,0.000162,0.000269,0.000164,0.000162,0.000085,0.000524,0.000143,0.000110,0.000119,0.000162,0.000206,0.000117,0.000099,0.000056,0.000206,0.000070
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Imperialibacter;NA;,0.000234,0.000071,0.000328,0.000116,0.000249,0.000101,0.000074,0.000206,0.000425,0.000205,0.000094,0.000114,0.000139,0.000080,0.000080,0.000100,0.000119,0.000360
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta;NA;,0.000234,0.000147,0.000180,0.000143,0.000156,0.000256,0.000169,0.000376,0.000197,0.000139,0.000108,0.000220,0.000104,0.000109,0.000131,0.000097,0.000173,0.000223
Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Haloferax;NA;,0.000231,0.000029,0.000039,0.000017,0.000127,0.000014,0.000026,0.000006,0.000017,0.000021,0.000003,0.000036,0.000045,0.000163,0.000005,0.000013,0.000032,0.000024
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter;NA;,0.000231,0.000372,0.000109,0.000152,0.000171,0.000188,0.000103,0.000302,0.000066,0.000217,0.000129,0.000346,0.000197,0.000050,0.000292,0.000025,0.000180,0.000066
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila;NA;,0.000231,0.000456,0.000188,0.000359,0.000173,0.000994,0.000327,0.000912,0.000901,0.000367,0.000647,0.000451,0.000572,0.000230,0.000512,0.000388,0.000411,0.000262
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia;NA;,0.000229,0.000236,0.000175,0.000109,0.000159,0.000129,0.000055,0.000080,0.000057,0.000967,0.000112,0.000232,0.000628,0.000075,0.000046,0.000022,0.000051,0.000056
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Ohtaekwangia;NA;,0.000229,0.000437,0.000175,0.000585,0.000269,0.000068,0.000110,0.000108,0.000237,0.000226,0.000353,0.000208,0.000149,0.000415,0.000131,0.000063,0.001561,0.000569
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Serpentinicella;NA;,0.000229,0.000660,0.000591,0.000383,0.000278,0.000776,0.000375,0.000857,0.000282,0.000331,0.000262,0.000644,0.000308,0.000243,0.000826,0.000144,0.000193,0.000237
Bacteria;Cyanobacteria;NA;Chroococcales;Microcystaceae;Microcystis;NA;,0.000227,0.000346,0.000153,0.000366,0.000159,0.000101,0.000022,0.000888,0.000077,0.000125,0.000122,0.000156,0.000371,0.000193,0.000059,0.000050,0.000800,0.000381
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter;NA;,0.000227,0.000071,0.000088,0.000135,0.000118,0.000096,0.000276,0.000302,0.000174,0.000128,0.000126,0.000187,0.000094,0.000130,0.000134,0.000031,0.000206,0.000150
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;Thermoflexibacter;NA;,0.000227,0.000356,0.000731,0.000499,0.000447,0.000234,0.000169,0.000391,0.000556,0.000208,0.000357,0.000181,0.000120,0.000457,0.000266,0.000116,0.000524,0.000251
Bacteria;Candidatus Cryosericota;Candidatus Cryosericia;Candidatus Cryosericales;Candidatus Cryosericaceae;Candidatus Cryosericum;NA;,0.000227,0.000296,0.000140,0.000266,0.000217,0.000244,0.000217,0.000179,0.000450,0.000144,0.000161,0.000283,0.000243,0.000168,0.000185,0.000056,0.000161,0.000398
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;NA;,0.000225,0.000189,0.000337,0.000181,0.000210,0.000396,0.000471,0.000576,0.000587,0.000237,0.000304,0.000340,0.000342,0.000352,0.000257,0.000719,0.000353,0.000203
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Thermonemataceae;Thermonema;NA;,0.000225,0.000375,0.000420,0.000435,0.000350,0.000066,0.000176,0.000447,0.000291,0.000365,0.000220,0.000280,0.000128,0.000260,0.000089,0.000209,0.000838,0.000395
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rathayibacter;NA;,0.000225,0.000597,0.000118,0.000183,0.000074,0.000082,0.000007,0.000092,0.000145,0.000032,0.000080,0.000424,0.000045,0.000130,0.000086,0.000003,0.000016,0.000063
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Acidobacterium;NA;,0.000225,0.000055,0.000088,0.000029,0.000049,0.000045,0.000081,0.000120,0.000086,0.000041,0.000073,0.000084,0.000051,0.000201,0.000054,0.000063,0.000276,0.000035
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Rhodocytophaga;NA;,0.000225,0.000210,0.000127,0.000444,0.000267,0.000108,0.000103,0.000385,0.000160,0.000146,0.000143,0.000391,0.000233,0.000113,0.000477,0.000134,0.000254,0.000136
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium;NA;,0.000222,0.000189,0.000153,0.000342,0.000201,0.000098,0.000419,0.000712,0.000296,0.000087,0.000213,0.000172,0.000107,0.000264,0.000166,0.000200,0.000996,0.000513
Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoculleus;NA;,0.000222,0.000131,0.000127,0.000116,0.000125,0.000253,0.000018,0.000046,0.000060,0.000144,0.000129,0.000141,0.000089,0.000209,0.000244,0.000141,0.000286,0.000031
Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Bacteriovoracaceae;Bacteriovorax;NA;,0.000222,0.000118,0.000188,0.000119,0.000198,0.000084,0.000129,0.000194,0.000125,0.000155,0.000108,0.000211,0.000166,0.000193,0.000038,0.000009,0.000206,0.000105
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;NA;,0.000222,0.000278,0.000184,0.000159,0.000362,0.000056,0.000272,0.001023,0.000288,0.000189,0.000119,0.000229,0.000241,0.000720,0.000236,0.000041,0.000100,0.000363
Bacteria;Proteobacteria;Epsilonproteobacteria;NA;NA;Sulfurovum;NA;,0.000222,0.000131,0.000350,0.000242,0.000151,0.000914,0.000173,0.000324,0.000145,0.000253,0.000154,0.000259,0.000240,0.000168,0.000134,0.000131,0.000376,0.000262
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium;NA;,0.000220,0.000068,0.000175,0.000211,0.000108,0.000047,0.000051,0.000059,0.000063,0.000132,0.000294,0.000123,0.000236,0.000117,0.000174,0.000038,0.000206,0.000649
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;NA;,0.000220,0.000196,0.000193,0.000399,0.000083,0.000131,0.000151,0.000114,0.000103,0.000100,0.000206,0.000280,0.000233,0.000172,0.000067,0.000044,0.000074,0.000049
Bacteria;Armatimonadetes;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;NA;,0.000220,0.000065,0.000105,0.000219,0.000049,0.000061,0.000320,0.000783,0.000587,0.000262,0.000346,0.000030,0.000147,0.000059,0.000040,0.000409,0.000318,0.000262
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Demequinaceae;Lysinimicrobium;NA;,0.000220,0.000175,0.000092,0.000150,0.000185,0.000045,0.000044,0.000493,0.000066,0.000167,0.000108,0.000147,0.000085,0.000025,0.000046,0.000016,0.000016,0.000084
Bacteria;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Urinicoccus;NA;,0.000220,0.000100,0.000346,0.000162,0.000217,0.000790,0.000099,0.000373,0.000091,0.000354,0.000189,0.000123,0.000086,0.000218,0.000067,0.000488,0.000286,0.000164
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Agromyces;NA;,0.000218,0.000071,0.000276,0.000221,0.000129,0.000087,0.000092,0.000160,0.000108,0.000066,0.000189,0.000144,0.000149,0.000105,0.000115,0.000053,0.000090,0.000066
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;NA;,0.000218,0.000212,0.000197,0.000252,0.000124,0.000345,0.000103,0.000210,0.000274,0.000119,0.000196,0.000156,0.000219,0.000239,0.000223,0.000144,0.000363,0.000258
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Buttiauxella;NA;,0.000218,0.000299,0.000066,0.000043,0.000447,0.000021,0.000110,0.000505,0.000077,0.000185,0.000045,0.000060,0.000152,0.000063,0.000405,0.000050,0.000029,0.000070
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;NA;,0.000218,0.000168,0.000144,0.000271,0.000181,0.000089,0.000118,0.000194,0.000194,0.000235,0.000364,0.000165,0.000174,0.000201,0.000121,0.000056,0.000077,0.000080
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus;NA;,0.000218,0.000024,0.000109,0.000131,0.000066,0.000047,0.000088,0.000059,0.000048,0.000064,0.000066,0.000087,0.000070,0.000188,0.000032,0.000041,0.000084,0.000108
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halovibrio;NA;,0.000218,0.000005,0.000035,0.000138,0.000041,0,0,0.000003,0,0.000016,0.000420,0.000018,0.000112,0,0.000005,0,0.000003,0.000003
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Parolsenella;NA;,0.000218,0.000207,0.000114,0.000371,0.000130,0.000668,0.000213,0.000250,0.000348,0.000132,0.000262,0.000271,0.000230,0.000256,0.000102,0.000028,0.000225,0.000244
Bacteria;Candidatus Fermentibacteria;Candidatus Fermentibacteria (class);Candidatus Fermentibacterales;Candidatus Fermentibacteraceae;Candidatus Fermentibacter;NA;,0.000218,0.000034,0.000201,0.000017,0.000052,0.000012,0.000029,0.000801,0.000043,0.000078,0.000063,0.000042,0.000051,0.000147,0.000030,0.000072,0.000032,0.000140
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Arundinibacter;NA;,0.000218,0.000162,0.000101,0.000176,0.000108,0.000070,0.000044,0.000203,0.000108,0.000185,0.000150,0.000187,0.000029,0.000151,0.000070,0.000047,0.000202,0.000045
Eukaryota;Heterolobosea;NA;NA;Vahlkampfiidae;Naegleria;NA;,0.000215,0.000385,0.000455,0.000145,0.000176,0.000073,0.000173,0.000071,0.000068,0.000039,0.000119,0.000277,0.000022,0.000410,0.000107,0.000034,0.000045,0.000024
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopobacter;NA;,0.000215,0.000251,0.000140,0.000392,0.000105,0.000122,0.000129,0.000129,0.000134,0.000164,0.000301,0.000135,0.000345,0.000256,0.000064,0.000072,0.000128,0.000182
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Phaeocystidibacter;NA;,0.000215,0.000278,0.000188,0.000112,0.000103,0.000101,0.000158,0.000068,0.000502,0.000183,0.000108,0.000184,0.000091,0.000130,0.000043,0.000284,0.000270,0.000279
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Pustulibacterium;NA;,0.000215,0.000071,0.000118,0.000164,0.000113,0.000084,0.000103,0.000086,0.000274,0.000167,0.000182,0.000138,0.000115,0.000427,0.000046,0.000544,0.000430,0.000464
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Glaciecola;NA;,0.000213,0.000136,0.000153,0.000095,0.000129,0.000061,0.000199,0.000139,0.000225,0.000262,0.000168,0.000108,0.000075,0.000410,0.000185,0.000244,0.000292,0.000168
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;NA;,0.000213,0.000162,0.000219,0.000430,0.000168,0.000220,0.000460,0.000515,0.000641,0.000169,0.000353,0.000298,0.000299,0.000302,0.000241,0.000094,0.000260,0.000220
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Luteibaculum;NA;,0.000213,0.000639,0.000254,0.000402,0.000354,0.000091,0.000107,0.000567,0.000336,0.000091,0.000161,0.000596,0.000264,0.000176,0.000107,0.000034,0.000719,0.000297
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea;NA;,0.000213,0.000144,0.000101,0.000088,0.000120,0.000052,0.000033,0.000071,0.000151,0.000151,0.000052,0.000075,0.000070,0.000545,0.000048,0.001188,0.000411,0.000084
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;NA;,0.000211,0.000241,0.000543,0.000307,0.000164,0.000148,0.000048,0.000752,0.000194,0.000297,0.000175,0.000403,0.000120,0.000390,0.000274,0.000019,0.001041,0.000325
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium;NA;,0.000211,0.000230,0.001020,0.000430,0.000112,0.000066,0.000187,0.002151,0.000262,0.000294,0.000255,0.000162,0.000225,0.000080,0.000059,0.000238,0.000331,0.000349
Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;NA;,0.000211,0.000149,0.000153,0.000316,0.000171,0.000108,0.000180,0.000678,0.000724,0.000169,0.000318,0.000247,0.000236,0.000218,0.000083,0.000053,0.000173,0.000855
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;NA;,0.000211,0.000272,0.000158,0.000637,0.000135,0.000110,0.000305,0.000145,0.000505,0.000064,0.000175,0.000310,0.000222,0.000264,0.000150,0.000066,0.000238,0.000367
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter;NA;,0.000211,0.000333,0.000175,0.000159,0.000264,0.000150,0.000099,0.000444,0.000316,0.000116,0.000213,0.000120,0.000171,0.000331,0.000201,0.000059,0.000128,0.000251
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia;NA;,0.000211,0.000173,0.000311,0.000394,0.000242,0.000105,0.000232,0.000210,0.000373,0.000351,0.000332,0.000196,0.000219,0.000306,0.000097,0.000263,0.000797,0.000520
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Bermanella;NA;,0.000211,0.000047,0.000018,0.000090,0.000032,0.000009,0.000051,0.000028,0.000071,0.000002,0.000014,0.000021,0.000022,0.000042,0.000008,0.000047,0.000016,0.000028
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila;NA;,0.000208,0.000063,0.000057,0.000019,0.000012,0.000354,0.000026,0.000117,0.000581,0.000037,0.000315,0.000015,0.000093,0.000071,0,0,0.000177,0.000056
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga;NA;,0.000208,0.000139,0.000083,0.000214,0.000281,0.000094,0.000114,0.000151,0.000120,0.000075,0.000129,0.000156,0.000112,0.000364,0.000185,0.000028,0.000443,0.000220
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;NA;,0.000208,0.000168,0.000236,0.000185,0.000225,0.000131,0.000213,0.000891,0.000396,0.000803,0.000371,0.000250,0.000449,0.000188,0.000113,0.000150,0.000472,0.000656
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;Aureimonas;NA;,0.000208,0.000170,0.000298,0.000226,0.000152,0.000452,0.000320,0.000579,0.000356,0.000219,0.000294,0.000141,0.000155,0.000188,0.000118,0.000119,0.000665,0.000311
Bacteria;Firmicutes;Tissierellia;NA;NA;Ezakiella;NA;,0.000208,0.000165,0.000219,0.000195,0.000191,0.000216,0.000235,0.000102,0.000342,0.000281,0.000189,0.000223,0.000230,0.000101,0.000166,0.000034,0.000125,0.000248
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Lunatimonas;NA;,0.000208,0.000393,0.000136,0.000147,0.000112,0.000068,0.000143,0.000151,0.000296,0.000043,0.000119,0.000358,0.000147,0.000121,0.000051,0.000122,0.000270,0.000119
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;Thiomonas;NA;,0.000206,0.000160,0.000298,0.000230,0.000196,0.000101,0.001066,0.000968,0.001163,0.000157,0.000322,0.000063,0.000163,0.000222,0.000094,0.001356,0.000723,0.000754
