"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"496","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodothalassiales;Rhodothalassiaceae;NA;NA;","4.6e-05","2.9e-05","3.5e-05","1.9e-05","1.2e-05","1.2e-05","4e-05","2.2e-05","6.6e-05","4.1e-05","1.4e-05","1.8e-05","2.6e-05","2.5e-05","8e-06","0","4.8e-05","2.8e-05"
"497","Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;NA;NA;","4.6e-05","3.7e-05","8.3e-05","1.7e-05","4.6e-05","5.6e-05","2.6e-05","8.3e-05","2.6e-05","9e-06","2.8e-05","9.3e-05","6e-06","5.4e-05","1.6e-05","1.9e-05","1.9e-05","2.4e-05"
"498","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Deianiraeaceae;NA;NA;","4.6e-05","3.9e-05","0.000158","3.1e-05","1.7e-05","3.3e-05","0","9e-06","1.1e-05","1.8e-05","7.7e-05","3.6e-05","3.7e-05","5.4e-05","4.6e-05","0","3e-06","1e-05"
"499","Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;NA;NA;","4.4e-05","8.9e-05","7e-05","8.8e-05","3.2e-05","3.5e-05","0.00057","2.2e-05","0.000752","7e-06","5.6e-05","8.1e-05","6.1e-05","0.000163","6.4e-05","3e-06","0.000209","0.000608"
"500","Eukaryota;Ascomycota;Leotiomycetes;NA;Pseudeurotiaceae;NA;NA;","4.4e-05","5.5e-05","3.1e-05","5.5e-05","7.4e-05","4e-05","7e-06","6e-06","1.1e-05","6.6e-05","2.8e-05","3e-05","3.5e-05","0.000138","1.6e-05","0","2.2e-05","7e-06"
"501","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;NA;NA;","4.4e-05","2.6e-05","5.3e-05","5e-06","1e-05","2e-06","1.5e-05","6e-06","6e-06","2.3e-05","3.1e-05","3.3e-05","5e-06","5.4e-05","3e-06","3e-06","7.7e-05","0"
"502","Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;NA;NA;","4.4e-05","0","4e-06","0","4.6e-05","2e-06","4e-06","3e-06","0","0","3e-06","6e-06","0","5.4e-05","3e-06","0","0","0"
"503","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae;NA;NA;","4.4e-05","5.2e-05","1.3e-05","2.4e-05","5.2e-05","0.000164","2.6e-05","0.000148","7.4e-05","2.7e-05","4.2e-05","4.5e-05","5.8e-05","9.6e-05","9.9e-05","3e-06","6.4e-05","3.5e-05"
"504","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;NA;NA;","4.4e-05","5e-05","9.2e-05","3.8e-05","4.4e-05","2.1e-05","5.5e-05","1.2e-05","3.1e-05","2.7e-05","3.5e-05","5.1e-05","1.1e-05","4.2e-05","1.1e-05","1.3e-05","1.3e-05","3.5e-05"
"505","Eukaryota;NA;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;NA;NA;","4.4e-05","5.5e-05","9.6e-05","5e-05","5.1e-05","2.6e-05","9.9e-05","1.8e-05","2e-05","3e-05","8e-05","4.5e-05","2.2e-05","0.000126","1.6e-05","3e-06","6.7e-05","2.8e-05"
"506","Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;NA;NA;","4.4e-05","3.9e-05","2.6e-05","9e-05","6.1e-05","2.1e-05","1.8e-05","0.000228","8e-05","4.1e-05","8e-05","9.3e-05","8.5e-05","6.3e-05","4e-05","4.7e-05","2.2e-05","7.7e-05"
"507","Bacteria;Proteobacteria;Deltaproteobacteria;NA;Candidatus Desulfofervidaceae;NA;NA;","4.4e-05","4.5e-05","9.6e-05","0.000157","1.9e-05","2.8e-05","1.5e-05","7.4e-05","4.6e-05","2.7e-05","3.5e-05","6.9e-05","4.2e-05","8e-06","8e-06","0","5.5e-05","3e-06"
"508","Eukaryota;Evosea;Eumycetozoa;Acytosteliales;Cavenderiaceae;NA;NA;","4.4e-05","0.00011","9.2e-05","1.7e-05","5.2e-05","3.5e-05","1.5e-05","3e-06","9e-06","7e-06","2.1e-05","6.3e-05","2.1e-05","0.000142","1.6e-05","8.1e-05","0","7e-06"
"509","Bacteria;Candidatus Riflebacteria;Candidatus Ozemobacteria;NA;Candidatus Ozemobacteraceae;NA;NA;","4.4e-05","1.3e-05","2.6e-05","1.9e-05","5.1e-05","4.5e-05","3.7e-05","3.1e-05","4.8e-05","4.1e-05","1.7e-05","6.9e-05","5.9e-05","7.5e-05","3.5e-05","3.1e-05","0.000161","0.001128"
"510","Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;Anaerohalosphaeraceae;NA;NA;","4.4e-05","7.1e-05","0.000311","9.7e-05","0.000102","0.000183","9.9e-05","0.000986","0.000108","0.000153","0.000192","3.6e-05","6.4e-05","5.9e-05","5.9e-05","0.000281","0.000138","0.000119"
"511","Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;NA;NA;","4.2e-05","1e-04","0.000123","7.4e-05","5.8e-05","4.7e-05","5.9e-05","0.000314","2e-05","5.9e-05","3.8e-05","6.9e-05","1.6e-05","0.000113","3.8e-05","5e-05","3.2e-05","4.5e-05"
"512","Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;NA;NA;","4.2e-05","4.5e-05","5.3e-05","5.9e-05","3.4e-05","2.6e-05","2.9e-05","3.7e-05","2.6e-05","7e-06","2.4e-05","5.1e-05","8e-06","0.00013","3.2e-05","6e-06","3e-06","7e-06"
"513","Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;NA;NA;","4.2e-05","6e-05","0.000101","3.3e-05","5.4e-05","3e-05","3.3e-05","0","4.6e-05","9e-06","2.1e-05","8.1e-05","5e-06","0.00013","5.6e-05","1.3e-05","3e-06","0"
"514","Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Catenariaceae;NA;NA;","4.2e-05","7.1e-05","8.3e-05","1.2e-05","3e-05","1.4e-05","5.1e-05","1.2e-05","1.4e-05","9e-06","1.4e-05","6.9e-05","2e-06","8.8e-05","3e-05","3e-06","6e-06","7e-06"
"515","Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;NA;NA;","4.2e-05","4.5e-05","0.000131","7.1e-05","1e-04","5.2e-05","3.3e-05","4.6e-05","0.000154","3.4e-05","4.5e-05","4.5e-05","7.7e-05","0.000105","4.6e-05","6e-06","5.1e-05","0.000136"
"516","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;NA;NA;","4.2e-05","5.8e-05","0.000184","1.7e-05","5.6e-05","1.6e-05","5.5e-05","6e-06","1.7e-05","7e-06","3.8e-05","6.9e-05","8e-06","9.2e-05","3.2e-05","6e-06","6e-06","0"
"517","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Thioalkalispiraceae;NA;NA;","4.2e-05","4.7e-05","0.000153","6.7e-05","0.000103","8.9e-05","0.000162","0.000527","0.000191","0.000155","6.3e-05","5.1e-05","8.9e-05","3.8e-05","3e-06","0.000213","0.000106","0.000147"
"518","Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;NA;NA;","3.9e-05","2.1e-05","9e-06","2.1e-05","1.9e-05","9e-06","3.7e-05","9e-06","3e-06","3e-05","5.6e-05","2.4e-05","8e-06","5.4e-05","5e-06","9e-06","2.2e-05","0"
"519","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae;NA;NA;","3.9e-05","8e-06","5.3e-05","7.6e-05","2.2e-05","1.2e-05","7e-05","1.8e-05","3.1e-05","9.1e-05","7.3e-05","3.6e-05","4.2e-05","9.2e-05","1.1e-05","3e-06","6.4e-05","2.4e-05"
"520","Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;NA;NA;","3.9e-05","4.5e-05","1.3e-05","2.1e-05","3e-06","7e-06","0","3e-06","1.1e-05","2.7e-05","2.4e-05","4.2e-05","3.2e-05","0","0","0","0","1e-05"
"521","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;NA;NA;","3.9e-05","1.3e-05","4.4e-05","7.4e-05","2.2e-05","2.3e-05","2.6e-05","3.1e-05","1.4e-05","1.4e-05","2.8e-05","2.1e-05","5.4e-05","2.1e-05","3.8e-05","0","5.1e-05","2.4e-05"
"522","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;NA;NA;","3.9e-05","9.7e-05","9.6e-05","1.2e-05","5.4e-05","2.1e-05","2.9e-05","1.5e-05","9e-06","1.8e-05","2.1e-05","7.5e-05","5e-06","8.8e-05","3.5e-05","2.2e-05","1.6e-05","2.4e-05"
"523","Bacteria;Cyanobacteria;NA;Nostocales;Chlorogloeopsidaceae;NA;NA;","3.9e-05","1e-05","1.8e-05","5e-06","5e-06","2e-06","0","0.000358","1.7e-05","6.4e-05","3.5e-05","0","1.3e-05","0","0","1.3e-05","6e-06","1.4e-05"
"524","Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;NA;NA;","3.7e-05","0.000102","7.4e-05","5e-05","6.1e-05","4.9e-05","7.4e-05","6e-06","7.7e-05","1.1e-05","5.6e-05","6e-05","1e-05","5e-05","4.8e-05","1.6e-05","2.9e-05","9.8e-05"
"525","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;NA;NA;","3.7e-05","1.8e-05","2.2e-05","5.2e-05","1.5e-05","2.3e-05","5.1e-05","8.9e-05","9e-06","9e-06","3e-06","4.2e-05","3.7e-05","1.3e-05","1.9e-05","4.4e-05","2.2e-05","6.3e-05"
"526","Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;NA;NA;","3.7e-05","5.5e-05","3.5e-05","4.8e-05","5.6e-05","4.5e-05","9.6e-05","0.000206","7.4e-05","1.1e-05","8.4e-05","9.3e-05","4.3e-05","9.6e-05","4.6e-05","1.3e-05","9.3e-05","8.7e-05"
"527","Eukaryota;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;NA;NA;","3.7e-05","5.5e-05","5.3e-05","3.6e-05","4.4e-05","1.2e-05","3.7e-05","1.8e-05","9e-06","2.1e-05","2.1e-05","3.3e-05","4.6e-05","7.1e-05","3e-06","9.1e-05","2.9e-05","3e-06"
"528","Bacteria;Actinobacteria;Actinobacteria;Candidatus Nanopelagicales;Candidatus Nanopelagicaceae;NA;NA;","3.7e-05","3e-06","5.3e-05","2.4e-05","3.7e-05","1.2e-05","4e-06","9e-06","7.7e-05","1.1e-05","4.2e-05","9e-06","1.1e-05","4.6e-05","1.6e-05","0","6e-06","0"
"529","Bacteria;Acidobacteria;Vicinamibacteria;NA;Vicinamibacteraceae;NA;NA;","3.7e-05","1.3e-05","0.000118","7.4e-05","2.4e-05","4.7e-05","5.1e-05","5.5e-05","0.000108","2.5e-05","5.6e-05","7.5e-05","2.6e-05","5e-05","4e-05","3e-06","1.9e-05","9.1e-05"
"530","Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;NA;NA;","3.5e-05","6.5e-05","0.000123","2.1e-05","3.6e-05","9e-06","2.9e-05","1.5e-05","2e-05","1.1e-05","2.8e-05","4.2e-05","1e-05","0.000126","1.9e-05","0","1.3e-05","7e-06"
"531","Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;NA;NA;","3.5e-05","3.4e-05","7.4e-05","8.1e-05","6.8e-05","1.9e-05","1.8e-05","2.2e-05","0","7e-06","3.8e-05","4.2e-05","3e-06","4.2e-05","1.9e-05","0","6e-06","1.4e-05"
"532","Eukaryota;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;NA;NA;","3.5e-05","7.3e-05","7.9e-05","1.4e-05","5.4e-05","2.8e-05","4.8e-05","9e-06","1.4e-05","7e-06","2.4e-05","8.1e-05","2e-06","0.000109","3e-05","3.4e-05","6e-06","7e-06"
"533","Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;Gigartinaceae;NA;NA;","3.5e-05","6.8e-05","7.9e-05","1.4e-05","3.4e-05","2.3e-05","5.1e-05","2.8e-05","1.4e-05","2.3e-05","1.4e-05","0.000108","1.3e-05","0.000101","3.5e-05","1.3e-05","6.7e-05","1.7e-05"
"534","Eukaryota;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;NA;NA;","3.5e-05","1.8e-05","1.8e-05","0","1.9e-05","7e-06","1.1e-05","0","9e-06","1.1e-05","4.5e-05","3.3e-05","0.000125","2.5e-05","0","0","6e-06","0"
"536","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Corynesporascaceae;NA;NA;","3.5e-05","8e-06","4e-06","1.7e-05","3.4e-05","5e-06","1.1e-05","3e-06","9e-06","2e-06","3e-06","3e-06","1e-05","0","0","0","1.6e-05","0"
"537","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;NA;NA;","3.5e-05","2.4e-05","3.5e-05","7e-06","2.4e-05","1.4e-05","2.9e-05","0","1.7e-05","3e-05","3e-06","3e-06","2.4e-05","3.4e-05","1.3e-05","0","1.6e-05","1e-05"
"538","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae;NA;NA;","3.5e-05","6.5e-05","8.8e-05","1e-04","3e-05","0.000506","5.1e-05","6e-06","1.7e-05","6.6e-05","3.8e-05","3.3e-05","5e-05","0.000121","3.5e-05","0","1.9e-05","3.5e-05"
"539","Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;NA;NA;","3.5e-05","4.5e-05","0","5.5e-05","4.2e-05","2.3e-05","2.2e-05","1.2e-05","3.1e-05","7.1e-05","2.4e-05","3.6e-05","2.1e-05","0.000117","5e-06","9e-06","6.4e-05","7e-06"
"540","Bacteria;Cyanobacteria;NA;Spirulinales;Spirulinaceae;NA;NA;","3.5e-05","0.000115","9.2e-05","4.5e-05","0.000115","8.7e-05","4.4e-05","0.000142","0.000111","0.000128","6.3e-05","7.2e-05","5.3e-05","7.1e-05","7.2e-05","6e-06","1.9e-05","3.8e-05"
"541","Bacteria;Cyanobacteria;NA;Chroococcales;Cyanobacteriaceae;NA;NA;","3.5e-05","0.000215","4.8e-05","3.6e-05","0.000271","3.8e-05","4e-06","0.000253","1.4e-05","4.6e-05","1.4e-05","7.2e-05","3.8e-05","2.1e-05","0.000126","0","1.9e-05","7.7e-05"
"542","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;NA;NA;","3.5e-05","0.000314","9e-06","0.000102","3.4e-05","0.000115","2.9e-05","3.4e-05","2.3e-05","2.7e-05","5.9e-05","0.000153","3.5e-05","7.1e-05","4.3e-05","9e-06","1.9e-05","2.4e-05"
"543","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aestuariivirgaceae;NA;NA;","3.5e-05","0.000123","0.000127","8.6e-05","3.2e-05","4.7e-05","1.5e-05","3.1e-05","2.9e-05","5.5e-05","7.7e-05","9.3e-05","1.1e-05","0.000109","6.7e-05","3.4e-05","2.6e-05","1.4e-05"
"544","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonosporobacteraceae;NA;NA;","3.5e-05","1.6e-05","2.2e-05","1.7e-05","6.3e-05","3e-05","2.2e-05","4e-05","1.7e-05","6.6e-05","2.1e-05","6.9e-05","3e-05","4.6e-05","2.4e-05","2.2e-05","4.8e-05","1.4e-05"
"545","Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Volvocaceae;NA;NA;","3.2e-05","4.5e-05","0.000114","2.1e-05","3.6e-05","4.9e-05","7e-06","2.8e-05","3.1e-05","1.4e-05","3.1e-05","3.6e-05","8e-06","4.2e-05","2.4e-05","1.3e-05","2.2e-05","1e-05"
"546","Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;NA;NA;","3.2e-05","1.6e-05","1.8e-05","3.1e-05","2.4e-05","3.5e-05","2.6e-05","2.2e-05","2e-05","7e-06","1.7e-05","3.6e-05","2.7e-05","5.4e-05","0","6e-06","6e-06","0"
"547","Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;NA;NA;","3.2e-05","3.4e-05","1.8e-05","5e-06","3.4e-05","7e-06","1.5e-05","0","6e-06","2e-06","1.7e-05","1.2e-05","5e-06","2.9e-05","5e-06","3e-06","1.3e-05","3e-06"
"548","Eukaryota;Zoopagomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;NA;NA;","3.2e-05","6.5e-05","3.5e-05","1.7e-05","6.1e-05","2.3e-05","4e-05","1.5e-05","1.4e-05","1.6e-05","1.4e-05","4.8e-05","1.3e-05","9.6e-05","1.6e-05","3e-06","1e-05","1e-05"
"549","Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;NA;NA;","3.2e-05","3.9e-05","2.6e-05","0.000126","4.7e-05","0.000124","6.6e-05","5.2e-05","4e-05","5e-05","5.6e-05","0.000114","7.7e-05","0.000323","8.9e-05","1.9e-05","0.000151","5.9e-05"
"550","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Crenotrichaceae;NA;NA;","3.2e-05","2.9e-05","7e-05","6.7e-05","8.6e-05","3e-05","3.7e-05","1.8e-05","5.1e-05","2.3e-05","1.4e-05","3.3e-05","4.5e-05","4.6e-05","8.6e-05","9e-06","5.1e-05","0.000101"
"551","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Choanephoraceae;NA;NA;","3.2e-05","4.2e-05","1.8e-05","1.9e-05","2.4e-05","1.9e-05","7e-06","0","1.1e-05","2.1e-05","5.2e-05","3.3e-05","0","2.9e-05","4.3e-05","1.6e-05","0","0"
"552","Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;NA;NA;","3.2e-05","2.6e-05","6.6e-05","7e-06","3.4e-05","1.6e-05","7e-06","4e-05","2e-05","2.3e-05","7e-06","9e-06","1.1e-05","2.9e-05","3e-06","3e-06","2.2e-05","0"
"553","Bacteria;Rhodothermaeota;Rhodothermia;Rhodothermales;Salinibacteraceae;NA;NA;","3.2e-05","2.9e-05","3.1e-05","5.9e-05","1e-05","2.1e-05","0","2.5e-05","2e-05","1.6e-05","2.4e-05","9e-06","2.9e-05","8e-05","3e-06","0","1.6e-05","1.7e-05"
"554","Bacteria;Cyanobacteria;NA;Gloeoemargaritales;Gloeomargaritaceae;NA;NA;","3.2e-05","7.1e-05","2.2e-05","1.9e-05","1.7e-05","2.3e-05","2.9e-05","4.6e-05","4.6e-05","7e-06","2.1e-05","3.6e-05","1.3e-05","2.5e-05","5e-06","2.5e-05","1e-05","3.1e-05"
"555","Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Candidatus Magnetaquicoccaceae;NA;NA;","3.2e-05","3.1e-05","4.4e-05","5.9e-05","7.1e-05","3.5e-05","4e-06","2.5e-05","3.4e-05","5.9e-05","1.4e-05","5.7e-05","1.6e-05","1.7e-05","3.8e-05","6e-06","1e-04","0.000136"
"556","Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;Pseudocohnilembidae;NA;NA;","3e-05","5e-05","7.9e-05","5.7e-05","4.9e-05","7e-06","0.00011","1.5e-05","1.7e-05","1.4e-05","3.1e-05","4.2e-05","5e-06","0.000205","3.2e-05","1.6e-05","3.2e-05","7e-06"
"557","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;NA;NA;","3e-05","2.6e-05","1.8e-05","7.4e-05","3e-05","9e-06","7e-05","1.5e-05","4e-05","1.1e-05","9.8e-05","3.6e-05","2.6e-05","3.4e-05","3.5e-05","6e-06","1e-05","3e-06"
"558","Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;NA;NA;","3e-05","2.6e-05","4.4e-05","7e-06","5e-06","3e-05","2.6e-05","1.2e-05","2e-05","1.4e-05","1.7e-05","7.2e-05","1.8e-05","4.6e-05","3e-06","3e-06","6e-06","0"
"559","Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;NA;NA;","3e-05","3.9e-05","9e-06","3.8e-05","2e-05","2.1e-05","4.8e-05","5.2e-05","7.1e-05","5e-05","4.2e-05","3e-05","3.5e-05","2.9e-05","2.1e-05","2.2e-05","1e-04","7.7e-05"
"560","Eukaryota;Chytridiomycota;Chytridiomycetes;Caulochytriales;Caulochytriaceae;NA;NA;","3e-05","0.00011","9.6e-05","1.2e-05","3.4e-05","1.6e-05","2.9e-05","6e-06","1.4e-05","9e-06","1.4e-05","5.7e-05","3e-05","0.000121","2.7e-05","3e-06","3e-06","1.4e-05"
"561","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Thorselliaceae;NA;NA;","3e-05","4.5e-05","1.3e-05","2.4e-05","4.7e-05","2e-06","2.9e-05","2.2e-05","6.3e-05","7e-06","3.1e-05","3.6e-05","2.4e-05","2.1e-05","1.1e-05","2.2e-05","1e-05","2.4e-05"
"562","Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;NA;NA;","3e-05","3.9e-05","4.4e-05","6.7e-05","5.1e-05","2.1e-05","5.1e-05","0.000176","6.8e-05","3.2e-05","2.4e-05","3e-05","2.6e-05","3.8e-05","4.8e-05","1.3e-05","1.9e-05","1.4e-05"
"563","Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;NA;NA;","3e-05","3.7e-05","4.8e-05","2.1e-05","2.7e-05","2.3e-05","3.7e-05","6e-06","3e-06","5e-06","3e-06","3e-05","8e-06","3.8e-05","1.1e-05","9e-06","1.9e-05","1.4e-05"
"564","Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Naemateliaceae;NA;NA;","3e-05","5e-06","4e-06","0","5e-06","1.4e-05","0","3e-06","0","0","0","0","2e-06","4e-06","3e-06","0","0","0"
"565","Archaea;Euryarchaeota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanollivieraceae;NA;NA;","3e-05","7.6e-05","3.1e-05","2.9e-05","8e-06","1.9e-05","4e-06","6e-06","1.7e-05","1.4e-05","7e-06","4.2e-05","3e-05","4.2e-05","2.1e-05","0","0","1.7e-05"
"566","Bacteria;Planctomycetes;Planctomycetia;Pirellulales;Lacipirellulaceae;NA;NA;","3e-05","1e-05","0.000149","1.4e-05","0.000281","1.6e-05","1.5e-05","9e-06","6.3e-05","2.3e-05","2.8e-05","3e-06","1.6e-05","1.7e-05","1.1e-05","0","6e-06","1.7e-05"
"567","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;NA;NA;","2.8e-05","7.3e-05","0.000118","1e-05","3.9e-05","5e-06","3.7e-05","9e-06","1.4e-05","2e-06","2.1e-05","2.7e-05","5e-06","8.4e-05","1.1e-05","1.3e-05","6e-06","7e-06"
"568","Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;NA;NA;","2.8e-05","5e-05","4.8e-05","4.3e-05","3.6e-05","1.6e-05","2.2e-05","1.8e-05","0","1.1e-05","4.5e-05","5.4e-05","8e-06","6.7e-05","1.1e-05","3.1e-05","2.6e-05","1e-05"
"569","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;NA;NA;","2.8e-05","4.7e-05","2.2e-05","2.9e-05","5.2e-05","9e-06","1.8e-05","4.9e-05","3.4e-05","1.1e-05","1.4e-05","2.7e-05","2.1e-05","0.000126","8e-06","0","1.3e-05","3.8e-05"
"570","Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;NA;NA;","2.8e-05","5e-05","0.000109","4.5e-05","6.4e-05","2e-06","4e-06","0","6e-06","0.000103","0.000108","0.000111","0.00012","0.00023","8e-06","3e-06","0","7e-06"
"571","Eukaryota;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;NA;NA;","2.8e-05","6e-05","7.9e-05","1.9e-05","5.8e-05","2.8e-05","0.000103","2.2e-05","3.4e-05","1.4e-05","8e-05","6.6e-05","1.6e-05","9.2e-05","3.8e-05","9e-06","5.1e-05","1e-05"
"572","Bacteria;Proteobacteria;Acidithiobacillia;Acidithiobacillales;Thermithiobacillaceae;NA;NA;","2.8e-05","2.6e-05","2.6e-05","5.5e-05","1.5e-05","7e-06","5.1e-05","0.000582","3.7e-05","5.5e-05","5.2e-05","3.9e-05","3.4e-05","3.8e-05","8e-06","0.000106","8e-05","9.4e-05"
"573","Eukaryota;Parabasalia;NA;Trichonymphida;Teranymphidae;NA;NA;","2.8e-05","1.6e-05","7.4e-05","1.9e-05","2e-06","0","0","3e-06","0","2.1e-05","0.000112","9e-06","0","2.1e-05","0","0","1e-05","0"
"574","Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;NA;NA;","2.8e-05","1.6e-05","1.8e-05","2.9e-05","0.000137","1.2e-05","2.2e-05","1.5e-05","3.4e-05","1.1e-05","2.1e-05","3.6e-05","2.6e-05","5.4e-05","1.6e-05","0","0","7e-06"
"575","Eukaryota;Ascomycota;Dothideomycetes;NA;Gloniaceae;NA;NA;","2.8e-05","1.3e-05","4e-06","0","1e-05","2e-06","0","6e-06","3e-06","0","3e-06","9e-06","2e-06","1.3e-05","8e-06","0","0","3e-06"
"576","Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;NA;NA;","2.8e-05","9.7e-05","2.6e-05","5.5e-05","8.1e-05","2.3e-05","2.2e-05","1.8e-05","1.1e-05","0.00081","3.1e-05","0.000102","0.000273","0.000159","4.3e-05","0","1.9e-05","1.4e-05"
"577","Eukaryota;Parabasalia;NA;Hypotrichomonadida;Hypotrichomonadidae;NA;NA;","2.8e-05","8e-06","7e-05","4.3e-05","2e-06","0","0","3e-06","0","2.1e-05","7e-05","9e-06","0","4e-06","3e-06","0","1.6e-05","0"
"578","Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;NA;NA;","2.8e-05","1.3e-05","1.8e-05","3.1e-05","5e-06","1.4e-05","1.5e-05","2.2e-05","1.7e-05","9e-06","1e-05","1.2e-05","2.1e-05","0","1.3e-05","2.2e-05","5.8e-05","7e-05"
"579","Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Pseudobacteriovoracaceae;NA;NA;","2.8e-05","2.1e-05","2.6e-05","4.8e-05","2.4e-05","7e-06","5.5e-05","0.00012","5.1e-05","5.7e-05","1e-05","1.5e-05","5.6e-05","3.8e-05","1.3e-05","8.8e-05","0.000106","0.000101"
"580","Bacteria;Cyanobacteria;NA;Oscillatoriales;Cyanothecaceae;NA;NA;","2.8e-05","3.9e-05","1.3e-05","4.8e-05","3.6e-05","4.2e-05","1.5e-05","0.000117","1.7e-05","4.6e-05","8.4e-05","8.4e-05","0.000166","9.6e-05","0.000121","2.2e-05","5.8e-05","7e-06"
"581","Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Pyrinomonadaceae;NA;NA;","2.8e-05","1.8e-05","3.5e-05","6.4e-05","5.2e-05","3.3e-05","5.5e-05","2.8e-05","6e-05","4.3e-05","1e-05","6.3e-05","3.2e-05","1.3e-05","3.2e-05","5e-05","1.3e-05","3e-06"
