"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"411","Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;NA;NA;","9e-05","7.9e-05","0.000109","7.6e-05","8.1e-05","0.000309","0.000147","0.000619","0.000174","9.8e-05","9.8e-05","7.8e-05","7.2e-05","6.7e-05","5.6e-05","8.1e-05","0.000154","0.00015"
"412","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;NA;NA;","9e-05","6.8e-05","0.000206","0.000197","7.4e-05","0.000117","0.000261","0.000259","0.000271","0.000173","9.8e-05","9.6e-05","0.000126","0.000163","0.000126","0.000341","0.00034","0.000213"
"413","Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;NA;NA;","8.8e-05","0.000113","0.000175","0.000107","8.1e-05","6.3e-05","0.000125","0.000243","8.6e-05","1.4e-05","4.9e-05","8.4e-05","3e-05","0.000209","8.9e-05","3.1e-05","0.000132","1.7e-05"
"414","Bacteria;Caldiserica;Caldisericia;Caldisericales;Caldisericaceae;NA;NA;","8.8e-05","0.000165","0.00025","0.000131","4.6e-05","0.000166","3.7e-05","3.1e-05","0.00063","9.1e-05","7.3e-05","9.9e-05","4.2e-05","6.3e-05","0.000185","3e-06","5.1e-05","0.000531"
"415","Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;NA;NA;","8.8e-05","1e-04","0.000175","0.000276","0.000274","0.000127","0.00043","0.000422","0.000393","0.000199","0.000273","7.2e-05","0.000125","0.000243","8.6e-05","0.000331","0.000318","0.000272"
"416","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae;NA;NA;","8.6e-05","6.8e-05","2.6e-05","0.00015","8.8e-05","5.2e-05","0.000125","0.000894","0.000108","0.001061","7.3e-05","6.6e-05","0.000451","0.00013","9.1e-05","0.000372","0.000225","0.000168"
"417","Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;NA;NA;","8.6e-05","2.6e-05","4.8e-05","4.8e-05","4.1e-05","2.3e-05","4.8e-05","0.000302","3.7e-05","0.000144","8e-05","3.9e-05","4.8e-05","3.4e-05","1.1e-05","5.9e-05","7.1e-05","5.6e-05"
"418","Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;Nitrospinaceae;NA;NA;","8.6e-05","9.4e-05","0.000118","0.000128","0.00011","0.000176","3.3e-05","0.000441","0.000314","0.000103","8.4e-05","0.000135","9.7e-05","8.4e-05","8e-05","5.3e-05","0.000122","0.00014"
"419","Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;NA;NA;","8.6e-05","9.7e-05","0.000136","0.000173","5.9e-05","4e-05","3.7e-05","0.000354","0.000165","7.3e-05","0.000136","0.000175","7.8e-05","0.00026","0.000105","8.4e-05","0.000279","0.000429"
"420","Eukaryota;NA;Bigyra;Bicosoecida;Cafeteriaceae;NA;NA;","8.3e-05","0.000183","0.000197","0.000183","6.8e-05","3e-05","7.7e-05","5.9e-05","5.1e-05","2.7e-05","7.3e-05","9e-05","4.6e-05","0.000117","4e-05","3.1e-05","0.000434","0.000175"
"421","Bacteria;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;NA;NA;","8.3e-05","0.000194","0.000188","0.000157","0.000174","4.5e-05","0.000202","0.000222","0.000234","9.6e-05","0.000189","0.000199","0.000107","0.00049","0.000126","0.000109","0.00035","0.000244"
"422","Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;Ardenticatenaceae;NA;NA;","8.3e-05","5e-05","0.000114","0.000112","3.6e-05","2.8e-05","5.1e-05","0.000114","0.000103","7.3e-05","2.8e-05","6.3e-05","5.3e-05","8e-05","2.7e-05","3.1e-05","2.6e-05","3.8e-05"
"423","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;NA;NA;","8.3e-05","0.000102","8.8e-05","0.000297","0.000139","0.000148","0.000129","0.000102","0.000148","9.8e-05","9.1e-05","0.000244","0.000147","0.00018","0.00018","5.3e-05","0.000177","0.000234"
"424","Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;NA;NA;","8.3e-05","1.3e-05","0.000184","5.2e-05","2.5e-05","0.000129","2.2e-05","9.2e-05","4.3e-05","1.6e-05","1.7e-05","4.2e-05","2.4e-05","4e-06","1.1e-05","5.3e-05","3.2e-05","3.5e-05"
"425","Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;NA;NA;","8.1e-05","0.000107","4.8e-05","4.8e-05","6.1e-05","4.2e-05","6.2e-05","0.000435","0.000148","9.8e-05","9.1e-05","6.6e-05","0.000104","0.000163","4e-05","0.000122","8.4e-05","0.000255"
"426","Eukaryota;Ascomycota;Dothideomycetes;Capnodiales;Capnodiaceae;NA;NA;","8.1e-05","2.9e-05","1.8e-05","0","1.4e-05","2.3e-05","5.1e-05","6.8e-05","0","2e-06","9.1e-05","2.7e-05","5e-06","1.3e-05","3e-06","3e-06","0.000132","3e-06"
"427","Eukaryota;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;NA;NA;","7.9e-05","0.00017","1.3e-05","1.2e-05","0","2.1e-05","7e-06","6e-06","0","2e-06","2.1e-05","9.3e-05","5e-06","4e-06","0","3e-06","0","0"
"428","Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;NA;NA;","7.9e-05","2.4e-05","5.7e-05","0.000107","3e-05","6.1e-05","4.4e-05","2.2e-05","3.4e-05","3e-05","4.2e-05","2.4e-05","4.3e-05","9.2e-05","3.2e-05","6e-06","0.000141","2.8e-05"
"429","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae;NA;NA;","7.9e-05","0.000107","8.8e-05","0.000166","0.000146","7e-05","7e-05","7.7e-05","0.000191","5.2e-05","0.000122","0.000129","0.000125","0.000188","4.3e-05","0.000153","9.3e-05","0.000164"
"430","Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;NA;NA;","7.9e-05","0.000178","0.000105","0.00014","2e-05","0.000279","0.000118","0.000755","0.000151","0.000116","0.000112","6.9e-05","0.000123","6.3e-05","9.9e-05","5e-05","7.1e-05","0.000164"
"431","Bacteria;Thermotogae;Thermotogae;Mesoaciditogales;Mesoaciditogaceae;NA;NA;","7.9e-05","0.000367","3.9e-05","0.000114","8.3e-05","9.1e-05","0.000301","0.00029","0.000382","9.4e-05","0.000147","6.9e-05","0.000141","0.000113","9.1e-05","0.000116","0.000202","0.000286"
"432","Eukaryota;NA;Oomycota;Pythiales;Pythiaceae;NA;NA;","7.6e-05","8.6e-05","0.000171","7.4e-05","0.000124","4.7e-05","9.2e-05","2.5e-05","1.7e-05","6.6e-05","3.1e-05","8.7e-05","1.6e-05","0.000276","2.7e-05","3.4e-05","4.5e-05","5.2e-05"
"433","Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 6;NA;NA;","7.6e-05","6.3e-05","0.000188","0.000171","1e-05","5e-06","2.9e-05","0.000111","1.1e-05","2.7e-05","0.000112","1.2e-05","2.9e-05","4.6e-05","6.7e-05","6e-06","1.3e-05","1e-05"
"434","Eukaryota;Haptista;Haptophyta;Prymnesiales;Chrysochromulinaceae;NA;NA;","7.6e-05","0.000128","0.000114","6.2e-05","8e-05","2.6e-05","7.4e-05","1.5e-05","2.9e-05","2.1e-05","4.5e-05","0.000181","3.2e-05","0.000126","2.4e-05","6e-06","2.9e-05","7e-06"
"435","Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Algiphilaceae;NA;NA;","7.6e-05","8e-06","6.6e-05","1.2e-05","1.9e-05","2.1e-05","4.4e-05","2e-04","3.1e-05","6.2e-05","2.8e-05","2.1e-05","3.5e-05","6.7e-05","3e-06","4.1e-05","4.5e-05","2.4e-05"
"436","Eukaryota;NA;Phaeophyceae;Ectocarpales;Ectocarpaceae;NA;NA;","7.4e-05","7.1e-05","0.000144","2.6e-05","5.2e-05","1.9e-05","9.9e-05","0.000237","2.9e-05","0.000112","5.2e-05","8.7e-05","5.8e-05","0.000151","2.1e-05","1.6e-05","6.1e-05","2.8e-05"
"437","Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;NA;","7.4e-05","4.5e-05","4.8e-05","0.000114","4.2e-05","4.9e-05","3.3e-05","0.000191","4.6e-05","2.1e-05","8.4e-05","7.8e-05","5.8e-05","4.6e-05","1.3e-05","6e-06","1.6e-05","2.4e-05"
"438","Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Serpulaceae;NA;NA;","7.4e-05","0.000136","6.1e-05","2.6e-05","2e-06","3e-05","4.4e-05","0","5.1e-05","0","3e-06","5.4e-05","3e-06","4.6e-05","1.1e-05","0","1.9e-05","1.7e-05"
"439","Bacteria;Cyanobacteria;NA;Pleurocapsales;Hyellaceae;NA;NA;","7.4e-05","7.6e-05","0.000153","7.6e-05","0.000124","5.4e-05","0.000154","0.00021","8.6e-05","8.7e-05","8e-05","0.000187","0.000163","5.9e-05","4.6e-05","0.000122","5.8e-05","6.6e-05"
"440","Bacteria;Cyanobacteria;NA;Oscillatoriales;Gomontiellaceae;NA;NA;","7.4e-05","5.5e-05","2.6e-05","1e-05","5.6e-05","4e-05","1.8e-05","4.6e-05","0.001157","9e-06","5.2e-05","2.1e-05","3.2e-05","7.1e-05","3e-06","1.9e-05","7.7e-05","0.001086"
"441","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;NA;NA;","7.4e-05","4.2e-05","4.8e-05","6.9e-05","6.9e-05","6.1e-05","7.7e-05","0.000589","2e-05","0.000123","8e-05","8.7e-05","3.7e-05","3.4e-05","1.1e-05","5e-05","8e-05","0.000185"
"442","Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Botryosphaeriaceae;NA;NA;","7.2e-05","3.4e-05","2.2e-05","1.4e-05","3.2e-05","2.3e-05","3.7e-05","2.5e-05","1.4e-05","1.1e-05","2.4e-05","2.7e-05","1.1e-05","7.1e-05","3e-05","3e-06","1e-05","3e-06"
"443","Archaea;Euryarchaeota;Methanonatronarchaeia;Methanonatronarchaeales;Methanonatronarchaeaceae;NA;NA;","7.2e-05","0","0","0","3e-06","7e-06","0","3e-06","0","0","3e-06","0","0","0","8e-06","0","0","0"
"444","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;NA;NA;","6.9e-05","7.3e-05","8.8e-05","2.9e-05","6.8e-05","2.8e-05","7.4e-05","5.2e-05","5.1e-05","2.1e-05","7.3e-05","4.5e-05","3e-05","0.000201","4e-05","1.3e-05","6.1e-05","1e-05"
"445","Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;NA;NA;","6.7e-05","5.2e-05","9.6e-05","2.4e-05","6.6e-05","1.2e-05","0.000103","3e-06","9e-06","9e-06","3.1e-05","4.5e-05","6e-06","5.9e-05","2.4e-05","3e-06","2.9e-05","3e-06"
"446","Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;NA;NA;","6.7e-05","0.000105","0.000188","4.5e-05","7.4e-05","3.3e-05","9.9e-05","0","9e-06","1.4e-05","3.5e-05","7.5e-05","5e-06","8.4e-05","3e-05","1.3e-05","4.2e-05","0"
"447","Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae;NA;NA;","6.7e-05","4.5e-05","3.1e-05","5e-05","6.8e-05","8e-05","2.9e-05","3.1e-05","7.1e-05","2.5e-05","3.5e-05","6.9e-05","6.2e-05","0.000121","5.9e-05","3e-06","5.5e-05","3.8e-05"
"448","Bacteria;Chlorobi;Chlorobia;Chlorobiales;Candidatus Thermochlorobacteriaceae;NA;NA;","6.7e-05","1e-04","0.000123","7.8e-05","6.9e-05","9e-06","4.8e-05","0.000237","6.8e-05","4.1e-05","0.000133","3.3e-05","5.3e-05","1.3e-05","1.9e-05","9e-06","6.7e-05","5.9e-05"
"449","Bacteria;Proteobacteria;Oligoflexia;Silvanigrellales;Silvanigrellaceae;NA;NA;","6.7e-05","5.8e-05","0.000153","9.7e-05","2.7e-05","2.8e-05","5.1e-05","4e-05","8.3e-05","5.5e-05","2.8e-05","7.5e-05","3.7e-05","4.6e-05","1.3e-05","1.6e-05","3.9e-05","5.2e-05"
"450","Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;NA;NA;","6.5e-05","0.000126","7.9e-05","1e-04","0.000161","7e-05","5.9e-05","0.000203","0.00018","4.3e-05","5.2e-05","0.000156","0.000141","0.000101","5.1e-05","4.7e-05","0.000148","0.000126"
"451","Bacteria;Cyanobacteria;NA;Nostocales;Tolypothrichaceae;NA;NA;","6.5e-05","3e-06","3.9e-05","7.1e-05","0.000264","3.8e-05","4.8e-05","2.5e-05","1.4e-05","2.5e-05","5.9e-05","7.2e-05","0.000109","1.3e-05","2.7e-05","9e-06","2.6e-05","2.1e-05"
"452","Eukaryota;Foraminifera;NA;NA;Reticulomyxidae;NA;NA;","6.5e-05","9.2e-05","0.000101","2.9e-05","6.6e-05","2.6e-05","6.2e-05","1.2e-05","3.1e-05","1.1e-05","3.1e-05","7.5e-05","2.2e-05","0.000205","4.6e-05","6e-06","2.9e-05","2.1e-05"
"453","Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;NA;NA;","6.5e-05","4.5e-05","0.000109","0.000178","0.000149","9.6e-05","0.000235","0.00021","0.000302","9.1e-05","8.7e-05","9.9e-05","8.3e-05","0.000113","3.5e-05","0.000156","0.000199","0.000237"
"454","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Salinarimonadaceae;NA;NA;","6.5e-05","2.1e-05","5.3e-05","0.000124","5.6e-05","3.8e-05","5.5e-05","0.000139","8e-05","3e-05","0.000105","0.000102","4.8e-05","0.000113","6.4e-05","0.000141","0.000267","0.000314"
"455","Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;NA;NA;","6.5e-05","9.4e-05","0.000144","4.8e-05","6.9e-05","2.6e-05","0.000103","7.7e-05","8.3e-05","2.3e-05","3.8e-05","9.9e-05","3e-05","9.2e-05","3.5e-05","6.6e-05","3.5e-05","6.3e-05"
"456","Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;NA;NA;","6.5e-05","0.000102","0.000136","9.7e-05","5.8e-05","3e-05","9.9e-05","0.000601","2.9e-05","0.000151","8.4e-05","6.3e-05","4e-05","6.7e-05","3e-05","5e-05","4.8e-05","9.1e-05"
"457","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae;NA;NA;","6.2e-05","9.7e-05","4e-06","0.000264","3.9e-05","6.6e-05","0.000121","0.000345","7.4e-05","4.1e-05","5.6e-05","6e-05","0.000104","6.7e-05","5e-06","0.000163","7e-04","0.000216"
"458","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;NA;NA;","6e-05","8.1e-05","6.6e-05","1.7e-05","4.7e-05","7e-06","1.5e-05","9e-06","0","7e-06","2.4e-05","4.8e-05","6e-06","8e-05","2.7e-05","6e-06","6e-06","3e-06"
"459","Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales;Solibacteraceae;NA;NA;","6e-05","4.7e-05","6.6e-05","0.000135","9.8e-05","6.1e-05","8.5e-05","0.000311","0.000228","0.000107","0.000175","8.7e-05","0.000195","0.000151","7.2e-05","3.8e-05","5.5e-05","0.00022"
"460","Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;Oligoflexaceae;NA;NA;","6e-05","4.2e-05","7e-05","4e-05","3.7e-05","9e-06","5.9e-05","0.000354","3.1e-05","8.2e-05","7.7e-05","4.2e-05","2.7e-05","3.8e-05","2.4e-05","3.1e-05","4.8e-05","0.00014"
"461","Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Fastidiosibacteraceae;NA;NA;","5.8e-05","0.000107","0.000184","8.3e-05","5.8e-05","5.9e-05","8.5e-05","0.00021","0.000117","7.1e-05","9.4e-05","5.4e-05","8.8e-05","5e-05","4e-05","1e-04","0.000109","0.000143"
"462","Eukaryota;Evosea;Eumycetozoa;Dictyosteliales;Raperosteliaceae;NA;NA;","5.8e-05","9.2e-05","0.000101","3.8e-05","6.9e-05","3.8e-05","9.9e-05","4.9e-05","9.7e-05","1.6e-05","6.3e-05","0.000111","1.6e-05","0.00013","7e-05","0.000106","4.8e-05","5.2e-05"
"463","Bacteria;Cyanobacteria;NA;Synechococcales;Prochlorotrichaceae;NA;NA;","5.8e-05","3.4e-05","3.1e-05","3.8e-05","3.9e-05","2.1e-05","4.8e-05","3.7e-05","1.7e-05","1.1e-05","3.8e-05","4.5e-05","2.1e-05","8.8e-05","1.9e-05","2.2e-05","6.7e-05","8.7e-05"
"464","Eukaryota;Endomyxa;NA;Plasmodiophorida;Plasmodiophoridae;NA;NA;","5.6e-05","0.000155","0.000123","1.9e-05","0.000122","6.1e-05","6.2e-05","1.2e-05","1.4e-05","1.6e-05","3.5e-05","0.000132","1.6e-05","0.000209","3.2e-05","2.8e-05","1.6e-05","7e-06"
"465","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Waddliaceae;NA;NA;","5.6e-05","7.6e-05","3.9e-05","5e-06","3.9e-05","1.2e-05","7e-06","0.001914","3.4e-05","0.000205","0.00014","5.1e-05","1e-05","0","5e-06","0.000119","2.2e-05","0.000286"
"466","Bacteria;Proteobacteria;Oligoflexia;Bacteriovoracales;Halobacteriovoraceae;NA;NA;","5.6e-05","1e-04","4.8e-05","0.000157","7.3e-05","2.3e-05","7e-06","7.4e-05","0.000197","6.8e-05","7.3e-05","5.4e-05","7.2e-05","0.000147","3.8e-05","2.5e-05","0.000427","0.000223"
"467","Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;NA;NA;","5.6e-05","6.8e-05","0.000118","0.000147","4.2e-05","1.2e-05","1.5e-05","1.8e-05","9e-06","1.1e-05","1e-05","0.000102","2.4e-05","0.000113","1.3e-05","1.3e-05","7.7e-05","7e-06"
"468","Eukaryota;Preaxostyla;NA;Oxymonadida;Pyrsonymphidae;NA;NA;","5.3e-05","0.00016","0.000153","1.2e-05","0.000107","3.5e-05","7.4e-05","0","2e-05","7e-06","1.7e-05","7.8e-05","3e-06","0.000155","4.8e-05","6e-06","0","0"
"469","Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Criblamydiaceae;NA;NA;","5.3e-05","6.5e-05","7.9e-05","0.000188","3e-05","1.6e-05","1.1e-05","0.000792","1.4e-05","0.000262","3.5e-05","1.8e-05","3.2e-05","3.8e-05","1.9e-05","3.4e-05","3.2e-05","0.00021"
"470","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillales Family X. Incertae Sedis;NA;NA;","5.3e-05","2.1e-05","5.3e-05","6.2e-05","3.2e-05","4.7e-05","6.2e-05","0.000105","8e-05","5.2e-05","5.2e-05","6.3e-05","5.9e-05","3.4e-05","3e-05","3.8e-05","3.9e-05","4.2e-05"
"471","Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;NA;NA;","5.3e-05","7.1e-05","0.000101","3.8e-05","3e-05","7e-05","4e-05","4e-05","3.4e-05","6.2e-05","5.6e-05","9.6e-05","7.7e-05","1.3e-05","3.5e-05","3e-06","5.1e-05","1.4e-05"
"472","Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;Kallotenuaceae;NA;NA;","5.3e-05","3.9e-05","6.1e-05","5.9e-05","3.9e-05","0.00041","5.1e-05","4e-05","6.3e-05","4.1e-05","5.6e-05","7.5e-05","1.6e-05","5.9e-05","3.5e-05","1.3e-05","3.5e-05","1.7e-05"
"473","Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Trigonopsidaceae;NA;NA;","5.3e-05","2.1e-05","1.3e-05","2.9e-05","1.5e-05","0","4e-06","3e-06","3e-06","7e-06","7.7e-05","9e-06","0","2.5e-05","1.6e-05","3e-06","0","0"
"474","Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;Gloeobacteraceae;NA;NA;","5.3e-05","0.000131","4.4e-05","7.6e-05","0.000157","9.1e-05","7.7e-05","0.000373","0.000114","7.5e-05","0.000119","0.000238","0.000137","0.000138","0.000115","9e-06","7.7e-05","0.000175"
"475","Bacteria;Cyanobacteria;NA;Pleurocapsales;Xenococcaceae;NA;NA;","5.3e-05","2.6e-05","3.5e-05","3.3e-05","8e-06","9e-06","4e-05","2.5e-05","1.1e-05","3.4e-05","1.7e-05","2.4e-05","2.6e-05","2.9e-05","2.1e-05","0","2.2e-05","7e-06"
"476","Eukaryota;Evosea;Eumycetozoa;Acytosteliales;Acytosteliaceae;NA;NA;","5.3e-05","1e-04","0.000162","3.8e-05","5.8e-05","1.4e-05","8.1e-05","3.4e-05","2.3e-05","3e-05","4.5e-05","6.3e-05","3e-06","0.000188","2.7e-05","9e-06","1.3e-05","1e-05"
"477","Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;Coprothermobacteraceae;NA;NA;","5.3e-05","0.000165","5.3e-05","9e-05","4.2e-05","0.00015","0.000165","0.000324","0.000185","4.8e-05","2.8e-05","0.000114","7.2e-05","4.6e-05","0.000145","3e-06","0.000132","0.000115"
"478","Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;NA;NA;","5.1e-05","0.000113","0.000241","2.6e-05","5.9e-05","5.4e-05","5.9e-05","9e-06","2.3e-05","0.000192","4.2e-05","0.00012","8.1e-05","0.000201","2.4e-05","3e-06","1e-05","2.8e-05"
"479","Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Haematococcaceae;NA;NA;","5.1e-05","1.6e-05","3.9e-05","7e-06","8e-06","1.6e-05","4e-06","8e-05","2.9e-05","1.8e-05","4.2e-05","5.1e-05","2e-06","5.9e-05","5e-06","3e-06","1.3e-05","2.1e-05"
"480","Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;NA;NA;","5.1e-05","0.000102","9.2e-05","1.4e-05","7.3e-05","3.3e-05","5.1e-05","6e-06","1.1e-05","2e-06","3.1e-05","7.2e-05","3e-06","0.000134","1.3e-05","6e-06","1.6e-05","3e-06"
"481","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Ventosimonadaceae;NA;NA;","5.1e-05","2.6e-05","4.8e-05","3.6e-05","2e-05","4.2e-05","7e-06","2.8e-05","2.6e-05","0","1.4e-05","9e-06","1.6e-05","4e-06","4.3e-05","2.5e-05","3.5e-05","7e-06"
"482","Bacteria;Cyanobacteria;NA;Synechococcales;Acaryochloridaceae;NA;NA;","5.1e-05","0.00021","3.1e-05","9.5e-05","3.2e-05","0.000131","0.000103","0.000136","0.000125","4.1e-05","5.6e-05","3.6e-05","0.000166","9.6e-05","3.2e-05","9.1e-05","7.7e-05","0.000119"
"483","Eukaryota;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;NA;NA;","4.9e-05","8.1e-05","0.00014","2.9e-05","6.4e-05","2.6e-05","0.00011","6e-06","1.7e-05","7e-06","1.7e-05","9e-05","1.9e-05","0.000168","3.2e-05","1.6e-05","1.9e-05","1e-05"
"484","Eukaryota;Basidiomycota;Agaricomycetes;Geastrales;Sphaerobolaceae;NA;NA;","4.9e-05","0.000105","2.2e-05","1.2e-05","1.2e-05","9e-06","7e-06","0","6e-06","0","3e-06","6.3e-05","0","2.5e-05","0","3e-06","0","0"
"485","Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;NA;NA;","4.9e-05","7.1e-05","4.8e-05","1.2e-05","2.5e-05","7.5e-05","5.9e-05","4.9e-05","3.1e-05","1.4e-05","1.4e-05","0.000138","6.6e-05","5e-05","8.3e-05","1.3e-05","4.2e-05","4.5e-05"
"486","Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Candidatus Methanoperedenaceae;NA;NA;","4.9e-05","8.9e-05","0.000158","8.6e-05","9.6e-05","7.3e-05","1.5e-05","2.2e-05","0.000128","5e-05","4.2e-05","4.5e-05","5e-05","0.00026","1.3e-05","9e-06","3.2e-05","7e-05"
"487","Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocalculaceae;NA;NA;","4.9e-05","0.00038","2.6e-05","6.9e-05","8e-06","0.000223","7e-06","3e-06","2.9e-05","2.5e-05","7e-06","3.9e-05","6.1e-05","8.4e-05","0.000445","1.6e-05","2.9e-05","3e-06"
"488","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Roseiarcaceae;NA;NA;","4.9e-05","2.1e-05","4.8e-05","1e-05","1.4e-05","9e-06","8.5e-05","3.7e-05","3.7e-05","7e-06","7e-06","2.1e-05","6e-06","0","3e-06","0","1.6e-05","7e-06"
"489","Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Steroidobacteraceae;NA;NA;","4.9e-05","0.000254","6.6e-05","0.000121","0.000335","5.2e-05","0.000221","0.000435","0.000191","0.000212","7.3e-05","0.000229","0.000166","5.9e-05","0.000148","1e-04","0.000453","0.000227"
"490","Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;NA;NA;","4.6e-05","1e-05","2.6e-05","5.7e-05","5.9e-05","2.8e-05","2.6e-05","9e-06","1.4e-05","1.8e-05","3.1e-05","4.2e-05","3.8e-05","9.6e-05","2.4e-05","2.5e-05","1.9e-05","3e-06"
"491","Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;NA;NA;","4.6e-05","4.5e-05","3.1e-05","0.000114","7.8e-05","2.8e-05","8.5e-05","2.2e-05","3.4e-05","1.8e-05","2.4e-05","4.2e-05","1.8e-05","5e-05","5e-06","1.6e-05","1.3e-05","7e-06"
"492","Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;NA;NA;","4.6e-05","0.000162","0.000197","5.5e-05","9.5e-05","6.8e-05","0.000147","4.9e-05","2.6e-05","2.3e-05","5.6e-05","0.000141","1.1e-05","0.000184","8e-05","1.9e-05","4.2e-05","3.8e-05"
"493","Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;NA;NA;","4.6e-05","0.000134","0.000193","9.7e-05","1e-04","1.2e-05","0.000107","1.8e-05","1e-04","2.3e-05","5.6e-05","8.7e-05","3e-05","0.000218","1.9e-05","9e-06","0.000119","0.000112"
"494","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae;NA;NA;","4.6e-05","0.000207","4e-06","6.9e-05","0.000281","3e-05","2.9e-05","0.00053","3.1e-05","2.5e-05","1.7e-05","0.000105","2.1e-05","7.5e-05","0.000172","1.9e-05","4.8e-05","6.3e-05"
"495","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Midichloriaceae;NA;NA;","4.6e-05","0.000118","0.000166","0.000102","1.5e-05","7.3e-05","1.8e-05","0.000111","4.8e-05","6.2e-05","3.1e-05","0.00019","1.8e-05","3.4e-05","2.4e-05","0","6.4e-05","9.4e-05"
