"","X","I.P01","I.P07","I.P11","I.S07","I.S29","I.S34","I.W31","I.W32","I.W33","S.P03","S.P09","S.P12","S.S05","S.S08","S.S32","S.W20","S.W36","S.W37"
"1773","Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Zobellella;NA;","4.2e-05","4.2e-05","0.000285","4.5e-05","2.5e-05","4.9e-05","4.8e-05","2.8e-05","9e-06","2.7e-05","5.2e-05","5.7e-05","4.3e-05","0.000201","0.000443","6e-06","4.2e-05","1.4e-05"
"1774","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gilvibacter;NA;","4.2e-05","6e-05","7e-05","0.000133","2.7e-05","2.1e-05","2.9e-05","3.7e-05","7.1e-05","0.000114","8.7e-05","6.9e-05","4.8e-05","0.000117","2.1e-05","2.2e-05","0.000254","0.000182"
"1775","Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Caldimicrobium;NA;","4.2e-05","1.3e-05","0.000101","6.4e-05","1.4e-05","5.6e-05","1.1e-05","4.9e-05","3.7e-05","9e-06","4.2e-05","5.7e-05","3.4e-05","8e-06","3e-06","1.3e-05","2.6e-05","2.8e-05"
"1776","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Croceitalea;NA;","4.2e-05","2.9e-05","2.6e-05","2.1e-05","1.9e-05","1.2e-05","1.8e-05","0.000142","8e-05","3.4e-05","6.6e-05","3.9e-05","3.2e-05","1.7e-05","5e-06","3e-06","6.4e-05","2.4e-05"
"1777","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas;NA;","4.2e-05","5.8e-05","4.8e-05","0.000181","8.8e-05","8.9e-05","1.1e-05","4.6e-05","4.6e-05","5.5e-05","4.5e-05","6e-05","5.1e-05","8.8e-05","8.3e-05","5e-05","8.4e-05","3.8e-05"
"1778","Bacteria;Actinobacteria;Actinobacteria;Glycomycetales;Glycomycetaceae;Haloglycomyces;NA;","4.2e-05","3e-06","9e-06","5e-06","3e-06","2.6e-05","1.8e-05","0","3e-06","0","2.4e-05","4.5e-05","1.4e-05","1.3e-05","0","0","3e-06","7e-06"
"1779","Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Lichtheimia;NA;","4.2e-05","5.8e-05","0.000184","1.7e-05","5.6e-05","1.6e-05","5.5e-05","6e-06","1.7e-05","7e-06","3.8e-05","6.9e-05","8e-06","9.2e-05","3.2e-05","6e-06","6e-06","0"
"1780","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola;NA;","4.2e-05","1.3e-05","9.6e-05","1.4e-05","1.5e-05","2.3e-05","1.5e-05","7.4e-05","2.6e-05","2.7e-05","4.9e-05","4.2e-05","2.7e-05","7.1e-05","0.000233","2.2e-05","1.9e-05","2.4e-05"
"1781","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Hydrotalea;NA;","4.2e-05","0.000207","0.000144","0.000133","0.000388","6.3e-05","8.8e-05","4.6e-05","0.000117","0.000135","8.7e-05","5.4e-05","0.000128","0.000323","2.1e-05","5e-05","6.7e-05","0.000147"
"1782","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae;Austwickia;NA;","4.2e-05","3.4e-05","4e-06","0.000221","2e-05","1.9e-05","4.8e-05","0.000296","3.1e-05","2.3e-05","4.2e-05","1.5e-05","5e-05","3.4e-05","0","6.6e-05","0.00062","0.00021"
"1783","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Pseudenhygromyxa;NA;","4.2e-05","2.4e-05","1.8e-05","0.000105","3e-06","2e-06","0","0.000206","3e-06","5.7e-05","0.000126","2.1e-05","7.7e-05","4e-06","0","6e-06","1.3e-05","4.2e-05"
"1784","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;Sinobacterium;NA;","4.2e-05","2.9e-05","1.3e-05","1.4e-05","0.00011","1.6e-05","7e-06","0","0.000134","3e-05","7.3e-05","4.8e-05","4.5e-05","6.7e-05","8e-06","0","3e-06","4.2e-05"
"1785","Bacteria;Cyanobacteria;NA;Synechococcales;Leptolyngbyaceae;Neosynechococcus;NA;","4.2e-05","5e-06","4e-06","2.6e-05","2e-06","1.9e-05","0","0","3e-06","2e-06","0","0","2e-06","0","3e-06","0","1e-05","0"
"1786","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Nibribacter;NA;","4.2e-05","3.4e-05","2.2e-05","1.9e-05","2.7e-05","4e-05","4.8e-05","8e-05","1.1e-05","6.4e-05","4.5e-05","6.9e-05","1.4e-05","1.7e-05","1.3e-05","9e-06","6.7e-05","3e-06"
"1787","Bacteria;Proteobacteria;Deltaproteobacteria;NA;NA;Dissulfurirhabdus;NA;","4.2e-05","6.3e-05","9e-06","5.5e-05","4.9e-05","3.5e-05","5.9e-05","0.000465","6.6e-05","3.9e-05","1.7e-05","3e-05","7e-05","1.3e-05","8e-06","3.4e-05","3.5e-05","5.9e-05"
"1788","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electrothrix;NA;","4.2e-05","0.000241","6.1e-05","5.9e-05","0.00023","1.6e-05","4e-05","0.000838","7.4e-05","8.4e-05","3.1e-05","0.000262","0.000174","3.4e-05","9.7e-05","4.1e-05","0.000161","0.000129"
"1789","Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Tetzosporium;NA;","4.2e-05","1.3e-05","1.8e-05","1.4e-05","4.9e-05","5.6e-05","2.2e-05","2.2e-05","3.7e-05","2e-06","2.1e-05","4.5e-05","3e-05","2.5e-05","1.3e-05","3e-06","1.3e-05","1e-05"
"1790","Bacteria;Balneolaeota;NA;NA;NA;Candidatus Cyclonatronum;NA;","4.2e-05","6.5e-05","6.1e-05","0.000197","0.000271","6.3e-05","7.7e-05","8.6e-05","5.1e-05","0.000137","2.1e-05","0.000105","0.000187","6.3e-05","0.000107","1.9e-05","0.000289","0.000147"
"1791","Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Vaginisenegalia;NA;","4.2e-05","3.1e-05","7e-05","8.6e-05","4.6e-05","5.9e-05","4.8e-05","4.6e-05","2.6e-05","4.3e-05","6.3e-05","8.4e-05","5.4e-05","5e-05","5.4e-05","1.3e-05","2.2e-05","0.000122"
"1792","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salicibibacter;NA;","4.2e-05","2.4e-05","0.000477","4.3e-05","2.5e-05","6.8e-05","5.5e-05","6.5e-05","7.1e-05","2.7e-05","3.5e-05","5.1e-05","8.8e-05","5e-05","4.3e-05","2.2e-05","8e-05","7.7e-05"
"1793","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;Methylophilus;NA;","3.9e-05","7.6e-05","5.7e-05","9.3e-05","4.2e-05","4.5e-05","0.000107","8.6e-05","6.3e-05","4.3e-05","5.9e-05","0.000165","6.1e-05","0.00013","0.000145","4.7e-05","0.000199","3.5e-05"
"1794","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Cystobacter;NA;","3.9e-05","5.5e-05","0.000175","2.4e-05","1.2e-05","4.9e-05","4.8e-05","4e-05","4.3e-05","5.2e-05","5.2e-05","9.3e-05","6.6e-05","8.4e-05","9.1e-05","6e-06","8.4e-05","2.8e-05"
"1795","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylocystaceae;Methylosinus;NA;","3.9e-05","1.8e-05","2.2e-05","1.4e-05","3.4e-05","3e-05","1.5e-05","1.2e-05","2e-05","1.4e-05","1e-05","6e-06","1e-05","8e-06","4.3e-05","9e-06","2.6e-05","4.2e-05"
"1796","Bacteria;Cyanobacteria;NA;Synechococcales;Merismopediaceae;Aphanocapsa;NA;","3.9e-05","2.1e-05","6.6e-05","1.7e-05","1.7e-05","4.2e-05","2.2e-05","1.8e-05","3.1e-05","9e-06","3e-06","2.4e-05","3.2e-05","3.8e-05","1.6e-05","0","1.9e-05","1.4e-05"
"1797","Bacteria;Cyanobacteria;NA;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;NA;","3.9e-05","1e-05","1.8e-05","5e-06","5e-06","2e-06","0","0.000358","1.7e-05","6.4e-05","3.5e-05","0","1.3e-05","0","0","1.3e-05","6e-06","1.4e-05"
"1798","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae;Tsukamurella;NA;","3.9e-05","8e-06","5.3e-05","7.6e-05","2.2e-05","1.2e-05","7e-05","1.8e-05","3.1e-05","9.1e-05","7.3e-05","3.6e-05","4.2e-05","9.2e-05","1.1e-05","3e-06","6.4e-05","2.4e-05"
"1799","Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Brochothrix;NA;","3.9e-05","7.6e-05","4.4e-05","0.000105","4.1e-05","9.1e-05","8.5e-05","7.7e-05","0.000214","5.7e-05","8.7e-05","4.8e-05","9.3e-05","8.8e-05","0.000105","5.6e-05","2.2e-05","0.00015"
"1800","Bacteria;Actinobacteria;Actinobacteria;Acidothermales;Acidothermaceae;Acidothermus;NA;","3.9e-05","4.5e-05","1.3e-05","2.1e-05","3e-06","7e-06","0","3e-06","1.1e-05","2.7e-05","2.4e-05","4.2e-05","3.2e-05","0","0","0","0","1e-05"
"1801","Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Thermodesulforhabdus;NA;","3.9e-05","6e-05","7e-05","2.6e-05","2.9e-05","7.7e-05","5.5e-05","7.7e-05","4.8e-05","3.2e-05","4.2e-05","2.7e-05","5.6e-05","2.9e-05","1.6e-05","1.3e-05","2.9e-05","4.2e-05"
"1802","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella;NA;","3.9e-05","1.8e-05","2.6e-05","2.6e-05","4.7e-05","5.6e-05","0.000129","0.000105","9.4e-05","4.1e-05","5.6e-05","0.000117","4.5e-05","5e-05","7.8e-05","0.000203","0.000151","0.000199"
"1803","Bacteria;Cyanobacteria;NA;Synechococcales;Synechococcaceae;Cyanobium;NA;","3.9e-05","2.6e-05","4.8e-05","0.000124","2e-04","4.2e-05","5.1e-05","0.000191","0.000103","0.000137","5.9e-05","4.5e-05","4.3e-05","4.2e-05","1.3e-05","4.1e-05","5.1e-05","0.000147"
"1804","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Derxia;NA;","3.9e-05","5e-06","7.4e-05","0.000133","2.7e-05","5.9e-05","0.000276","0.00025","0.000291","3.4e-05","0.000161","3.3e-05","9.9e-05","3.4e-05","1.9e-05","0.000372","0.000135","0.000164"
"1805","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Zavarzinia;NA;","3.9e-05","1.3e-05","3.1e-05","0.000214","2e-05","2.1e-05","2.6e-05","0.000108","3.4e-05","0.00011","4.2e-05","3e-05","6.1e-05","4.2e-05","4.6e-05","6e-06","0.000565","0.000346"
"1806","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Saccharibacter;NA;","3.9e-05","1.6e-05","1.8e-05","2.9e-05","1e-05","1.6e-05","4e-06","0","1.1e-05","1.6e-05","1.7e-05","3e-05","1.6e-05","8e-05","5e-06","3e-06","0","4.2e-05"
"1807","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;NA;","3.9e-05","5e-05","7.9e-05","0.000133","3.7e-05","2.3e-05","3.7e-05","1.8e-05","8.6e-05","1.8e-05","5.6e-05","0.000105","5.3e-05","6.7e-05","3.2e-05","3e-06","6.1e-05","8.4e-05"
"1808","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;NA;","3.9e-05","0","3.9e-05","1.7e-05","4.9e-05","1.6e-05","1.5e-05","8.9e-05","0.000137","3.2e-05","7.3e-05","3.3e-05","2.4e-05","4.6e-05","2.7e-05","1.9e-05","3.9e-05","7e-06"
"1809","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae;Phycicoccus;NA;","3.9e-05","3.1e-05","6.1e-05","2.1e-05","1.9e-05","6.8e-05","0.000151","2.8e-05","1.1e-05","3.4e-05","2.8e-05","6.3e-05","5.4e-05","9.2e-05","8e-05","0","1e-05","1.7e-05"
"1810","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halalkalibacillus;NA;","3.9e-05","4.5e-05","1.8e-05","5.2e-05","6.3e-05","7e-05","7e-05","3.4e-05","9e-06","1.6e-05","4.2e-05","0.000175","3.7e-05","2.9e-05","4.3e-05","9e-06","5.1e-05","7e-06"
"1811","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Piscibacillus;NA;","3.9e-05","0.000181","2.6e-05","5.5e-05","1.5e-05","5.6e-05","2.6e-05","1.8e-05","6.8e-05","1.1e-05","1.4e-05","0.000114","2.1e-05","4.6e-05","1.9e-05","0","4.5e-05","8.7e-05"
"1812","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Haliea;NA;","3.9e-05","2.1e-05","5.7e-05","1.4e-05","4.7e-05","9e-06","8.1e-05","9.2e-05","6.6e-05","3.4e-05","2.1e-05","2.4e-05","1.1e-05","0.000163","8e-06","6.3e-05","0.000135","4.9e-05"
"1813","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;NA;","3.9e-05","5.5e-05","6.1e-05","0.000119","3.7e-05","0.000101","0.000401","0.000222","0.000211","0.000278","7e-05","5.1e-05","5.8e-05","5.4e-05","2.4e-05","0.000178","0.000218","0.000223"
"1814","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Hamiltonella;NA;","3.9e-05","3.1e-05","4.4e-05","2.6e-05","1.5e-05","5e-06","7e-06","0.000401","8e-05","5e-05","3.8e-05","0.000156","2.6e-05","1.7e-05","5e-06","7.2e-05","6.1e-05","4.5e-05"
"1815","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora;NA;","3.9e-05","0","2.2e-05","2.9e-05","1.2e-05","1.2e-05","4e-06","1.8e-05","0","1.4e-05","1e-05","6e-06","3.7e-05","8e-06","5.9e-05","3e-06","0","1.7e-05"
"1816","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;NA;","3.9e-05","2.6e-05","4e-06","3.6e-05","4.1e-05","4e-05","1.5e-05","8.6e-05","6e-06","5e-06","5.9e-05","6.9e-05","5.1e-05","4.2e-05","7.2e-05","6e-06","2.2e-05","8e-05"
"1817","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;NA;Thiohalobacter;NA;","3.9e-05","7.1e-05","3.1e-05","1.4e-05","0.000134","1.9e-05","8.1e-05","7.7e-05","1.4e-05","4.3e-05","6.3e-05","3.3e-05","1.4e-05","2.5e-05","1.6e-05","3e-06","4.8e-05","3.1e-05"
"1818","Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Oceanibacterium;NA;","3.9e-05","4.5e-05","8.8e-05","4.8e-05","2.4e-05","1.9e-05","7e-06","0.000179","4e-05","1.8e-05","7.3e-05","9.6e-05","1.9e-05","3.8e-05","8e-05","0","3.5e-05","8e-05"
"1819","Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Amphiplicatus;NA;","3.9e-05","3.9e-05","5.7e-05","1.7e-05","5.4e-05","5e-06","7e-06","0.000293","7.7e-05","6.8e-05","6.3e-05","3.9e-05","1.6e-05","3.4e-05","3.2e-05","3.4e-05","5.1e-05","0.000126"
"1820","Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;Thermosulfurimonas;NA;","3.9e-05","5e-05","1.3e-05","0.000112","2.2e-05","3.3e-05","5.9e-05","0.00025","0.000117","2.1e-05","3.5e-05","0.00015","0.000101","6.3e-05","2.1e-05","0.000116","0.000443","0.000279"
"1821","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Vulgatibacteraceae;Vulgatibacter;NA;","3.9e-05","1.3e-05","4.4e-05","7.4e-05","2.2e-05","2.3e-05","2.6e-05","3.1e-05","1.4e-05","1.4e-05","2.8e-05","2.1e-05","5.4e-05","2.1e-05","3.8e-05","0","5.1e-05","2.4e-05"
"1822","Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;NA;","3.9e-05","8.6e-05","1.3e-05","1.2e-05","3.9e-05","2.3e-05","4.4e-05","0.000105","5.1e-05","5e-06","6.6e-05","9e-05","2.4e-05","4e-06","1.3e-05","1.3e-05","3.9e-05","5.2e-05"
"1823","Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Occallatibacter;NA;","3.9e-05","3.9e-05","0.000123","3.8e-05","7e-06","1.6e-05","4e-06","0.000404","4.3e-05","9.1e-05","5.9e-05","3e-06","1.4e-05","2.5e-05","3e-05","9e-06","1e-05","5.6e-05"
"1824","Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus;NA;","3.9e-05","3.9e-05","0.000193","3.8e-05","0.000242","0.000694","1.8e-05","3.4e-05","1.4e-05","0.000132","2.4e-05","3.9e-05","3e-05","6.3e-05","2.4e-05","0","1e-04","3.1e-05"
"1825","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Pseudactinotalea;NA;","3.9e-05","5e-06","1.8e-05","7e-06","2.7e-05","2e-06","6.2e-05","1.8e-05","2e-05","4.8e-05","2.4e-05","4.2e-05","2.2e-05","2.5e-05","2.4e-05","0","1.3e-05","2.4e-05"
"1826","Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Floricoccus;NA;","3.9e-05","6.3e-05","0.000153","0.00015","8.1e-05","2.3e-05","2.2e-05","6.8e-05","0.000108","3e-05","6.3e-05","0.000102","9.9e-05","7.1e-05","3e-05","6e-06","6.4e-05","1.4e-05"
"1827","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olegusella;NA;","3.9e-05","8e-06","0","5.9e-05","6.1e-05","3e-05","1.1e-05","1.5e-05","5.4e-05","3.7e-05","3.5e-05","5.4e-05","4.6e-05","6.7e-05","8e-06","3e-06","3e-06","7e-06"
"1828","Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Agarilytica;NA;","3.9e-05","3e-06","4.4e-05","1.7e-05","4.2e-05","2e-06","1.8e-05","1.5e-05","0","8.9e-05","2.1e-05","3e-06","1.9e-05","2.9e-05","0","0","2.6e-05","1.4e-05"
"1829","Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Gynurincola;NA;","3.9e-05","8.1e-05","0.000114","8.6e-05","0.000262","2.1e-05","3.7e-05","0.000117","0.000168","0.000139","7.7e-05","8.7e-05","0.000126","0.000168","3.2e-05","0.000213","0.000212","5.2e-05"
"1830","Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;NA;","3.7e-05","1.8e-05","0.000109","7.8e-05","5.1e-05","3e-05","1.1e-05","2.5e-05","3e-06","1.4e-05","2.8e-05","3.9e-05","2.4e-05","4e-06","1.9e-05","3e-06","1e-05","2.4e-05"
"1831","Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Vitreoscilla;NA;","3.7e-05","4.5e-05","3.1e-05","3.8e-05","3.7e-05","1.2e-05","1.5e-05","7.7e-05","4e-05","1.6e-05","6.6e-05","3.3e-05","3.7e-05","1.7e-05","0","2.2e-05","9e-05","1.7e-05"
"1832","Bacteria;Cyanobacteria;NA;Nostocales;Nostocaceae;Anabaena;NA;","3.7e-05","8.9e-05","3.9e-05","0.000233","8e-06","6.1e-05","1.1e-05","3.4e-05","2.3e-05","1.1e-05","0.000185","3.3e-05","0.000139","0.000155","0.000156","2.2e-05","0.000119","6.6e-05"
"1833","Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora;NA;","3.7e-05","8.4e-05","0.000162","9.7e-05","1e-04","4.2e-05","5.5e-05","0.000163","0.000114","3.4e-05","4.5e-05","4.5e-05","6.6e-05","5e-05","4.8e-05","3e-06","1.9e-05","4.9e-05"
"1834","Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora;NA;","3.7e-05","2.1e-05","0.000127","3.8e-05","4.2e-05","8.7e-05","4e-05","6.2e-05","2e-05","2.3e-05","3.5e-05","9.6e-05","3.7e-05","1.3e-05","3e-05","6e-06","2.9e-05","3e-06"
"1835","Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;Gracilariopsis;NA;","3.7e-05","7.9e-05","9.2e-05","7.4e-05","5.2e-05","3.3e-05","5.1e-05","0.000311","2e-05","5.9e-05","3.8e-05","5.4e-05","1.4e-05","8.8e-05","3.5e-05","5e-05","3.2e-05","4.5e-05"
"1836","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Rahnella;NA;","3.7e-05","0.00016","6.1e-05","0.000166","6.4e-05","0.000136","2.6e-05","6.5e-05","4e-05","7.5e-05","3.1e-05","1.2e-05","4.5e-05","8e-05","2.1e-05","1.3e-05","0.000122","2.1e-05"
"1837","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromusa;NA;","3.7e-05","4.2e-05","3.5e-05","3.8e-05","6.3e-05","6.3e-05","6.6e-05","4.9e-05","3.1e-05","0.000121","3.8e-05","4.5e-05","0.000115","2.9e-05","2.7e-05","0.000125","1.6e-05","3.8e-05"
"1838","Bacteria;Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;NA;","3.7e-05","2.9e-05","4.4e-05","5.9e-05","1.5e-05","9.4e-05","2.2e-05","6.5e-05","4e-05","5.7e-05","2.8e-05","2.7e-05","2.9e-05","1.3e-05","0.000105","9e-06","6.1e-05","7e-06"
"1839","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfospira;NA;","3.7e-05","0.000128","0.000206","2.6e-05","0.000594","4.7e-05","6.2e-05","5.9e-05","5.4e-05","2.5e-05","2.4e-05","8.1e-05","4.3e-05","8e-05","1.9e-05","3.8e-05","4.2e-05","8.4e-05"
"1840","Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora;NA;","3.7e-05","0.000136","5.7e-05","1.7e-05","2.4e-05","3.8e-05","7e-06","0","1.7e-05","5e-06","2.1e-05","5.7e-05","1.4e-05","2.9e-05","3e-06","0","1.6e-05","0"
"1841","Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Bogoriella;NA;","3.7e-05","6e-05","2.2e-05","1e-05","0.000325","1.9e-05","7e-06","4.3e-05","1.4e-05","4.3e-05","2.8e-05","1.5e-05","1.4e-05","8e-06","0","1.3e-05","3e-06","1e-05"
"1842","Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales;Candidatus Paracaedibacteraceae;Candidatus Odyssella;NA;","3.7e-05","2.4e-05","0.000105","1.4e-05","2e-06","1.2e-05","4e-06","2.8e-05","6e-06","3.4e-05","4.9e-05","7.8e-05","3e-06","2.9e-05","2.1e-05","0","6.4e-05","2.1e-05"
"1843","Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Halorhodospira;NA;","3.7e-05","7.6e-05","1.8e-05","1.2e-05","1.9e-05","2.6e-05","4.4e-05","0.000367","2.3e-05","6.6e-05","2.8e-05","2.1e-05","1.1e-05","8e-06","2.7e-05","3.1e-05","4.5e-05","5.6e-05"
"1844","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;NA;","3.7e-05","1.6e-05","4.8e-05","6.4e-05","2.2e-05","3.5e-05","2.2e-05","4e-05","4.3e-05","1.6e-05","1.4e-05","3.6e-05","5.9e-05","3.4e-05","3e-06","6e-06","2.9e-05","1e-05"
"1845","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;NA;","3.7e-05","0.000113","6.6e-05","7.4e-05","4.4e-05","5.4e-05","1.5e-05","0.000718","6.3e-05","0.000212","0.000154","0.000129","8e-05","5.4e-05","3.5e-05","9.4e-05","5.5e-05","8e-05"
"1846","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paucimonas;NA;","3.7e-05","4.7e-05","7.9e-05","7e-06","4.1e-05","2e-06","5.1e-05","4.6e-05","0.000191","4.8e-05","5.6e-05","1.5e-05","1.4e-05","8e-06","8e-06","6.9e-05","7.1e-05","3.8e-05"
"1847","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Moellerella;NA;","3.7e-05","2.6e-05","1.8e-05","8.1e-05","1e-05","1.2e-05","1.5e-05","6e-06","3e-06","4.6e-05","2.4e-05","2.7e-05","1.4e-05","8e-06","2.1e-05","0","0.000225","9.8e-05"
"1848","Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Dolosicoccus;NA;","3.7e-05","9.7e-05","3.9e-05","0.000143","0.000234","8e-05","6.6e-05","9.6e-05","8.3e-05","9.1e-05","4.2e-05","0.000114","0.000141","5.4e-05","4.6e-05","4.1e-05","0.000119","4.9e-05"
"1849","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Tistrella;NA;","3.7e-05","0.000183","6.1e-05","6.9e-05","0.000185","7e-06","7e-06","9.6e-05","1.1e-05","1.4e-05","2.1e-05","1.8e-05","1.8e-05","4.6e-05","2.1e-05","3e-06","0.000193","0.000126"
"1850","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Labrys;NA;","3.7e-05","2.9e-05","4.4e-05","3.3e-05","2.9e-05","5.9e-05","0.00011","1.5e-05","6e-06","2.3e-05","9.4e-05","9e-05","6.9e-05","6.3e-05","3.2e-05","9e-06","6.1e-05","5.2e-05"
"1851","Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Sarcocystidae;Cystoisospora;NA;","3.7e-05","3.4e-05","4.8e-05","1.2e-05","3.6e-05","1.6e-05","1.5e-05","1.5e-05","9e-06","0","3e-06","4.5e-05","0","4.6e-05","0","9e-06","6e-06","1.4e-05"
"1852","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Palleronia;NA;","3.7e-05","1.6e-05","2.2e-05","2e-06","2.7e-05","2.1e-05","1.8e-05","1.2e-05","2.3e-05","1.8e-05","1e-05","2.4e-05","1.1e-05","2.1e-05","5e-06","0","1.6e-05","7e-06"
"1853","Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Propionicicella;NA;","3.7e-05","2.1e-05","1.3e-05","4.5e-05","2.5e-05","3.5e-05","3.3e-05","0.000385","4.6e-05","2.7e-05","6.3e-05","3.9e-05","3.4e-05","8e-06","5e-06","1.6e-05","1.3e-05","5.6e-05"
