RelTime,Delta,CO2,Number,ID,Season,Sex,Antibiotics,Substrate,Diet,Mom,Mom_Location,BodyMass,BodyTemp,BinTime,NormDelta,Slope
0.22,-22.15,1.11,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,0.322222222,,
0.53,-22.04,0.98,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,0.322222222,,
0.85,-21.56,0.99,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,0.877777778,,
1.12,-21.98,0.97,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,1.303703704,,
1.4,-22.45,1.19,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,1.303703704,,
1.716666667,-21.61,0.84,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,1.733333333,,
2.066666667,-21.94,0.61,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,2.201212121,,
2.333333333,-22.7,0.58,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,2.201212121,,
2.6,-22.05,0.9,3999,P09,Spring,Male,No,Saline,1,3948,Tumbledown,172.7,37,2.689230769,,
-0.15,-20.9,0.72,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,-0.252416667,,
0.15,-21.82,1.13,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,0.322222222,,
0.416666667,-20.88,1.01,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,0.322222222,,
0.716666667,-20.84,0.86,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,0.877777778,,
0.983333333,-20.89,1.15,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,0.877777778,,
1.283333333,-20.7,0.91,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,1.303703704,,
1.55,-21.23,0.84,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,1.733333333,,
1.816666667,-20.83,1,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,1.733333333,,
2.1,-20.94,1.02,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,2.201212121,,
2.383333333,-21.12,0.86,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,2.201212121,,
2.65,-20.69,0.88,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,2.689230769,,
2.916666667,-21.49,1,4012,P12,Spring,Male,No,Saline,1,3957,AgStation,170.1,37,2.689230769,,
-0.12,-20.15,0.56,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,-0.252416667,,
0.15,-21.42,1.12,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,0.322222222,,
0.45,-21.6,1.01,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,0.322222222,,
0.75,-20.12,0.99,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,0.877777778,,
1.05,-20.79,0.85,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,0.877777778,,
1.33,-20.06,0.94,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,1.303703704,,
1.62,-21.92,0.59,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,1.733333333,,
1.88,-21.16,1.01,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,1.733333333,,
2.18,-21.12,0.92,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,2.201212121,,
2.48,-20.99,1.04,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,2.689230769,,
2.78,-20.62,0.86,4046,P16,Spring,Male,No,Saline,1,3954,Tumbledown,154.4,39,2.689230769,,
-0.15,-23.5,0.89,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,-0.252416667,,
0.433333333,-24.04,0.79,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,0.34,,
0.716666667,-26.18,0.75,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,0.875555556,,
1,-25.61,0.51,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,0.875555556,,
1.283333333,-25.05,0.85,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,1.345333333,,
1.933333333,-23.49,0.75,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,1.858717949,,
2.266666667,-23.41,0.85,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,2.346111111,,
2.683333333,-20.37,0.57,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,2.848666667,,
2.933333333,-22.45,0.76,4119,P19,Spring,Male,Yes,Saline,2,4070,AgStation,164.5,37,2.848666667,,
-0.116666667,-24.75,0.84,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,-0.252416667,,
0.216666667,-24.82,0.87,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,0.34,,
0.533333333,-25.45,0.7,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,0.34,,
0.783333333,-25.14,0.78,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,0.875555556,,
1.083333333,-25.04,1.15,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,0.875555556,,
1.366666667,-25.45,0.99,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,1.345333333,,
1.666666667,-25.12,0.86,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,1.858717949,,
1.966666667,-24.44,0.99,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,1.858717949,,
2.25,-23.38,1.08,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,2.346111111,,
2.6,-24.14,1,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,2.346111111,,
2.866666667,-24.46,0.97,4130,P20,Spring,Female,Yes,Saline,2,4073,AgStation,149.8,36,2.848666667,,
-0.116666667,-26.18,0.94,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,-0.252416667,,
0.2,-28.81,0.74,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,0.34,,
0.433333333,-26.09,0.93,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,0.34,,
0.683333333,-25.89,0.97,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,0.875555556,,
0.966666667,-27.68,0.68,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,0.875555556,,
1.183333333,-26.87,0.74,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,1.345333333,,
1.416666667,-26.69,0.83,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,1.345333333,,
1.716666667,-25.96,1.04,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,1.858717949,,
1.966666667,-26.04,0.97,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,1.858717949,,
2.2,-26.04,0.97,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,2.346111111,,
2.166666667,-26.49,0.87,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,2.346111111,,
2.433333333,-25.7,1.02,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,2.346111111,,
2.7,-26.79,0.78,4150,P24,Spring,Male,Yes,Saline,2,4061,AgStation,147.3,39,2.848666667,,
-0.15,-25.14,0.93,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,-0.252416667,,
0.15,-29.28,0.7,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,0.34,,
0.433333333,-27.08,0.55,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,0.34,,
0.683333333,-26.08,0.95,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,0.875555556,,
0.983333333,-25.71,0.86,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,0.875555556,,
1.25,-26.37,0.76,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,1.345333333,,
1.533333333,-26.39,0.72,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,1.345333333,,
1.783333333,-26.48,0.64,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,1.858717949,,
2.066666667,-25.77,0.94,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,1.858717949,,
2.333333333,-24.71,1.06,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,2.346111111,,
2.633333333,-24.85,0.9,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,2.848666667,,
2.916666667,25.1,0.67,4116,P32,Spring,Male,Yes,Saline,2,4066,AgStation,144.2,39,2.848666667,,
-0.133333333,-21.54,0.85,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,-0.252416667,,
0.466666667,-13.75,0.76,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,0.322222222,,
0.75,-21.62,0.97,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,0.877777778,,
1.033333333,-22.08,0.83,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,0.877777778,,
1.316666667,-23.93,0.85,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,1.303703704,,
1.616666667,-20.9,0.87,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,1.733333333,,
1.9,-19.95,0.9,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,1.733333333,,
2.216666667,-24.35,0.61,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,2.201212121,,
2.5,-24.66,0.75,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,2.689230769,,
2.783333333,-23.31,1.01,4095,P33,Spring,Male,No,Saline,2,4068,AgStation,170.9,37,2.689230769,,
-0.15,-24.49,0.92,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,-0.252416667,,
0.15,-27.54,0.86,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,0.322222222,,
0.733333333,-22.36,1.06,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,0.877777778,,
1.033333333,-23.4,0.68,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,0.877777778,,
1.366666667,-23.6,0.65,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,1.303703704,,
1.666666667,-24.6,0.72,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,1.733333333,,
2.05,-24.58,0.73,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,2.201212121,,
2.316666667,-23.78,0.96,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,2.201212121,,
2.6,-23.31,1.04,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,2.689230769,,
2.85,-21.95,0.91,4110,P35,Spring,Female,No,Saline,2,4066,AgStation,154.2,40,2.689230769,,
-0.2,-26.46,0.65,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,-0.252416667,,
0.25,-27.09,0.66,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,0.322222222,,
0.533333333,-26.43,0.93,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,0.322222222,,
0.883333333,-25.99,1.11,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,0.877777778,,
1.15,-26.3,0.74,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,1.303703704,,
1.433333333,-24.77,0.81,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,1.303703704,,
1.733333333,-24.35,0.94,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,1.733333333,,
2.033333333,-24.86,0.97,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,2.201212121,,
2.316666667,-24.77,0.92,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,2.201212121,,
2.633333333,-25.02,1.01,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,2.689230769,,
2.8,-26.39,0.69,4098,P41,Spring,Male,No,Saline,2,4067,AgStation,174.9,38.5,2.689230769,,
-0.066666667,-19.83,0.87,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,-0.252416667,,
0.633333333,-20.09,0.78,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,0.469444445,,
0.95,-20,0.83,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,0.930952429,,
1.583333333,-16.17,0.82,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,1.457142857,,
1.9,-9.83,1.07,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,1.887499917,,
2.25,-10.95,0.81,4022,S05,Summer,Male,No,Saline,1,3946,Tumbledown,148,39,2.183333333,,
-0.083333333,-18.93,1.04,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,-0.252416667,,
0.516666667,-21.58,0.77,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,0.469444445,,
0.816666667,-19.45,1.13,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,0.930952429,,
1.183333333,-19.23,1.15,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,1.457142857,,
1.533333333,-19.61,1.02,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,1.457142857,,
1.866666667,-19.79,1.07,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,1.887499917,,
2.216666667,-20.44,1.03,4029,S08,Summer,Female,No,Saline,1,3949,Tumbledown,157,36,2.183333333,,
-0.116666667,-21.73,1.1,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,-0.252416667,,
0.25,-24.09,1.16,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,0.408333334,,
0.616666667,-23.43,0.8,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,0.408333334,,
0.933333333,-22.01,0.94,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,0.895833333,,
1.266666667,-21.52,0.93,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,1.35625,,
1.583333333,-22.99,0.9,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,1.35625,,
1.916666667,-22.36,0.75,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,1.808333333,,
2.216666667,-22.17,0.77,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,2.303030303,,
2.516666667,-23.42,0.72,3967,S12,Summer,Male,Yes,Saline,1,3958,AgStation,156,35,2.303030303,,
-0.483333333,-23.77,0.72,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,-0.252416667,,
0.75,-23.57,0.89,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,0.895833333,,
1.066666667,-23.26,0.81,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,0.895833333,,
2.2,-23.87,0.89,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,2.303030303,,
2.516666667,-24.06,0.69,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,2.303030303,,
2.8,-24.27,1.1,4002,S23,Summer,Female,Yes,Saline,1,3955,Tumbledown,183,34,2.8,,
0.8,-17.38,0.89,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,0.930952429,0,-0.91578851
1.116667,-17.67,0.82,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,0.930952429,-0.29,-1.102041716
1.933333,-18.57,0.92,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,1.887499917,-1.19,24.06313257
2.25,-10.95,0.86,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,2.183333333,6.43,31.26312499
2.566667,-1.05,0.79,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,2.654762,16.33,10.86666667
2.866667,2.21,0.89,4043,S24,Summer,Male,No,Saline,1,3954,Tumbledown,175,36,2.654762,19.59,
-0.316666667,-20.42,0.8,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,-0.252416667,,
0.616666667,-25.2,1.13,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,0.408333334,,
0.883333333,-21.74,0.93,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,0.895833333,,
1.15,-21.29,0.85,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,1.35625,,
1.4,-20.33,0.65,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,1.35625,,
1.633333333,-20.99,0.54,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,1.808333333,,
1.883333333,-20.18,0.93,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,1.808333333,,
2.133333333,-20.29,0.71,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,2.303030303,,
2.383333333,-20.55,0.68,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,2.303030303,,
2.633333333,-21.05,0.81,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,2.8,,
2.883333333,-20.45,0.92,4038,S31,Summer,Female,Yes,Saline,1,3956,Tumbledown,207,31,2.8,,
-0.466666667,-21.55,0.93,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,-0.252416667,,
0.3,-27.85,0.78,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,0.469444445,,
0.616666667,-21.26,0.91,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,0.469444445,,
0.933333333,-20.08,0.8,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,0.930952429,,
1.233333333,-21.09,0.94,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,1.457142857,,
1.55,-20.62,0.78,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,1.457142857,,
1.85,-20.75,0.81,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,1.887499917,,
2.15,-21.71,0.69,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,2.183333333,,
2.45,-21.29,0.85,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,2.654762,,
2.766666667,-20.7,0.87,4036,S32,Summer,Female,No,Saline,1,3956,Tumbledown,211,34,2.654762,,
-0.216666667,-20.25,0.86,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,-0.252416667,,
0.2,-24.53,1.17,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,0.408333334,,
0.5,-21.54,1.03,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,0.408333334,,
0.8,-21.28,0.9,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,0.895833333,,
1.1,-21.4,0.86,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,0.895833333,,
1.5,-22.28,0.91,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,1.35625,,
1.766666667,-21.9,1.12,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,1.808333333,,
2.083333333,-22.26,0.8,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,2.303030303,,
2.333333333,-23.06,0.72,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,2.303030303,,
2.616666667,-22.09,1.02,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,2.8,,
2.933333333,-22.4,0.69,4019,S39,Summer,Female,Yes,Saline,1,3947,Tumbledown,211,33.5,2.8,,
-0.166666667,-20.56,0.66,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,-0.252416667,,
0.383333333,-19.15,0.86,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,0.469444445,,
0.933333333,-18.15,0.7,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,0.930952429,,
1.55,-17.92,0.61,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,1.457142857,,
2.083333333,-17.89,0.81,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,2.183333333,,
2.733333333,-18.2,0.73,4126,S47,Summer,Female,No,Saline,2,4065,AgStation,162,36,2.654762,,
-0.783333333,-20.73,0.73,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,-0.252416667,,
0.366666667,-21.95,1.17,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,0.469444445,,
0.966666667,-22.58,0.81,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,0.930952429,,
1.566666667,-21.95,0.84,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,1.457142857,,
2.15,-21.92,0.92,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,2.183333333,,
2.45,-22.76,0.82,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,2.654762,,
2.75,-21.51,0.51,4142,S48,Summer,Male,No,Saline,2,4061,AgStation,143,34,2.654762,,
-0.116666667,-21.07,0.71,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,-0.252416667,,
0.316666667,-22.25,0.83,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,0.408333334,,
1.283333333,-22.17,1.03,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,1.35625,,
1.716666667,-23.38,0.72,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,1.808333333,,
2.016666667,-23.31,0.79,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,1.808333333,,
2.35,-23.6,0.77,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,2.303030303,,
2.65,-22.95,1.06,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,2.8,,
3,-23.09,1.2,4081,S53,Summer,Female,Yes,Saline,2,4072,AgStation,160.8,35,2.8,,
-1.7,-20.77,0.65,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,-0.252416667,,
0.4,-22.23,0.74,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,0.408333334,,
0.8,-21.99,0.69,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,0.895833333,,
1.15,-22.21,0.73,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,1.35625,,
1.633333333,-23.45,0.65,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,1.808333333,,
2.083333333,-23.05,0.82,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,2.303030303,,
2.833333333,-23.24,1.03,4097,S54,Summer,Female,Yes,Saline,2,4067,AgStation,159.2,37,2.8,,
-0.1,-20.38,0.94,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,-0.252416667,,
0.366666667,-21.29,0.77,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,0.408333334,,
0.833333333,-20.29,0.66,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,0.895833333,,
1.516666667,-21.21,1.1,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,1.35625,,
1.9,-22.35,0.76,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,1.808333333,,
2.516666667,-21.89,0.87,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,2.303030303,,
2.85,-22.76,0.7,4089,S56,Summer,Male,Yes,Saline,2,4064,AgStation,166.2,37,2.8,,
-0.15,-24.62,0.97,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,-0.252416667,,
0.133333333,-30.81,0.61,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,0.320238095,,
0.4,-25.02,0.91,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,0.320238095,,
0.683333333,-25.06,0.74,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,0.84,,
0.966666667,-25.38,0.83,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,0.84,,
1.233333333,-25.19,0.88,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,1.353703704,,
1.516666667,-25.2,1.11,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,1.353703704,,
1.833333333,-25.06,1.09,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,1.857575758,,
2.133333333,-25.37,1.04,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,2.35,,
2.433333333,-24.36,0.61,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,2.35,,
2.966666667,-24.09,0.84,4056,W04,Winter,Male,Yes,Saline,1,3945,AgStation,157.5,37,2.845454546,,
-0.183333333,-24.76,0.79,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,-0.252416667,,
0.1,-30.1,0.65,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,0.320238095,,
0.366666667,-25.93,0.7,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,0.320238095,,
0.65,-25.13,1.06,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,0.84,,
1.116666667,-24.27,0.59,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,1.353703704,,
1.366666667,-24.19,0.94,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,1.353703704,,
1.816666667,-24.39,0.58,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,1.857575758,,
2.083333333,-24.84,0.96,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,1.857575758,,
2.4,-24.3,1.07,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,2.35,,
2.7,-24.02,1.13,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,2.845454546,,
3.016666667,-23.73,0.59,3986,W08,Winter,Female,Yes,Saline,1,3961,AgStation,142,38,2.845454546,,
-0.416666667,-24.83,1.13,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,-0.252416667,,
0.25,-25.22,1.05,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,0.320238095,,
0.55,-25.32,1.03,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,0.320238095,,
0.85,-25.01,1,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,0.84,,
1.15,-24.77,1.11,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,1.353703704,,
1.45,-25.23,1.11,4042,W15,Winter,Female,Yes,Saline,1,3956,AgStation,137.3,37.5,1.353703704,,
