RelTime,Delta,CO2,Number,ID,Season,Sex,Antibiotics,Substrate,Diet,Mom,Mom_Location,BodyMass,BodyTemp,BinTime,NormDelta,Slope
1.066666667,62.9,0.84,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,0.895833333,,
1.35,73,0.93,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,1.390909091,,
1.65,94.73,0.66,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,1.838333333,,
1.916666667,95.1,0.69,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,1.838333333,,
2.233333333,94.24,0.58,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,2.333333333,,
2.483333333,79.46,0.91,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,2.333333333,,
2.783333333,71.96,0.93,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,2.816666667,,
3.066666667,66.84,0.76,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,3.312121212,,
3.35,73.65,0.93,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,3.312121212,,
3.633333333,139.75,0.59,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,3.773333333,,
3.916666667,210.7,1.04,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,3.773333333,,
4.216666667,275.94,0.91,3975,W34,Winter,Female,No,Inulin,1,3959,AgStation,116.6,35.5,4.247222222,,
-0.133333333,-24.06,0.75,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,-0.188412698,,
0.416666667,86.55,1.01,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,0.369444445,,
0.716666667,108.2,0.55,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,0.895833333,,
0.966666667,129.48,0.51,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,0.895833333,,
1.216666667,149.47,0.65,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,1.390909091,,
1.5,185.86,0.89,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,1.390909091,,
1.766666667,187.68,0.86,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,1.838333333,,
2.05,154.18,0.74,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,1.838333333,,
2.333333333,147.05,0.87,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,2.333333333,,
2.616666667,149.96,0.88,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,2.816666667,,
2.9,155.68,0.77,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,2.816666667,,
3.5,95.44,0.97,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,3.312121212,,
3.783333333,87.25,0.9,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,3.773333333,,
4.066666667,75.3,0.76,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,4.247222222,,
4.366666667,72.2,0.95,4014,W35,Winter,Male,No,Inulin,1,3957,AgStation,138.1,35.5,4.247222222,,
-0.4,-26.83,0.65,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,-0.188412698,,
0.15,-5.11,0.55,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,0.370222222,,
0.366666667,85.87,0.9,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,0.370222222,,
0.616666667,132.91,0.74,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,0.370222222,,
0.866666667,160.53,0.52,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,0.932051282,,
1.116666667,180.03,0.99,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,0.932051282,,
1.383333333,162.29,0.77,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,1.381481482,,
1.633333333,152.85,0.89,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,1.824358974,,
1.9,123.84,0.79,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,1.824358974,,
2.15,115.74,1.07,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,2.365277778,,
2.416666667,106.16,0.93,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,2.365277778,,
2.666666667,97.28,0.84,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,2.848148148,,
2.916666667,79.33,1.14,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,2.848148148,,
3.2,72.2,0.7,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,3.315151515,,
3.45,64.14,0.88,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,3.315151515,,
3.7,60.39,1.2,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,3.811111111,,
3.983333333,57.72,0.87,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,3.811111111,,
4.233333333,45.72,0.69,4161,W42,Winter,Female,Yes,Inulin,2,4062,AgStation,115.8,37,4.331818182,,
-0.2,-25.04,0.82,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,-0.188412698,,
0.266666667,107.16,0.62,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,0.369444445,,
0.55,119.71,0.87,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,0.369444445,,
1.083333333,357.72,0.51,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,0.895833333,,
1.366666667,681.95,0.87,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,1.390909091,,
1.666666667,684.91,0.86,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,1.838333333,,
1.966666667,1017.31,0.87,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,1.838333333,,
2.266666667,1124.35,0.97,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,2.333333333,,
2.566666667,1252.94,1.08,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,2.333333333,,
2.883333333,1289.55,0.9,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,2.816666667,,
3.2,1323.24,0.79,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,3.312121212,,
3.5,1311.47,0.78,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,3.312121212,,
3.8,1330.35,0.9,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,3.773333333,,
4.1,1341.61,0.86,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,4.247222222,,
4.4,1337.67,0.87,4173,W44,Winter,Female,No,Inulin,2,4064,AgStation,110.3,36.5,4.247222222,,
-0.15,-25.94,0.93,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,-0.188412698,,
0.133333333,98.7,0.95,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,0.369444445,,
0.433333333,142.5,1.04,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,0.369444445,,
0.733333333,181.99,1.04,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,0.895833333,,
1.016666667,258.02,0.9,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,0.895833333,,
1.3,319.25,0.8,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,1.390909091,,
1.566666667,347.01,1.11,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,1.390909091,,
1.883333333,411.11,1.11,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,1.838333333,,
2.616666667,582.75,0.79,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,2.816666667,,
2.9,616.31,0.81,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,2.816666667,,
3.183333333,744.76,1.1,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,3.312121212,,
3.483333333,756.41,0.83,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,3.312121212,,
3.766666667,747.84,0.89,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,3.773333333,,
4.05,668.2,0.73,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,4.247222222,,
4.333333333,590.46,0.74,4188,W46,Winter,Female,No,Inulin,2,4077,AgStation,124.7,36,4.247222222,,
-0.2,-25.25,0.93,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,-0.188412698,,
0.166666667,3.17,0.84,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,0.370222222,,
0.45,46.55,0.84,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,0.370222222,,
0.716666667,55.36,0.9,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,0.932051282,,
1.016666667,152.52,0.76,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,0.932051282,,
1.316666667,157.82,0.92,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,1.381481482,,
1.6,160.04,0.88,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,1.381481482,,
1.9,160.67,0.89,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,1.824358974,,
2.183333333,172.78,0.96,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,2.365277778,,
2.483333333,148.34,0.62,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,2.365277778,,
2.75,139.69,0.68,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,2.848148148,,
3.316666667,131.11,0.9,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,3.315151515,,
3.6,99.95,1.03,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,3.811111111,,
3.9,83.83,0.73,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,3.811111111,,
4.183333333,73.68,0.68,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,4.331818182,,
4.466666667,72.77,0.94,4115,W51,Winter,Male,Yes,Inulin,2,4066,AgStation,121.6,34,4.331818182,,
-0.133333333,-22.34,0.81,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,-0.229047619,0,-9.975000025
0.133333333,-25,1.08,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,0.417368421,-2.66,11.03333333
0.433333333,-21.69,0.88,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,0.417368421,0.65,4.366666667
0.733333333,-20.38,1.01,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,0.417368421,1.96,115.6736841
1.05,16.25,0.97,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,1.090476191,38.59,1417.376472
1.333333333,417.84,0.91,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,1.090476191,440.18,2440.552935
1.616666667,1109.33,1.06,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,1.715555556,1131.67,756.0300008
1.95,1361.34,1.11,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,1.715555556,1383.68,-488.3368416
2.266666667,1206.7,1.08,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,2.333333333,1229.04,-624.4857143
2.616666667,988.13,0.91,3968,P02,Spring,Female,No,Mannitol,1,3958,AgStation,150,37,2.333333333,1010.47,
-0.27,-21.22,0.88,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,-0.229047619,,
0.18,-22.86,1.15,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,0.417368421,,
0.5,-18.33,0.81,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,0.417368421,,
0.783333333,-14.14,1.1,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,1.090476191,,
1.1,-10.82,1.09,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,1.090476191,,
1.4,-12.89,0.76,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,1.715555556,,
1.683333333,-6.95,0.85,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,1.715555556,,
1.95,-5.55,1.01,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,1.715555556,,
2.266666667,-5.2,0.96,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,2.333333333,,
2.566666667,63.49,0.85,3984,P10,Spring,Female,No,Mannitol,1,3961,AgStation,169.4,38,2.333333333,,
-0.133333333,-20.73,0.86,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,-0.229047619,,
0.15,-22.94,1,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,0.417368421,,
0.433333333,-20.26,0.73,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,0.417368421,,
0.7,-18.42,0.99,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,0.417368421,,
0.966666667,-17.13,1.06,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,1.090476191,,
1.266666667,-14.97,1.06,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,1.090476191,,
1.566666667,-14.82,0.85,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,1.715555556,,
1.833333333,-11.28,1.05,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,1.715555556,,
2.116666667,128.2,0.92,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,2.333333333,,
2.4,402.03,1.05,4015,P13,Spring,Male,No,Mannitol,1,3957,AgStation,177.9,37,2.333333333,,
-0.166666667,-19.05,0.98,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,-0.229047619,,
0.183333333,-20.36,1.02,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,0.417368421,,
0.466666667,-17.87,0.84,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,0.417368421,,
0.733333333,-16.55,1.05,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,0.417368421,,
1.033333333,-15.66,1.09,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,1.090476191,,
1.316666667,-16.17,1.06,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,1.090476191,,
1.6,-15.97,1.03,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,1.715555556,,
1.9,-15.61,1.09,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,1.715555556,,
2.183333333,-15.33,1.05,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,2.333333333,,
2.483333333,-12.88,1.08,4053,P14,Spring,Male,No,Mannitol,1,3945,Tumbledown,208.9,39,2.333333333,,
-0.183333333,-23.38,0.77,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,-0.229047619,,
0.083333333,-30.44,1.2,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,0.370833333,,
0.383333333,-22.67,0.82,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,0.370833333,,
0.683333333,-22.56,0.83,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,0.370833333,,
0.966666667,-22.18,1.05,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,0.962820513,,
1.266666667,-21.64,0.88,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,0.962820513,,
1.55,-22.58,0.79,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,1.544444445,,
1.866666667,-22.49,1,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,1.544444445,,
2.166666667,-20.91,0.81,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,2.18627451,,
2.383333333,-21.45,0.75,4178,P17,Spring,Female,Yes,Mannitol,2,4065,AgStation,163.6,38,2.18627451,,
-0.066666667,-25.37,0.95,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,-0.229047619,,
0.266666667,-25.15,0.82,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,0.417368421,,
0.5,-22.67,0.94,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,0.417368421,,
0.783333333,107.76,1.03,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,1.090476191,,
1.066666667,479.45,1.05,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,1.090476191,,
1.383333333,843.44,0.76,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,1.715555556,,
1.666666667,1305.06,0.8,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,1.715555556,,
1.916666667,1282.7,0.94,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,1.715555556,,
2.216666667,1167.14,1.01,4144,P18,Spring,Male,No,Mannitol,2,4061,AgStation,161.9,38,2.333333333,,
-0.15,-24.33,0.76,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,-0.229047619,,
0.116666667,-23.59,0.82,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,0.370833333,,
0.766666667,-19.12,0.73,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,0.962820513,,
1.2,-19.37,0.8,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,0.962820513,,
1.55,-20.01,0.97,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,1.544444445,,
1.95,-20.78,0.91,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,2.18627451,,
2.416666667,-20.66,0.59,4149,P23,Spring,Male,Yes,Mannitol,2,4061,AgStation,170.6,38,2.18627451,,
-0.116666667,-22.11,0.92,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,-0.229047619,,
0.2,-23.73,0.81,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,0.370833333,,
0.65,-21.66,0.67,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,0.370833333,,
0.966666667,-21.47,0.83,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,0.962820513,,
1.516666667,-22.55,0.62,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,1.544444445,,
1.916666667,-22.59,0.71,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,2.18627451,,
2.2,-21.24,0.8,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,2.18627451,,
2.483333333,-20.67,0.94,4170,P25,Spring,Male,Yes,Mannitol,2,4063,AgStation,134.7,38,2.18627451,,
-0.15,-28.2,0.96,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,-0.229047619,,
0.416666667,-22.1,0.5,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,0.370833333,,
0.75,-23.48,1,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,0.962820513,,
1.033333333,-24.59,1.01,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,0.962820513,,
1.316666667,-22.88,0.86,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,1.544444445,,
1.616666667,-21.08,1.2,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,1.544444445,,
1.9,-21.77,1.04,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,2.18627451,,
2.183333333,-22.81,1.18,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,2.18627451,,
2.45,-23.16,0.93,4177,P27,Spring,Female,Yes,Mannitol,2,4064,AgStation,157.1,35,2.18627451,,
-0.166666667,-19.82,0.89,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,-0.229047619,,
0.3,-24.57,0.91,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,0.370833333,,
0.583333333,-24.11,0.84,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,0.370833333,,
0.866666667,-22.68,1.04,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,0.962820513,,
1.2,-24.92,0.88,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,0.962820513,,
1.5,-22.83,0.7,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,1.544444445,,
1.783333333,-20.14,0.92,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,1.544444445,,
2.066666667,-20.54,0.95,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,2.18627451,,
2.35,-21.51,0.88,4139,P29,Spring,Female,Yes,Mannitol,2,4077,AgStation,146.7,37.5,2.18627451,,
-0.15,-25.49,0.93,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,-0.229047619,,
0.416666667,-20.86,1.09,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,0.370833333,,
0.716666667,-23.3,0.68,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,0.962820513,,
1,-22.21,1.05,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,0.962820513,,
1.3,-21,0.95,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,1.544444445,,
1.6,-21.34,1.06,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,1.544444445,,
1.933333333,-21.16,1.01,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,2.18627451,,
2.25,-22.6,0.83,4113,P31,Spring,Male,Yes,Mannitol,2,4066,AgStation,162.2,39.5,2.18627451,,
-0.166666667,-24.18,1.12,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,-0.229047619,,
0.116666667,-22.14,0.84,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,0.417368421,,
0.416666667,-23.32,0.7,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,0.417368421,,
0.7,-20.27,0.89,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,0.417368421,,
0.983333333,95.82,0.75,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,1.090476191,,
1.266666667,529.7,0.65,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,1.090476191,,
1.55,1043.55,0.97,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,1.715555556,,
1.833333333,1305.68,0.89,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,1.715555556,,
2.116666667,1368.65,0.77,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,2.333333333,,
2.383333333,1370.94,0.75,4135,P37,Spring,Male,No,Mannitol,2,4076,AgStation,165.6,39,2.333333333,,
-0.166666667,-24.44,0.95,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,-0.229047619,,
0.133333333,-26.61,0.95,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,0.417368421,,
0.433333333,-23.09,0.98,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,0.417368421,,
0.716666667,-21.97,0.91,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,0.417368421,,
1.016666667,-22.29,0.71,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,1.090476191,,
1.3,-20.47,0.69,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,1.090476191,,
1.883333333,42.89,0.74,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,1.715555556,,
2.25,287.43,0.74,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,2.333333333,,
2.466666667,516.25,0.82,4078,P40,Spring,Female,No,Mannitol,2,4072,AgStation,135.2,37,2.333333333,,
-0.133333333,-24.51,0.93,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,-0.229047619,,
0.166666667,-25.29,0.89,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,0.370833333,,
0.45,-23.67,0.87,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,0.370833333,,
0.75,23.08,0.88,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,0.962820513,,
1.033333333,-22.61,0.99,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,0.962820513,,
1.316666667,-22.41,1.02,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,1.544444445,,
1.616666667,-24.4,0.71,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,1.544444445,,
1.9,-15.2,0.55,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,2.18627451,,
2.15,-22.62,1.17,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,2.18627451,,
2.466666667,-23.49,1.04,4096,P46,Spring,Male,Yes,Mannitol,2,4068,AgStation,159.2,39.5,2.18627451,,
-0.216666667,-21.69,1.18,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,-0.229047619,,
0.45,-8.1,0.8,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,0.366666667,,
0.733333333,16.41,0.83,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,0.980769231,,
1.033333333,331.17,0.92,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,0.980769231,,
1.35,692.5,0.88,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,1.594871795,,
1.65,747.61,0.97,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,1.594871795,,
1.966666667,716.37,0.85,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,2.217857143,,
2.266666667,644,0.95,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,2.217857143,,
2.583333333,530.96,0.93,3972,S02,Summer,Female,No,Mannitol,1,3959,AgStation,99.1,36,2.217857143,,
-0.183333333,-21.28,1.12,4031,S13,Summer,Female,No,Mannitol,1,3949,Tumbledown,190,35,-0.229047619,,
