"reads"	"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
98	"Bacteria"	"Candidatus Tectomicrobia"	"NA"	"NA"	"NA"	"NA"	"NA"
71	"Bacteria"	"Rhodothermaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
88	"Archaea"	"Candidatus Bathyarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
88	"Archaea"	"Candidatus Woesearchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
84	"Bacteria"	"Candidatus Atribacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
81	"Archaea"	"Candidatus Lokiarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
69	"Bacteria"	"Nitrospinae"	"NA"	"NA"	"NA"	"NA"	"NA"
78	"Bacteria"	"Candidatus Uhrbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
75	"Bacteria"	"Candidatus Desantisbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
72	"Bacteria"	"Candidatus Bipolaricaulota"	"NA"	"NA"	"NA"	"NA"	"NA"
72	"Bacteria"	"Candidatus Aminicenantes"	"NA"	"NA"	"NA"	"NA"	"NA"
70	"Bacteria"	"Candidatus Magasanikbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
65	"Bacteria"	"Candidatus Roizmanbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
62	"Bacteria"	"candidate division NC10"	"NA"	"NA"	"NA"	"NA"	"NA"
62	"Bacteria"	"candidate division WOR-3"	"NA"	"NA"	"NA"	"NA"	"NA"
61	"Bacteria"	"Candidatus Moranbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
55	"Bacteria"	"Candidatus Woesebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
55	"Eukaryota"	"Perkinsozoa"	"NA"	"NA"	"NA"	"NA"	"NA"
54	"Bacteria"	"Candidatus Aerophobetes"	"NA"	"NA"	"NA"	"NA"	"NA"
53	"Bacteria"	"Candidatus Dadabacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
47	"Eukaryota"	"Heterolobosea"	"NA"	"NA"	"NA"	"NA"	"NA"
47	"Bacteria"	"candidate division WWE3"	"NA"	"NA"	"NA"	"NA"	"NA"
46	"Bacteria"	"Candidatus Wallbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
35	"Bacteria"	"Candidatus Riflebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
44	"Bacteria"	"Candidatus Kryptonia"	"NA"	"NA"	"NA"	"NA"	"NA"
43	"Bacteria"	"Candidatus Gottesmanbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
43	"Bacteria"	"Candidatus Edwardsbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
42	"Archaea"	"Candidatus Heimdallarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
40	"Bacteria"	"Candidatus Eremiobacteraeota"	"NA"	"NA"	"NA"	"NA"	"NA"
32	"Archaea"	"Thaumarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
37	"Bacteria"	"Candidatus Kaiserbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
36	"Eukaryota"	"Cryptomycota"	"NA"	"NA"	"NA"	"NA"	"NA"
20	"Bacteria"	"Candidatus Sumerlaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
33	"Bacteria"	"Candidatus Doudnabacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
33	"Bacteria"	"Candidatus Firestonebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
30	"Bacteria"	"Candidatus Handelsmanbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
30	"Bacteria"	"Candidatus Dormibacteraeota"	"NA"	"NA"	"NA"	"NA"	"NA"
30	"Bacteria"	"Candidatus Abyssubacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
29	"Archaea"	"Candidatus Thorarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
28	"Bacteria"	"candidate division CPR2"	"NA"	"NA"	"NA"	"NA"	"NA"
28	"Bacteria"	"Candidatus Nealsonbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
27	"Bacteria"	"Candidatus Kapabacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
27	"Bacteria"	"Candidatus Nomurabacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
27	"Bacteria"	"Candidatus Kerfeldbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
26	"Bacteria"	"Candidatus Daviesbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
25	"Bacteria"	"Candidatus Eisenbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
25	"Bacteria"	"Candidatus Schekmanbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
25	"Bacteria"	"Candidatus Ryanbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
23	"Eukaryota"	"Discosea"	"NA"	"NA"	"NA"	"NA"	"NA"
13	"Bacteria"	"Caldiserica"	"NA"	"NA"	"NA"	"NA"	"NA"
23	"Archaea"	"Candidatus Altiarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
22	"Bacteria"	"Candidatus Hydrogenedentes"	"NA"	"NA"	"NA"	"NA"	"NA"
22	"Bacteria"	"Candidatus Pacebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
21	"Bacteria"	"Candidatus Hydrothermae"	"NA"	"NA"	"NA"	"NA"	"NA"
21	"Bacteria"	"Candidatus Levybacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
19	"Eukaryota"	"Foraminifera"	"NA"	"NA"	"NA"	"NA"	"NA"
19	"Bacteria"	"Candidatus Liptonbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
17	"Bacteria"	"Candidatus Berkelbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Candidatus Fermentibacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
17	"Bacteria"	"Candidatus Buchananbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
17	"Eukaryota"	"Endomyxa"	"NA"	"NA"	"NA"	"NA"	"NA"
16	"Bacteria"	"Candidatus Sungbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
15	"Archaea"	"Candidatus Aenigmarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
14	"Bacteria"	"Candidatus Delongbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
14	"Bacteria"	"Candidatus Portnoybacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
13	"Bacteria"	"Candidatus Woykebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
13	"Bacteria"	"Candidatus Terrybacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
12	"Bacteria"	"Candidatus Gracilibacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
12	"Bacteria"	"Candidatus Yanofskybacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
12	"Bacteria"	"Candidatus Coatesbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
12	"Bacteria"	"Candidatus Goldbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
11	"Bacteria"	"Candidatus Komeilibacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
11	"Bacteria"	"candidate division LCP-89"	"NA"	"NA"	"NA"	"NA"	"NA"
10	"Archaea"	"Candidatus Micrarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
10	"Bacteria"	"Candidatus Glassbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
10	"Bacteria"	"Candidatus Raymondbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
10	"Bacteria"	"Candidatus Yonathbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Candidatus Shapirobacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Candidatus Andersenbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Candidatus Zambryskibacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
8	"Bacteria"	"Candidatus Lindowbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
8	"Bacteria"	"Candidatus Lloydbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
7	"Bacteria"	"Candidatus Curtissbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
7	"Bacteria"	"Candidatus Harrisonbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
7	"Bacteria"	"Candidatus Staskawiczbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
7	"Bacteria"	"Candidatus Wirthbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Archaea"	"Candidatus Korarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Bacteria"	"candidate division CPR3"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Bacteria"	"candidate division KD3-62"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Bacteria"	"Candidatus Wolfebacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Bacteria"	"Candidatus Kuenenbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
6	"Bacteria"	"Candidatus Taylorbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
5	"Bacteria"	"Candidatus Jorgensenbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Candidatus Microgenomates"	"NA"	"NA"	"NA"	"NA"	"NA"
4	"Archaea"	"Nanoarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Candidatus Jacksonbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
4	"Archaea"	"Candidatus Marsarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Candidatus Aureabacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Candidatus Collierbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Candidatus Adlerbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Candidatus Blackburnbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Candidatus Chisholmbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Candidatus Wildermuthbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Eukaryota"	"Imbricatea"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Bacteria"	"Candidatus Beckwithbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Bacteria"	"Candidatus Amesbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Bacteria"	"Candidatus Giovannonibacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Bacteria"	"Candidatus Azambacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Archaea"	"Candidatus Verstraetearchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
2	"Archaea"	"Candidatus Geothermarchaeota"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Archaea"	"Candidatus Diapherotrites"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Campbellbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Fischerbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Fraserbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Colwellbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Spechtbacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Candidatus Cerribacteria"	"NA"	"NA"	"NA"	"NA"	"NA"
1353	"Viruses"	NA	NA	NA	NA	NA	NA
1362615	"cannot be assigned to a (non-viral) phylum"	NA	NA	NA	NA	NA	NA
10553604	"unclassified"	NA	NA	NA	NA	NA	NA
7436	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"NA"	"NA"	"NA"	"NA"
226	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"NA"	"NA"	"NA"	"NA"
30473	"Bacteria"	"Firmicutes"	"Clostridia"	"NA"	"NA"	"NA"	"NA"
2231	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"NA"	"NA"	"NA"	"NA"
2629	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"NA"	"NA"	"NA"	"NA"
2096	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"NA"	"NA"	"NA"	"NA"
540	"Bacteria"	"Firmicutes"	"Bacilli"	"NA"	"NA"	"NA"	"NA"
2717	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"NA"	"NA"	"NA"	"NA"
191	"Bacteria"	"Firmicutes"	"Negativicutes"	"NA"	"NA"	"NA"	"NA"
452	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"NA"	"NA"	"NA"	"NA"
776	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"NA"	"NA"	"NA"	"NA"
160	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"NA"	"NA"	"NA"	"NA"
25	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"NA"	"NA"	"NA"	"NA"
911	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"NA"	"NA"	"NA"	"NA"
83	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"NA"	"NA"	"NA"	"NA"
55	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"NA"	"NA"	"NA"	"NA"
1252	"Bacteria"	"Firmicutes"	"Tissierellia"	"NA"	"NA"	"NA"	"NA"
5	"Bacteria"	"Tenericutes"	"Mollicutes"	"NA"	"NA"	"NA"	"NA"
128	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"NA"	"NA"	"NA"	"NA"
5	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"NA"	"NA"	"NA"	"NA"
2	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"NA"	"NA"	"NA"	"NA"
68	"Bacteria"	"Thermotogae"	"Thermotogae"	"NA"	"NA"	"NA"	"NA"
90	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"NA"	"NA"	"NA"	"NA"
165	"Bacteria"	"Chloroflexi"	"Dehalococcoidia"	"NA"	"NA"	"NA"	"NA"
320	"Bacteria"	"Ignavibacteriae"	"Ignavibacteria"	"NA"	"NA"	"NA"	"NA"
205	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"NA"	"NA"	"NA"	"NA"
29	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"NA"	"NA"	"NA"	"NA"
4	"Eukaryota"	"Ascomycota"	"Eurotiomycetes"	"NA"	"NA"	"NA"	"NA"
18	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"NA"	"NA"	"NA"	"NA"
20	"Eukaryota"	"Ascomycota"	"Leotiomycetes"	"NA"	"NA"	"NA"	"NA"
30	"Bacteria"	"Nitrospirae"	"Nitrospira"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Proteobacteria"	"Oligoflexia"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"NA"	"NA"	"NA"	"NA"
200	"Eukaryota"	"NA"	"Oomycota"	"NA"	"NA"	"NA"	"NA"
3	"Eukaryota"	"Mucoromycota"	"Glomeromycetes"	"NA"	"NA"	"NA"	"NA"
106	"Eukaryota"	"Chlorophyta"	"Trebouxiophyceae"	"NA"	"NA"	"NA"	"NA"
141	"Bacteria"	"Proteobacteria"	"Zetaproteobacteria"	"NA"	"NA"	"NA"	"NA"
13	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"NA"	"NA"	"NA"	"NA"
18	"Eukaryota"	"Ascomycota"	"Dothideomycetes"	"NA"	"NA"	"NA"	"NA"
15	"Eukaryota"	"Basidiomycota"	"Agaricomycetes"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Aquificae"	"Aquificae"	"NA"	"NA"	"NA"	"NA"
18	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Kiritimatiellaeota"	"Kiritimatiellae"	"NA"	"NA"	"NA"	"NA"
10	"Archaea"	"Euryarchaeota"	"Halobacteria"	"NA"	"NA"	"NA"	"NA"
102	"Bacteria"	"Acidobacteria"	"Blastocatellia"	"NA"	"NA"	"NA"	"NA"
6	"Eukaryota"	"Chytridiomycota"	"Chytridiomycetes"	"NA"	"NA"	"NA"	"NA"
11	"Bacteria"	"Elusimicrobia"	"Elusimicrobia"	"NA"	"NA"	"NA"	"NA"
113	"Eukaryota"	"NA"	"Bigyra"	"NA"	"NA"	"NA"	"NA"
3	"Eukaryota"	"Ciliophora"	"Oligohymenophorea"	"NA"	"NA"	"NA"	"NA"
15	"Eukaryota"	"Euglenozoa"	"Kinetoplastea"	"NA"	"NA"	"NA"	"NA"
37	"Bacteria"	"Chloroflexi"	"Caldilineae"	"NA"	"NA"	"NA"	"NA"
8	"Eukaryota"	"Evosea"	"Eumycetozoa"	"NA"	"NA"	"NA"	"NA"
3	"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"NA"	"NA"	"NA"	"NA"
11	"Eukaryota"	"Ascomycota"	"Sordariomycetes"	"NA"	"NA"	"NA"	"NA"
1	"Eukaryota"	"Haptista"	"Haptophyta"	"NA"	"NA"	"NA"	"NA"
4	"Eukaryota"	"Rhodophyta"	"Bangiophyceae"	"NA"	"NA"	"NA"	"NA"
67	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Planctomycetes"	"Candidatus Brocadiae"	"NA"	"NA"	"NA"	"NA"
11	"Eukaryota"	"Rhodophyta"	"Florideophyceae"	"NA"	"NA"	"NA"	"NA"
64	"Eukaryota"	"NA"	"Dinophyceae"	"NA"	"NA"	"NA"	"NA"
62	"Eukaryota"	"NA"	"Cryptophyceae"	"NA"	"NA"	"NA"	"NA"
34	"Archaea"	"Crenarchaeota"	"Thermoprotei"	"NA"	"NA"	"NA"	"NA"
56	"Eukaryota"	"NA"	"Choanoflagellata"	"NA"	"NA"	"NA"	"NA"
1	"Eukaryota"	"Bacillariophyta"	"Bacillariophyceae"	"NA"	"NA"	"NA"	"NA"
9	"Archaea"	"Euryarchaeota"	"Thermococci"	"NA"	"NA"	"NA"	"NA"
41	"Bacteria"	"Candidatus Margulisbacteria"	"Candidatus Riflemargulisbacteria"	"NA"	"NA"	"NA"	"NA"
14	"Eukaryota"	"Basidiomycota"	"Tremellomycetes"	"NA"	"NA"	"NA"	"NA"
16	"Bacteria"	"Chloroflexi"	"Ardenticatenia"	"NA"	"NA"	"NA"	"NA"
28	"Eukaryota"	"NA"	"Eustigmatophyceae"	"NA"	"NA"	"NA"	"NA"
27	"Eukaryota"	"NA"	"Phaeophyceae"	"NA"	"NA"	"NA"	"NA"
27	"Bacteria"	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	"NA"	"NA"	"NA"	"NA"
3	"Eukaryota"	"Basidiomycota"	"Microbotryomycetes"	"NA"	"NA"	"NA"	"NA"
2	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"NA"	"NA"	"NA"	"NA"
23	"Eukaryota"	"NA"	"Pelagophyceae"	"NA"	"NA"	"NA"	"NA"
4	"Bacteria"	"Acidobacteria"	"Holophagae"	"NA"	"NA"	"NA"	"NA"
22	"Bacteria"	"Candidatus Margulisbacteria"	"Candidatus Marinamargulisbacteria"	"NA"	"NA"	"NA"	"NA"
22	"Bacteria"	"Proteobacteria"	"Candidatus Lambdaproteobacteria"	"NA"	"NA"	"NA"	"NA"
9	"Bacteria"	"Chloroflexi"	"Thermoflexia"	"NA"	"NA"	"NA"	"NA"
15	"Bacteria"	"Chloroflexi"	"Candidatus Thermofonsia"	"NA"	"NA"	"NA"	"NA"
13	"Bacteria"	"Acidobacteria"	"Thermoanaerobaculia"	"NA"	"NA"	"NA"	"NA"
14	"Bacteria"	"Acidobacteria"	"Vicinamibacteria"	"NA"	"NA"	"NA"	"NA"
12	"Bacteria"	"Proteobacteria"	"Candidatus Muproteobacteria"	"NA"	"NA"	"NA"	"NA"
10	"Bacteria"	"Candidatus Riflebacteria"	"Candidatus Ozemobacteria"	"NA"	"NA"	"NA"	"NA"
6	"Eukaryota"	"NA"	"Polycystinea"	"NA"	"NA"	"NA"	"NA"
6	"Archaea"	"Euryarchaeota"	"Theionarchaea"	"NA"	"NA"	"NA"	"NA"
4	"Eukaryota"	"NA"	"Glaucocystophyceae"	"NA"	"NA"	"NA"	"NA"
3	"Archaea"	"Euryarchaeota"	"Candidatus Methanofastidiosa"	"NA"	"NA"	"NA"	"NA"
2	"Eukaryota"	"Cercozoa"	"Chlorarachniophyceae"	"NA"	"NA"	"NA"	"NA"
2	"Eukaryota"	"NA"	"Dictyochophyceae"	"NA"	"NA"	"NA"	"NA"
1	"Archaea"	"Euryarchaeota"	"Methanonatronarchaeia"	"NA"	"NA"	"NA"	"NA"
1	"Archaea"	"Euryarchaeota"	"Nanohaloarchaea"	"NA"	"NA"	"NA"	"NA"
1	"Eukaryota"	"NA"	"Breviatea"	"NA"	"NA"	"NA"	"NA"
1	"Eukaryota"	"Discosea"	"Flabellinia"	"NA"	"NA"	"NA"	"NA"
1	"Eukaryota"	"Tubulinea"	"Echinamoebida"	"NA"	"NA"	"NA"	"NA"
1	"Bacteria"	"Chloroflexi"	"Tepidiformia"	"NA"	"NA"	"NA"	"NA"
1353	"Viruses"	NA	NA	NA	NA	NA	NA
1832808	"cannot be assigned to a (non-viral) class"	NA	NA	NA	NA	NA	NA
10553604	"unclassified"	NA	NA	NA	NA	NA	NA
4765820	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"NA"	"NA"	"NA"
1580	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"NA"	"NA"	"NA"
795025	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"NA"	"NA"	"NA"
27774	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"NA"	"NA"	"NA"
