,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Chlorophyta;Chlorophyceae;Chlorosarcinales;NA;NA;NA;,0,0.000005,0,0,0,0,0.000011,0,0.000006,0,0,0.000003,0.000008,0.000004,0.000003,0,0.000022,0.000014
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;NA;NA;NA;,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003
Eukaryota;Ascomycota;Lecanoromycetes;Lecanorales;NA;NA;NA;,0,0.000003,0,0,0.000003,0.000002,0.000004,0,0.000006,0,0.000003,0,0,0,0,0,0,0.000003
Eukaryota;Ciliophora;Karyorelictea;Loxodida;NA;NA;NA;,0,0.000003,0,0,0.000002,0,0.000004,0.000003,0,0,0.000003,0,0,0.000013,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Trentepohliales;NA;NA;NA;,0,0.000003,0,0,0.000007,0.000002,0,0,0,0,0,0.000006,0.000006,0,0,0,0.000051,0
Eukaryota;NA;Dictyochophyceae;Dictyochales;NA;NA;NA;,0,0.000003,0.000004,0,0,0.000002,0.000004,0,0,0,0.000007,0,0.000006,0,0,0,0,0
Eukaryota;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;NA;NA;NA;,0,0.000003,0,0,0.000014,0,0.000007,0,0.000003,0,0,0.000003,0,0.000004,0.000005,0.000003,0,0.000014
Eukaryota;NA;Chrysophyceae;Chromulinales;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0.000002,0,0.000003,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;Tintinnida;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Fragilariophyceae;Rhaponeidales;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Discosea;NA;Himatismenida;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Cryptophyceae;Kathablepharidacea;NA;NA;NA;,0,0.000003,0.000004,0,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Acrosymphytales;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Discosea;Flabellinia;Dactylopodida;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Mastogloiales;NA;NA;NA;,0,0.000003,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;NA;Colponemida;NA;NA;NA;,0,0.000003,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;NA;Tsukubamonadida;NA;NA;NA;,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Hapalidiales;NA;NA;NA;,0,0,0.000053,0.000147,0,0,0,0.000003,0,0.000005,0,0.000030,0,0,0,0,0.000003,0.000003
Eukaryota;Tubulinea;Elardia;Euamoebida;NA;NA;NA;,0,0,0.000013,0.000002,0,0,0,0,0,0,0,0.000009,0,0,0,0,0,0
Eukaryota;Parabasalia;NA;Honigbergiellida;NA;NA;NA;,0,0,0.000009,0.000007,0,0,0,0,0,0,0.000010,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Ulvales;NA;NA;NA;,0,0,0.000004,0.000005,0.000005,0,0,0.000006,0,0.000007,0.000007,0.000009,0,0,0,0,0,0
Eukaryota;NA;Pelagophyceae;Sarcinochrysidales;NA;NA;NA;,0,0,0.000004,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Halymeniales;NA;NA;NA;,0,0,0.000004,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Rhodophyta;Stylonematophyceae;Stylonematales;NA;NA;NA;,0,0,0.000004,0.000045,0,0.000005,0.000007,0.000003,0.000009,0.000007,0,0.000009,0,0.000004,0,0,0.000013,0.000003
Eukaryota;Cercozoa;Thecofilosea;Cryomonadida;NA;NA;NA;,0,0,0.000004,0.000002,0.000003,0.000002,0,0,0,0,0.000003,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Microthyriales;NA;NA;NA;,0,0,0.000004,0.000002,0.000005,0.000002,0,0,0,0.000009,0,0.000006,0.000005,0,0,0,0,0
Archaea;Crenarchaeota;Thermoprotei;Acidilobales;NA;NA;NA;,0,0,0.000004,0.000012,0.000003,0.000002,0.000022,0,0.000060,0.000009,0.000024,0.000012,0.000005,0.000008,0,0,0.000067,0.000091
Eukaryota;Ascomycota;Dothideomycetes;Lineolatales;NA;NA;NA;,0,0,0.000004,0,0.000002,0.000002,0,0,0.000006,0,0,0,0.000002,0.000004,0.000003,0.000003,0.000003,0.000010
Eukaryota;NA;Phaeophyceae;Desmarestiales;NA;NA;NA;,0,0,0,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Polycystinea;Collodaria;NA;NA;NA;,0,0,0,0.000005,0,0.000002,0.000011,0,0,0,0,0,0,0,0,0,0.000006,0
Bacteria;Proteobacteria;Alphaproteobacteria;Minwuiales;NA;NA;NA;,0,0,0,0.000005,0.000005,0.000030,0,0.000006,0.000003,0,0.000003,0.000003,0.000002,0.000013,0.000003,0,0.000003,0.000007
Bacteria;Actinobacteria;Actinobacteria;Sporichthyales;NA;NA;NA;,0,0,0,0.000005,0.000003,0.000007,0.000004,0,0,0,0,0.000003,0.000008,0,0,0,0.000003,0.000010
Eukaryota;NA;Phaeophyceae;Laminariales;NA;NA;NA;,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Dasycladales;NA;NA;NA;,0,0,0,0.000002,0,0,0,0,0,0,0,0.000003,0,0.000004,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Ulotrichales;NA;NA;NA;,0,0,0,0.000002,0,0,0.000007,0.000003,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Rhodophyta;Compsopogonophyceae;Erythropeltidales;NA;NA;NA;,0,0,0,0.000002,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Gelidiales;NA;NA;NA;,0,0,0,0.000002,0,0,0.000007,0,0,0.000002,0,0,0.000003,0.000008,0,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Balbianiales;NA;NA;NA;,0,0,0,0.000002,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Ignatiales;NA;NA;NA;,0,0,0,0.000002,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Lecanoromycetes;Umbilicariales;NA;NA;NA;,0,0,0,0.000002,0,0,0,0,0,0,0,0,0.000003,0,0.000003,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Scotinosphaerales;NA;NA;NA;,0,0,0,0.000002,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Oligohymenophorea;Thigmotrichida;NA;NA;NA;,0,0,0,0,0.000029,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Pyrenulales;NA;NA;NA;,0,0,0,0,0.000005,0,0,0,0,0,0,0,0,0.000017,0,0,0,0
Eukaryota;NA;Dictyochophyceae;Rhizochromulinales;NA;NA;NA;,0,0,0,0,0.000005,0,0.000004,0,0.000014,0.000007,0,0,0.000002,0,0,0,0.000010,0
Eukaryota;Rhodophyta;Florideophyceae;Batrachospermales;NA;NA;NA;,0,0,0,0,0.000003,0,0,0.000003,0,0,0,0,0.000005,0,0,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;NA;NA;NA;,0,0,0,0,0.000003,0,0,0,0,0,0,0,0.000006,0,0.000005,0.000003,0,0.000010
Eukaryota;Ciliophora;Spirotrichea;Stichotrichida;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Phyllopharyngea;Endogenida;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Phyllopharyngea;Chlamydodontida;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;NA;Dictyochophyceae;Florenciellales;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Compsopogonophyceae;Compsopogonales;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0.000003
Eukaryota;NA;NA;Sticholonchida;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Discosea;NA;Stygamoebida;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Archaea;Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;NA;NA;NA;,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;NA;Dictyochophyceae;Pedinellales;NA;NA;NA;,0,0,0,0,0,0.000005,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;NA;NA;NA;,0,0,0,0,0,0.000002,0.000007,0,0.000003,0,0,0.000003,0,0.000004,0,0,0,0
Eukaryota;Bacillariophyta;Mediophyceae;Toxariales;NA;NA;NA;,0,0,0,0,0,0.000002,0,0.000003,0,0,0.000003,0,0.000002,0,0,0,0,0
Eukaryota;Ciliophora;Colpodea;Colpodida;NA;NA;NA;,0,0,0,0,0,0,0.000007,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Corallinales;NA;NA;NA;,0,0,0,0,0,0,0.000004,0,0.000003,0,0,0.000003,0.000002,0,0,0,0,0.000003
Archaea;Euryarchaeota;Methanopyri;Methanopyrales;NA;NA;NA;,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0.000003,0
Eukaryota;Chlorophyta;Palmophyllophyceae;Prasinococcales;NA;NA;NA;,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Rhodophyta;Rhodellophyceae;Dixoniellales;NA;NA;NA;,0,0,0,0,0,0,0.000004,0.000006,0,0,0,0,0,0.000004,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Oltmannsiellopsidales;NA;NA;NA;,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;Microthamniales;NA;NA;NA;,0,0,0,0,0,0,0,0.000003,0.000003,0.000002,0,0,0.000002,0.000013,0.000005,0,0,0
Eukaryota;Ascomycota;Sordariomycetes;Togniniales;NA;NA;NA;,0,0,0,0,0,0,0,0.000003,0.000003,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Asterotexiales;NA;NA;NA;,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0
Eukaryota;Euglenozoa;Kinetoplastea;Parabodonida;NA;NA;NA;,0,0,0,0,0,0,0,0,0.000006,0,0,0.000003,0,0,0,0,0.000006,0.000003
Eukaryota;Chlorophyta;Pedinophyceae;Pedinomonadales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0.000003
Eukaryota;NA;Glaucocystophyceae;Gloeochaetales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.000002,0,0,0.000002,0,0,0,0,0.000003
Eukaryota;Ascomycota;Lecanoromycetes;Pertusariales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Ulvophyceae;Oltmansiellopsidales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0.000003,0
Eukaryota;Evosea;Variosea;Protosteliida;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Nephroselmidophyceae;Nephroselmidales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.000007,0.000003,0,0,0,0,0.000003,0
Eukaryota;Rhodophyta;Florideophyceae;Bonnemaisoniales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0.000003,0
Eukaryota;NA;Acantharea;Chaunacanthida;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Basidiomycota;Microbotryomycetes;Kriegeriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0
Eukaryota;Rhodophyta;Florideophyceae;Sporolithales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0.000003,0,0,0
Eukaryota;Haptista;Haptophyta;Coccolithales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0
Eukaryota;Euglenozoa;Euglenida;Heteronematales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0
Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0
Eukaryota;Ascomycota;Lecanoromycetes;Rhizocarpales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0
Eukaryota;Ascomycota;Lecanoromycetes;Caliciales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0
