,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;NA;NA;NA;,0.000111,0.000060,0.000180,0.000033,0.000044,0.000016,0.000070,0.000022,0.000057,0.000568,0.000091,0.000081,0.000171,0.000121,0.000013,0.000019,0.000161,0
Eukaryota;Perkinsozoa;NA;Perkinsida;NA;NA;NA;,0.000111,0.000207,0.000092,0.000059,0.000144,0.000211,0.000202,0.000037,0.000083,0.000059,0.000185,0.000087,0.000032,0.000787,0.000078,0.000116,0.000080,0.000010
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;NA;NA;NA;,0.000111,0.000086,0.000123,0.000207,0.000058,0.000054,0.000151,0.000259,0.000074,0.000089,0.000150,0.000063,0.000326,0.000059,0.000048,0.000019,0.000463,0.000206
Eukaryota;Rhodophyta;Bangiophyceae;Porphyridiales;NA;NA;NA;,0.000109,0.000105,0.000101,0.000043,0.000091,0.000040,0.000092,0.000653,0.000026,0.000096,0.000080,0.000084,0.000022,0.000134,0.000035,0.000056,0.000048,0.000073
Eukaryota;Zoopagomycota;Harpellomycetes;Harpellales;NA;NA;NA;,0.000109,0.000194,0.000276,0.000128,0.000103,0.000082,0.000151,0.000243,0.000114,0.000014,0.000052,0.000132,0.000034,0.000335,0.000126,0.000050,0.000141,0.000024
Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;NA;NA;NA;,0.000106,0.000225,0.000293,0.000088,0.000234,0.000066,0.000221,0.000009,0.000023,0.000030,0.000059,0.000162,0.000021,0.000239,0.000056,0.000044,0.000055,0.000014
Bacteria;Actinobacteria;Actinobacteria;Jiangellales;NA;NA;NA;,0.000106,0.000076,0.000460,0.000233,0.000080,0.000192,0.000099,0.000086,0.000063,0.000084,0.000105,0.000175,0.000139,0.000092,0.000601,0.000053,0.000090,0.000070
Bacteria;Proteobacteria;Oligoflexia;Silvanigrellales;NA;NA;NA;,0.000106,0.000081,0.000197,0.000143,0.000058,0.000042,0.000066,0.000052,0.000123,0.000189,0.000042,0.000099,0.000121,0.000063,0.000021,0.000016,0.000071,0.000147
Eukaryota;Chytridiomycota;Chytridiomycetes;Chytridiales;NA;NA;NA;,0.000104,0.000272,0.000175,0.000078,0.000200,0.000077,0.000228,0.000049,0.000057,0.000014,0.000077,0.000135,0.000018,0.000850,0.000056,0.000063,0.000093,0.000024
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;NA;NA;NA;,0.000104,0.000173,0.000118,0.000038,0.000024,0.000047,0.000074,0.000009,0.000057,0,0.000028,0.000093,0.000018,0.000088,0.000030,0.000006,0.000032,0.000024
Bacteria;Verrucomicrobia;Methylacidiphilae;Methylacidiphilales;NA;NA;NA;,0.000104,0.000181,0.000407,0.000121,0.000032,0.000077,0.000173,0.000284,0.000197,0.000041,0.000084,0.000150,0.000054,0.000054,0.000016,0.000097,0.000128,0.000066
Eukaryota;NA;Cryptophyceae;Pyrenomonadales;NA;NA;NA;,0.000102,0.000241,0.000136,0.000095,0.000130,0.000077,0.000199,0.000025,0.000048,0.000016,0.000108,0.000181,0.000050,0.000444,0.000070,0.000041,0.000061,0.000035
Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;NA;NA;,0.000100,0.000118,0.000096,0.000012,0.000103,0.000038,0.000029,0.000018,0.000003,0.000016,0.000021,0.000175,0.000010,0.000067,0.000032,0.000019,0.000003,0.000014
Eukaryota;Evosea;Eumycetozoa;Acytosteliales;NA;NA;NA;,0.000100,0.000210,0.000254,0.000055,0.000110,0.000049,0.000096,0.000037,0.000034,0.000037,0.000070,0.000129,0.000024,0.000331,0.000046,0.000091,0.000013,0.000021
Bacteria;Proteobacteria;Gammaproteobacteria;Immundisolibacterales;NA;NA;NA;,0.000097,0.000016,0.000018,0.000031,0.000054,0.000012,0.000044,0.000539,0.000114,0.000055,0.000056,0.000021,0.000051,0.000050,0.000008,0.000078,0.000029,0.000112
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;NA;NA;NA;,0.000095,0.000097,0.000210,0.000128,0.000164,0.000035,0.000110,0.000046,0.000023,0.000023,0.000101,0.000105,0.000027,0.000226,0.000059,0.000028,0.000039,0.000031
Bacteria;Caldiserica;Caldisericia;Caldisericales;NA;NA;NA;,0.000088,0.000165,0.000250,0.000131,0.000046,0.000166,0.000037,0.000031,0.000630,0.000091,0.000073,0.000099,0.000042,0.000063,0.000185,0.000003,0.000051,0.000531
Bacteria;Proteobacteria;Oligoflexia;Oligoflexales;NA;NA;NA;,0.000088,0.000063,0.000101,0.000088,0.000061,0.000016,0.000114,0.000475,0.000083,0.000139,0.000087,0.000057,0.000083,0.000075,0.000038,0.000119,0.000154,0.000241
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;NA;NA;NA;,0.000086,0.000097,0.000136,0.000173,0.000059,0.000040,0.000037,0.000354,0.000165,0.000073,0.000136,0.000175,0.000078,0.000260,0.000105,0.000084,0.000279,0.000429
Bacteria;Nitrospinae;Nitrospinia;Nitrospinales;NA;NA;NA;,0.000086,0.000094,0.000118,0.000128,0.000110,0.000176,0.000033,0.000441,0.000314,0.000103,0.000084,0.000135,0.000097,0.000084,0.000080,0.000053,0.000122,0.000140
Eukaryota;NA;Bigyra;Bicosoecida;NA;NA;NA;,0.000083,0.000183,0.000197,0.000185,0.000068,0.000030,0.000077,0.000062,0.000051,0.000030,0.000073,0.000090,0.000046,0.000117,0.000040,0.000031,0.000434,0.000175
Eukaryota;Parabasalia;NA;Trichonymphida;NA;NA;NA;,0.000083,0.000071,0.000368,0.000124,0.000002,0,0.000007,0.000006,0,0.000116,0.000318,0.000048,0.000006,0.000054,0.000003,0,0.000055,0
Bacteria;Chloroflexi;Ardenticatenia;Ardenticatenales;NA;NA;NA;,0.000083,0.000050,0.000114,0.000112,0.000036,0.000028,0.000051,0.000114,0.000103,0.000073,0.000028,0.000063,0.000053,0.000080,0.000027,0.000031,0.000026,0.000038
Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;NA;NA;NA;,0.000083,0.000013,0.000184,0.000052,0.000025,0.000129,0.000022,0.000092,0.000043,0.000016,0.000017,0.000042,0.000024,0.000004,0.000011,0.000053,0.000032,0.000035
Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA;,0.000081,0.000113,0.000140,0.000026,0.000096,0.000038,0.000048,0.000018,0.000017,0.000027,0.000024,0.000111,0.000010,0.000155,0.000059,0.000034,0.000019,0.000024
Eukaryota;Ascomycota;Sordariomycetes;Xylariales;NA;NA;NA;,0.000079,0.000105,0.000245,0.000219,0.000078,0.000131,0.000040,0.000028,0.000020,0.000089,0.000087,0.000045,0.000075,0.000084,0.000048,0.000003,0.000511,0.000276
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;NA;NA;NA;,0.000079,0.000131,0.000131,0.000036,0.000100,0.000021,0.000051,0.000055,0.000014,0.000034,0.000038,0.000090,0.000018,0.000155,0.000056,0.000019,0.000010,0.000038
Bacteria;Thermotogae;Thermotogae;Mesoaciditogales;NA;NA;NA;,0.000079,0.000367,0.000039,0.000114,0.000083,0.000091,0.000301,0.000290,0.000382,0.000094,0.000147,0.000069,0.000141,0.000113,0.000091,0.000116,0.000202,0.000286
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;NA;NA;NA;,0.000076,0.000136,0.000206,0.000033,0.000066,0.000023,0.000085,0.000028,0.000037,0.000021,0.000042,0.000111,0.000011,0.000218,0.000051,0.000003,0.000019,0.000017
Eukaryota;Haptista;Haptophyta;Prymnesiales;NA;NA;NA;,0.000076,0.000128,0.000114,0.000064,0.000080,0.000026,0.000074,0.000015,0.000029,0.000021,0.000045,0.000181,0.000032,0.000126,0.000024,0.000006,0.000029,0.000007
Eukaryota;Zoopagomycota;Zoopagomycetes;Zoopagales;NA;NA;NA;,0.000076,0.000128,0.000114,0.000026,0.000090,0.000038,0.000088,0.000009,0.000029,0.000016,0.000049,0.000105,0.000010,0.000180,0.000024,0.000028,0.000019,0.000017
Eukaryota;NA;Oomycota;Pythiales;NA;NA;NA;,0.000076,0.000086,0.000171,0.000074,0.000124,0.000047,0.000092,0.000025,0.000017,0.000066,0.000031,0.000087,0.000016,0.000276,0.000027,0.000034,0.000045,0.000052
Bacteria;Proteobacteria;Deltaproteobacteria;Candidatus Acidulodesulfobacterales;NA;NA;NA;,0.000076,0.000092,0.000131,0.000147,0.000152,0.000054,0.000140,0.000034,0.000120,0.000098,0.000091,0.000132,0.000081,0.000092,0.000062,0.000006,0.000157,0.000021
Eukaryota;NA;Phaeophyceae;Ectocarpales;NA;NA;NA;,0.000074,0.000071,0.000144,0.000026,0.000052,0.000019,0.000099,0.000237,0.000029,0.000112,0.000052,0.000087,0.000058,0.000151,0.000021,0.000016,0.000064,0.000028
Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;NA;NA;,0.000074,0.000065,0.000088,0.000014,0.000076,0.000021,0.000029,0.000003,0.000014,0.000030,0.000031,0.000054,0.000010,0.000046,0.000024,0.000006,0.000013,0.000017
Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;NA;NA;NA;,0.000072,0.000037,0.000026,0.000017,0.000046,0.000023,0.000037,0.000028,0.000029,0.000014,0.000024,0.000036,0.000018,0.000080,0.000032,0.000006,0.000010,0.000003
Archaea;Euryarchaeota;Methanonatronarchaeia;Methanonatronarchaeales;NA;NA;NA;,0.000072,0,0,0,0.000003,0.000007,0,0.000003,0,0,0.000003,0,0,0,0.000008,0,0,0
Eukaryota;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;NA;NA;NA;,0.000067,0.000052,0.000096,0.000024,0.000066,0.000012,0.000103,0.000003,0.000009,0.000009,0.000031,0.000045,0.000006,0.000059,0.000024,0.000003,0.000029,0.000003
Archaea;Euryarchaeota;Halobacteria;Natrialbales;NA;NA;NA;,0.000067,0.000045,0.000031,0.000050,0.000068,0.000080,0.000029,0.000031,0.000071,0.000025,0.000035,0.000069,0.000062,0.000121,0.000059,0.000003,0.000055,0.000038
Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;NA;NA;NA;,0.000065,0.000126,0.000079,0.000100,0.000161,0.000070,0.000059,0.000203,0.000180,0.000043,0.000052,0.000156,0.000141,0.000101,0.000051,0.000047,0.000148,0.000126
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;NA;NA;NA;,0.000065,0.000045,0.000109,0.000178,0.000149,0.000096,0.000235,0.000210,0.000302,0.000091,0.000087,0.000099,0.000083,0.000113,0.000035,0.000156,0.000199,0.000237
Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;NA;NA;NA;,0.000065,0.000094,0.000144,0.000048,0.000069,0.000026,0.000103,0.000077,0.000083,0.000023,0.000038,0.000099,0.000030,0.000092,0.000035,0.000066,0.000035,0.000063
Eukaryota;Basidiomycota;Agaricomycetes;Cantharellales;NA;NA;NA;,0.000062,0.000068,0.000057,0.000021,0.000046,0.000030,0.000070,0.000015,0.000017,0.000041,0.000024,0.000093,0.000019,0.000172,0.000040,0.000022,0.000016,0.000007
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;NA;NA;NA;,0.000062,0.000039,0.000053,0.000036,0.000161,0.000026,0.000051,0.000015,0.000051,0.000041,0.000024,0.000039,0.000050,0.000088,0.000030,0,0.000016,0.000017
Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;NA;NA;NA;,0.000062,0.000110,0.000018,0.000040,0.000014,0.000021,0.000386,0.000022,0.000020,0.000046,0.000031,0.000036,0.000062,0.000017,0.000067,0,0.000077,0.000108
Archaea;Candidatus Altiarchaeota;NA;Candidatus Altiarchaeales;NA;NA;NA;,0.000060,0.000068,0.000022,0.000074,0.000058,0.000026,0.000085,0.000314,0.000143,0.000059,0.000161,0.000081,0.000401,0.000126,0.000016,0.000013,0.000202,0.000251
Eukaryota;NA;NA;Jakobida;NA;NA;NA;,0.000058,0.000094,0.000166,0.000033,0.000073,0.000033,0.000018,0.000025,0.000020,0.000027,0.000038,0.000111,0.000016,0.000096,0.000027,0.000006,0.000173,0
Eukaryota;Endomyxa;NA;Plasmodiophorida;NA;NA;NA;,0.000056,0.000155,0.000123,0.000019,0.000122,0.000061,0.000062,0.000012,0.000014,0.000016,0.000035,0.000132,0.000016,0.000209,0.000032,0.000028,0.000016,0.000007
Eukaryota;Chlorophyta;Trebouxiophyceae;Trebouxiales;NA;NA;NA;,0.000056,0.000068,0.000118,0.000147,0.000042,0.000012,0.000015,0.000018,0.000009,0.000011,0.000010,0.000102,0.000024,0.000113,0.000013,0.000013,0.000077,0.000007
Bacteria;Cyanobacteria;Gloeobacteria;Gloeobacterales;NA;NA;NA;,0.000053,0.000131,0.000044,0.000076,0.000157,0.000091,0.000077,0.000373,0.000114,0.000075,0.000119,0.000238,0.000137,0.000138,0.000115,0.000009,0.000077,0.000175
Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;NA;NA;NA;,0.000053,0.000071,0.000101,0.000038,0.000030,0.000070,0.000040,0.000040,0.000034,0.000062,0.000056,0.000096,0.000077,0.000013,0.000035,0.000003,0.000051,0.000014
Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;NA;NA;NA;,0.000053,0.000039,0.000061,0.000059,0.000039,0.000410,0.000051,0.000040,0.000063,0.000041,0.000056,0.000075,0.000016,0.000059,0.000035,0.000013,0.000035,0.000017
Bacteria;Coprothermobacterota;Coprothermobacteria;Coprothermobacterales;NA;NA;NA;,0.000053,0.000165,0.000053,0.000090,0.000042,0.000150,0.000165,0.000324,0.000185,0.000048,0.000028,0.000114,0.000072,0.000046,0.000145,0.000003,0.000132,0.000115
Eukaryota;Basidiomycota;Ustilaginomycetes;Ustilaginales;NA;NA;NA;,0.000051,0.000024,0.000026,0.000067,0.000071,0.000047,0.000062,0.000009,0.000014,0.000030,0.000038,0.000054,0.000077,0.000096,0.000030,0.000025,0.000039,0.000003
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;NA;NA;NA;,0.000049,0.000136,0.000193,0.000102,0.000100,0.000014,0.000107,0.000022,0.000100,0.000025,0.000059,0.000090,0.000034,0.000218,0.000019,0.000009,0.000122,0.000112
Eukaryota;Basidiomycota;Agaricomycetes;Geastrales;NA;NA;NA;,0.000049,0.000105,0.000022,0.000012,0.000012,0.000009,0.000007,0,0.000006,0,0.000003,0.000063,0,0.000025,0,0.000003,0,0
Bacteria;Candidatus Eremiobacteraeota;NA;Candidatus Eremiobacterales;NA;NA;NA;,0.000049,0.000050,0.000018,0.000021,0.000041,0.000028,0.000096,0.000644,0.000011,0.000096,0.000077,0.000063,0.000026,0.000017,0.000021,0.000028,0.000019,0.000094
Eukaryota;NA;Bigyra;Thraustochytrida;NA;NA;NA;,0.000049,0.000081,0.000140,0.000029,0.000064,0.000026,0.000110,0.000006,0.000017,0.000007,0.000017,0.000090,0.000019,0.000168,0.000032,0.000016,0.000019,0.000010
Eukaryota;Basidiomycota;Pucciniomycetes;Pucciniales;NA;NA;NA;,0.000046,0.000113,0.000144,0.000055,0.000086,0.000007,0.000015,0.000006,0.000029,0.000103,0.000108,0.000144,0.000120,0.000281,0.000024,0.000003,0,0.000007
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;NA;NA;NA;,0.000046,0.000162,0.000197,0.000055,0.000095,0.000068,0.000147,0.000049,0.000026,0.000023,0.000056,0.000141,0.000011,0.000184,0.000080,0.000019,0.000042,0.000038
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;NA;NA;NA;,0.000046,0.000052,0.000053,0.000062,0.000036,0.000035,0.000048,0.000037,0.000040,0.000011,0.000049,0.000057,0.000010,0.000172,0.000035,0.000016,0.000016,0.000007
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;NA;NA;NA;,0.000046,0.000060,0.000105,0.000033,0.000054,0.000035,0.000033,0,0.000046,0.000009,0.000021,0.000084,0.000005,0.000130,0.000056,0.000013,0.000003,0.000003
Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;NA;NA;NA;,0.000046,0.000037,0.000083,0.000017,0.000046,0.000056,0.000026,0.000083,0.000026,0.000009,0.000028,0.000093,0.000006,0.000054,0.000016,0.000019,0.000019,0.000024
Eukaryota;Basidiomycota;Agaricomycetes;Russulales;NA;NA;NA;,0.000046,0.000063,0.000114,0.000033,0.000069,0.000019,0.000033,0.000022,0.000037,0.000021,0.000017,0.000057,0.000008,0.000059,0.000021,0.000016,0.000006,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodothalassiales;NA;NA;NA;,0.000046,0.000029,0.000035,0.000019,0.000012,0.000012,0.000040,0.000022,0.000066,0.000041,0.000014,0.000018,0.000026,0.000025,0.000008,0,0.000048,0.000028
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;NA;NA;NA;,0.000044,0.000034,0.000031,0.000059,0.000140,0.000028,0.000066,0.000028,0.000034,0.000009,0.000049,0.000042,0.000018,0.000046,0.000021,0.000003,0.000026,0
Eukaryota;Basidiomycota;Dacrymycetes;Dacrymycetales;NA;NA;NA;,0.000044,0.000089,0.000070,0.000088,0.000032,0.000035,0.000570,0.000022,0.000752,0.000007,0.000056,0.000081,0.000061,0.000163,0.000064,0.000003,0.000209,0.000608
Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;NA;NA;NA;,0.000044,0,0.000004,0,0.000046,0.000002,0.000004,0.000003,0,0,0.000003,0.000006,0,0.000054,0.000003,0,0,0
Eukaryota;NA;Eustigmatophyceae;Eustigmatales;NA;NA;NA;,0.000044,0.000058,0.000096,0.000050,0.000051,0.000026,0.000099,0.000018,0.000020,0.000030,0.000080,0.000045,0.000022,0.000126,0.000016,0.000003,0.000067,0.000035
Eukaryota;Ascomycota;Sordariomycetes;Glomerellales;NA;NA;NA;,0.000044,0.000152,0.000070,0.000064,0.000095,0.000033,0.000029,0.000037,0.000017,0.000812,0.000042,0.000147,0.000275,0.000218,0.000059,0.000003,0.000032,0.000014
Eukaryota;Rhodophyta;Florideophyceae;Gigartinales;NA;NA;NA;,0.000042,0.000068,0.000083,0.000017,0.000042,0.000023,0.000055,0.000028,0.000017,0.000023,0.000014,0.000117,0.000018,0.000105,0.000038,0.000013,0.000067,0.000017
Eukaryota;Rhodophyta;Florideophyceae;Gracilariales;NA;NA;NA;,0.000042,0.000100,0.000123,0.000074,0.000058,0.000047,0.000059,0.000314,0.000020,0.000059,0.000038,0.000069,0.000016,0.000113,0.000038,0.000050,0.000032,0.000045
Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;NA;NA;NA;,0.000042,0.000045,0.000131,0.000071,0.000100,0.000052,0.000033,0.000046,0.000154,0.000034,0.000045,0.000045,0.000077,0.000105,0.000046,0.000006,0.000051,0.000136
Eukaryota;Ciliophora;Oligohymenophorea;Philasterida;NA;NA;NA;,0.000042,0.000086,0.000083,0.000057,0.000063,0.000007,0.000118,0.000015,0.000020,0.000014,0.000031,0.000045,0.000006,0.000226,0.000038,0.000019,0.000039,0.000007
Bacteria;Actinobacteria;Actinobacteria;Acidothermales;NA;NA;NA;,0.000039,0.000045,0.000013,0.000021,0.000003,0.000007,0,0.000003,0.000011,0.000027,0.000024,0.000042,0.000032,0,0,0,0,0.000010
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;NA;NA;NA;,0.000037,0.000008,0.000061,0.000043,0.000044,0.000059,0.000051,0.000049,0.000040,0.000043,0.000021,0.000054,0.000032,0.000038,0.000011,0.000003,0.000026,0.000021
Eukaryota;NA;Pelagophyceae;Pelagomonadales;NA;NA;NA;,0.000037,0.000110,0.000144,0.000052,0.000042,0.000066,0.000085,0.000062,0.000051,0.000018,0.000038,0.000072,0.000042,0.000163,0.000043,0.000006,0.000032,0.000063
Eukaryota;Mucoromycota;Mortierellomycetes;Mortierellales;NA;NA;NA;,0.000037,0.000102,0.000074,0.000050,0.000061,0.000049,0.000074,0.000006,0.000077,0.000011,0.000056,0.000060,0.000010,0.000050,0.000048,0.000016,0.000029,0.000098
Eukaryota;Basidiomycota;Agaricomycetes;Sebacinales;NA;NA;NA;,0.000037,0.000055,0.000053,0.000036,0.000044,0.000012,0.000037,0.000018,0.000009,0.000021,0.000021,0.000033,0.000046,0.000071,0.000003,0.000091,0.000029,0.000003
Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;NA;NA;NA;,0.000037,0.000055,0.000035,0.000048,0.000056,0.000045,0.000096,0.000206,0.000074,0.000011,0.000084,0.000093,0.000043,0.000096,0.000046,0.000013,0.000093,0.000087
Bacteria;Actinobacteria;Actinobacteria;Candidatus Nanopelagicales;NA;NA;NA;,0.000037,0.000003,0.000053,0.000024,0.000037,0.000012,0.000004,0.000009,0.000077,0.000011,0.000042,0.000009,0.000011,0.000046,0.000016,0,0.000006,0
Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA;,0.000035,0.000086,0.000066,0.000026,0.000029,0.000045,0.000055,0.000018,0.000026,0.000034,0.000042,0.000117,0.000018,0.000096,0.000021,0.000016,0.000016,0
Eukaryota;Ascomycota;Orbiliomycetes;Orbiliales;NA;NA;NA;,0.000035,0.000018,0.000018,0,0.000019,0.000007,0.000011,0,0.000009,0.000011,0.000045,0.000033,0.000125,0.000025,0,0,0.000006,0
Bacteria;Armatimonadetes;Fimbriimonadia;Fimbriimonadales;NA;NA;NA;,0.000035,0.000045,0,0.000055,0.000042,0.000023,0.000022,0.000012,0.000031,0.000071,0.000024,0.000036,0.000021,0.000117,0.000005,0.000009,0.000064,0.000007
Bacteria;Cyanobacteria;NA;Spirulinales;NA;NA;NA;,0.000035,0.000115,0.000092,0.000045,0.000115,0.000087,0.000044,0.000142,0.000111,0.000128,0.000063,0.000072,0.000053,0.000071,0.000072,0.000006,0.000019,0.000038
Eukaryota;Mucoromycota;Endogonomycetes;Endogonales;NA;NA;NA;,0.000032,0.000084,0.000127,0.000012,0.000037,0.000021,0.000029,0.000579,0.000046,0.000160,0.000052,0.000051,0.000054,0.000092,0.000013,0.000022,0.000029,0.000056
Eukaryota;Chlorophyta;Ulvophyceae;Bryopsidales;NA;NA;NA;,0.000032,0.000024,0.000009,0.000012,0,0.000005,0.000004,0.000003,0,0.000011,0.000021,0.000027,0.000014,0,0.000013,0,0.000016,0.000007
Eukaryota;Zoopagomycota;Dimargaritomycetes;Dimargaritales;NA;NA;NA;,0.000032,0.000065,0.000035,0.000017,0.000061,0.000023,0.000040,0.000015,0.000014,0.000016,0.000014,0.000048,0.000013,0.000096,0.000016,0.000003,0.000010,0.000010
Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;NA;NA;NA;,0.000032,0.000039,0.000026,0.000126,0.000047,0.000124,0.000066,0.000052,0.000040,0.000050,0.000056,0.000114,0.000077,0.000323,0.000089,0.000019,0.000151,0.000059
Bacteria;Cyanobacteria;NA;Gloeoemargaritales;NA;NA;NA;,0.000032,0.000071,0.000022,0.000019,0.000017,0.000023,0.000029,0.000046,0.000046,0.000007,0.000021,0.000036,0.000013,0.000025,0.000005,0.000025,0.000010,0.000031
Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;NA;NA;NA;,0.000030,0.000037,0.000048,0.000021,0.000027,0.000023,0.000037,0.000006,0.000003,0.000005,0.000003,0.000030,0.000008,0.000038,0.000011,0.000009,0.000019,0.000014
Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;NA;NA;NA;,0.000030,0,0.000035,0.000010,0.000049,0.000047,0.000022,0.000055,0.000037,0.000007,0.000035,0.000042,0.000027,0.000021,0.000011,0.000013,0.000022,0.000017
Eukaryota;Chytridiomycota;Chytridiomycetes;Caulochytriales;NA;NA;NA;,0.000030,0.000110,0.000096,0.000012,0.000034,0.000016,0.000029,0.000006,0.000014,0.000009,0.000014,0.000057,0.000030,0.000121,0.000027,0.000003,0.000003,0.000014
Archaea;Euryarchaeota;Candidatus Methanoliparia;Candidatus Methanoliparales;NA;NA;NA;,0.000030,0.000076,0.000035,0.000036,0.000027,0.000023,0.000004,0.000012,0.000020,0.000014,0.000007,0.000045,0.000037,0.000042,0.000032,0,0.000035,0.000112
Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;NA;NA;NA;,0.000028,0.000021,0.000004,0.000014,0.000029,0.000026,0.000026,0.000009,0.000011,0.000032,0.000031,0.000015,0.000016,0.000004,0.000008,0,0.000029,0.000003
Eukaryota;Zoopagomycota;Kickxellomycetes;Kickxellales;NA;NA;NA;,0.000028,0.000050,0.000048,0.000043,0.000036,0.000016,0.000022,0.000018,0,0.000011,0.000045,0.000054,0.000008,0.000067,0.000011,0.000031,0.000026,0.000010
Eukaryota;Chlorophyta;Trebouxiophyceae;Prasiolales;NA;NA;NA;,0.000028,0,0.000009,0.000005,0.000003,0.000016,0,0,0,0.000009,0.000003,0.000015,0.000014,0,0.000003,0.000003,0,0
Eukaryota;Parabasalia;NA;Hypotrichomonadida;NA;NA;NA;,0.000028,0.000008,0.000070,0.000043,0.000002,0,0,0.000003,0,0.000021,0.000070,0.000009,0,0.000004,0.000003,0,0.000016,0
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;NA;NA;NA;,0.000028,0.000013,0.000018,0.000031,0.000005,0.000014,0.000015,0.000022,0.000017,0.000009,0.000010,0.000012,0.000021,0,0.000013,0.000022,0.000058,0.000070
Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;NA;NA;NA;,0.000028,0.000018,0.000035,0.000064,0.000052,0.000033,0.000055,0.000028,0.000060,0.000043,0.000010,0.000063,0.000032,0.000013,0.000032,0.000050,0.000013,0.000003
Eukaryota;Ascomycota;Sordariomycetes;Ophiostomatales;NA;NA;NA;,0.000025,0.000039,0.000009,0.000019,0.000064,0.000023,0.000018,0.000025,0.000006,0.000055,0.000052,0.000024,0.000008,0.000050,0.000008,0.000006,0.000013,0
Eukaryota;Ciliophora;Oligohymenophorea;Peniculida;NA;NA;NA;,0.000023,0.000050,0.000066,0.000062,0.000034,0.000028,0.000055,0.000114,0.000171,0.000009,0.000080,0.000054,0.000011,0.000096,0.000048,0.000006,0.000006,0.000017
Eukaryota;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;NA;NA;NA;,0.000023,0.000047,0.000053,0.000019,0.000019,0.000035,0.000055,0,0.000003,0.000021,0.000042,0.000030,0.000019,0.000071,0.000016,0.000003,0.000013,0.000014
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;NA;NA;NA;,0.000023,0.000042,0.000022,0.000040,0.000008,0.000030,0.000018,0.000006,0.000060,0.000119,0.000021,0.000033,0.000010,0.000059,0.000046,0.000009,0.000019,0.000059
Bacteria;Spirochaetes;Spirochaetia;Brevinematales;NA;NA;NA;,0.000023,0.000065,0.000053,0.000078,0.000027,0.000054,0.000026,0.000025,0.000057,0.000041,0.000031,0.000042,0.000067,0.000034,0.000110,0,0.000045,0.000070
Bacteria;Proteobacteria;Alphaproteobacteria;Micropepsales;NA;NA;NA;,0.000023,0,0.000004,0.000002,0.000002,0,0,0.000006,0.000017,0.000002,0,0.000006,0.000002,0.000004,0.000003,0,0.000003,0.000003
Eukaryota;Euglenozoa;Kinetoplastea;Eubodonida;NA;NA;NA;,0.000023,0.000073,0.000096,0.000010,0.000034,0.000019,0.000004,0.000003,0.000003,0.000005,0.000003,0.000027,0,0.000042,0.000016,0.000006,0.000006,0.000007
