KOID	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K02841	2.88672E-06	2.7468E-05	1.46158E-05	2.08909E-05	1.03837E-05	7.80031E-06	2.12358E-05	1.75116E-05	1.43264E-05	1.37085E-05	1.24818E-05	0	8.3208E-06	1.89183E-05	1.58382E-05	1.0291E-05	5.03875E-06	1.92955E-05
K02843	2.30938E-05	0.000109872	2.92315E-05	5.07351E-05	4.84573E-05	3.51014E-05	3.71627E-05	4.08604E-05	3.82038E-05	3.19865E-05	3.74454E-05	3.0239E-05	1.87218E-05	3.31071E-05	3.16763E-05	3.08731E-05	3.02325E-05	4.50227E-05
K02844	2.88672E-06	0.00013734	9.74383E-06	1.19377E-05	1.03837E-05	3.90016E-06	5.30895E-06	5.8372E-06	0	0	4.1606E-06	6.71978E-06	4.1604E-06	9.45917E-06	0	0	1.00775E-05	0
K02846	2.88672E-06	0	4.87192E-06	0	3.46124E-06	3.90016E-06	5.30895E-06	0	0	0	0	0	0	0	1.05588E-05	0	0	6.43182E-06
K02849	2.88672E-06	2.7468E-05	0	2.98442E-06	3.46124E-06	7.80031E-06	5.30895E-06	5.8372E-06	0	0	0	3.35989E-06	0	0	5.27939E-06	0	0	0
K02851	0.000415688	0.000219744	0.000409241	0.000489444	0.0004465	0.000479719	0.000552131	0.000490325	0.000525303	0.000498076	0.000395257	0.000406546	0.000449323	0.000425663	0.000353719	0.000555716	0.000569379	0.000488818
K02852	6.35078E-05	8.2404E-05	3.41034E-05	8.35636E-05	5.53798E-05	9.36037E-05	6.37075E-05	7.00464E-05	6.20813E-05	3.19865E-05	5.40878E-05	7.72774E-05	6.86466E-05	6.14846E-05	6.33526E-05	6.17462E-05	8.062E-05	7.075E-05
K02854	4.04141E-05	8.2404E-05	5.35911E-05	5.37195E-05	5.19186E-05	1.95008E-05	3.18537E-05	4.66976E-05	3.82038E-05	1.37085E-05	4.57666E-05	4.36785E-05	2.28822E-05	3.78367E-05	2.11175E-05	7.20372E-05	2.0155E-05	1.92955E-05
K02855	3.17539E-05	2.7468E-05	4.38473E-05	4.77506E-05	3.80736E-05	1.56006E-05	4.24716E-05	4.08604E-05	3.34284E-05	4.56951E-05	5.82484E-05	3.35989E-05	3.95238E-05	3.78367E-05	3.16763E-05	4.11641E-05	2.51937E-05	3.21591E-05
K02856	6.63945E-05	0.000109872	9.74383E-05	8.05792E-05	0.000121143	0.000105304	7.43254E-05	9.92324E-05	8.59587E-05	9.59596E-05	9.15332E-05	8.73571E-05	6.86466E-05	0.00011351	0.000105588	0.000133783	7.05425E-05	7.075E-05
K02857	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	2.0802E-06	0	0	0	0	0
K02858	0	0.00013734	0	0	0	0	0	0	0	0	0	0	0	4.72959E-06	0	0	0	0
K02859	2.88672E-06	2.7468E-05	4.87192E-06	2.98442E-06	0	3.90016E-06	0	0	0	4.56951E-06	4.1606E-06	0	2.0802E-06	4.72959E-06	5.27939E-06	0	0	0
K02860	0.000242484	0.00041202	0.000272827	0.000337239	0.00028036	0.000280811	0.000270757	0.000367744	0.000286529	0.0003747	0.00027876	0.00030575	0.000345313	0.000312153	0.000285087	0.000246985	0.000302325	0.000263705
K02863	0.000762094	0.00164808	0.00073566	0.000820714	0.000834158	0.000783931	0.000764489	0.000758836	0.000802281	0.000785955	0.000844602	0.000769414	0.000817519	0.000889162	0.00086054	0.000627753	0.000791083	0.000913318
K02864	0.000421461	0.000741636	0.000394625	0.000495413	0.000415349	0.000413417	0.000392863	0.000461139	0.000391589	0.000424964	0.000470148	0.000450225	0.000474286	0.000420933	0.000411792	0.000319022	0.000398061	0.000430932
K02865	2.88672E-06	2.7468E-05	1.94877E-05	5.96883E-06	6.92248E-06	7.80031E-06	1.59269E-05	0	0	4.56951E-06	1.24818E-05	1.00797E-05	0	1.89183E-05	5.27939E-06	0	5.03875E-06	0
K02866	1.15469E-05	2.7468E-05	2.43596E-05	8.95325E-06	3.11511E-05	7.80031E-06	2.12358E-05	5.8372E-06	4.77548E-06	0	8.3212E-06	2.01593E-05	4.1604E-06	2.36479E-05	5.27939E-06	0	1.00775E-05	0
K02867	0.000655285	0.001730484	0.00058463	0.000674478	0.00069917	0.000682527	0.000626457	0.000653766	0.000701996	0.000726552	0.000736426	0.000648458	0.000719749	0.00068106	0.000723276	0.000524843	0.000710463	0.000720364
K02868	1.15469E-05	5.4936E-05	1.94877E-05	2.98442E-06	3.46124E-06	0	1.59269E-05	5.8372E-06	4.77548E-06	0	8.3212E-06	1.67994E-05	4.1604E-06	9.45917E-06	5.27939E-06	1.0291E-05	5.03875E-06	0
K02870	8.66016E-06	2.7468E-05	2.92315E-05	1.19377E-05	2.76899E-05	1.56006E-05	2.12358E-05	0	4.77548E-06	4.56951E-06	4.1606E-06	1.34396E-05	2.0802E-06	3.78367E-05	1.58382E-05	1.0291E-05	5.03875E-06	0
K02871	0.000623531	0.00123606	0.000701556	0.000674478	0.000661096	0.000686427	0.000674237	0.00068879	0.000711547	0.000671717	0.000615769	0.000621579	0.000684386	0.000695249	0.000633526	0.000586589	0.000660076	0.000643182
K02872	1.44336E-05	8.2404E-05	2.92315E-05	5.96883E-06	1.73062E-05	1.17005E-05	2.12358E-05	5.8372E-06	4.77548E-06	4.56951E-06	8.3212E-06	2.01593E-05	2.0802E-06	2.83775E-05	1.05588E-05	1.0291E-05	1.00775E-05	6.43182E-06
K02873	8.66016E-06	0	4.87192E-06	2.98442E-06	0	3.90016E-06	5.30895E-06	0	0	0	1.24818E-05	0	0	0	0	1.0291E-05	5.03875E-06	0
K02874	0.000623531	0.00164808	0.000677197	0.000680447	0.000657635	0.000573323	0.000589294	0.000642092	0.000725873	0.000708274	0.000728105	0.000635019	0.000640702	0.00069052	0.00068632	0.000607171	0.000634882	0.000694637
K02875	5.77344E-06	0	4.87192E-06	0	0	0	0	0	0	0	4.1606E-06	3.35989E-06	2.0802E-06	4.72959E-06	0	0	0	0
K02876	0.000617758	0.000906444	0.000647965	0.000719244	0.00069917	0.000569423	0.000637075	0.00062458	0.000663792	0.000699135	0.000686499	0.000641739	0.000698947	0.000737815	0.00068632	0.000545425	0.00068527	0.000662477
K02877	1.15469E-05	2.7468E-05	9.74383E-06	2.98442E-06	6.92248E-06	1.17005E-05	1.06179E-05	5.8372E-06	4.77548E-06	1.8278E-05	8.3212E-06	1.00797E-05	0	1.89183E-05	5.27939E-06	1.0291E-05	1.00775E-05	0
K02878	0.000632192	0.001208592	0.000618733	0.000707306	0.00067148	0.000631825	0.000679546	0.000642092	0.00069722	0.000731121	0.000744747	0.000631659	0.000680225	0.000728356	0.000633526	0.000566007	0.000670153	0.000675341
K02879	0.000574457	0.000878976	0.000594374	0.000719244	0.000647251	0.000600624	0.000605221	0.000612906	0.000654241	0.000639731	0.000653214	0.000614859	0.000640702	0.000666872	0.000670482	0.00050426	0.000670153	0.000688205
K02880	5.77344E-06	2.7468E-05	4.87192E-06	0	0	0	5.30895E-06	0	0	0	0	3.35989E-06	0	0	0	1.0291E-05	5.03875E-06	0
K02881	0.000580231	0.001016316	0.000662581	0.000677462	0.000654174	0.000596724	0.000631766	0.000630418	0.000711547	0.000694565	0.000711462	0.000624939	0.000636541	0.000666872	0.000617688	0.00050426	0.000634882	0.000752523
K02882	5.77344E-06	0	0	2.98442E-06	0	3.90016E-06	5.30895E-06	5.8372E-06	0	0	4.1606E-06	6.71978E-06	0	0	0	1.0291E-05	5.03875E-06	0
K02883	1.15469E-05	2.7468E-05	1.46158E-05	8.95325E-06	1.03837E-05	7.80031E-06	1.59269E-05	5.8372E-06	0	4.56951E-06	4.1606E-06	1.00797E-05	2.0802E-06	1.41888E-05	5.27939E-06	1.0291E-05	1.00775E-05	0
K02884	0.000557137	0.001290996	0.000574886	0.000644634	0.0006161	0.000565523	0.000541513	0.000577883	0.000659016	0.000621453	0.00062825	0.0005947	0.000574135	0.000610117	0.00060185	0.000524843	0.000619766	0.000585296
K02885	5.77344E-06	2.7468E-05	1.46158E-05	8.95325E-06	3.46124E-06	7.80031E-06	5.30895E-06	0	0	4.56951E-06	8.3212E-06	1.34396E-05	0	4.72959E-06	0	0	5.03875E-06	0
K02886	0.000909317	0.001593144	0.000901305	0.000916216	0.000913767	0.000904836	0.000881286	0.000811371	0.000912117	0.000845359	0.00096942	0.000923969	0.000925689	0.000979024	0.000871099	0.000761536	0.000841471	0.001041955
K02887	0.00056291	0.000988848	0.000545655	0.000638665	0.000602255	0.000581123	0.000525587	0.000589557	0.000620813	0.000589466	0.000582484	0.000527502	0.000613659	0.000586469	0.000543777	0.000524843	0.000624805	0.000559568
K02888	0.000482082	0.001318464	0.00048232	0.00058793	0.000539953	0.000514821	0.000461879	0.000531185	0.000534854	0.000548341	0.000549199	0.000517423	0.000526291	0.000534443	0.000549056	0.000493969	0.000569379	0.00049525
K02889	8.66016E-06	5.4936E-05	1.46158E-05	8.95325E-06	6.92248E-06	3.90016E-06	1.59269E-05	0	0	1.37085E-05	4.1606E-06	1.34396E-05	0	2.36479E-05	5.27939E-06	2.05821E-05	5.03875E-06	0
K02890	0.000525383	0.000796572	0.000531039	0.000567039	0.000529569	0.00051092	0.000541513	0.000548697	0.000525303	0.000562049	0.000582484	0.000547662	0.000551253	0.000595928	0.000549056	0.000452805	0.000544185	0.000546705
K02891	8.66016E-06	2.7468E-05	0	0	3.46124E-06	0	0	0	0	0	8.3212E-06	0	0	9.45917E-06	0	0	0	0
K02892	0.000522496	0.001455804	0.000516423	0.000570023	0.00056072	0.00051092	0.000514969	0.00054286	0.000616037	0.000580327	0.000590805	0.000483824	0.000555413	0.000591198	0.00051738	0.000473387	0.000589534	0.000553136
K02893	5.77344E-06	2.7468E-05	9.74383E-06	2.98442E-06	6.92248E-06	3.90016E-06	5.30895E-06	0	0	0	4.1606E-06	6.71978E-06	0	9.45917E-06	5.27939E-06	0	5.03875E-06	0
K02894	5.77344E-06	0.000109872	3.41034E-05	5.96883E-06	2.07674E-05	1.17005E-05	1.59269E-05	5.8372E-06	4.77548E-06	4.56951E-06	2.0803E-05	1.34396E-05	2.0802E-06	2.83775E-05	1.05588E-05	1.0291E-05	0	0
K02895	0.00056291	0.001153656	0.000618733	0.000599867	0.000602255	0.000514821	0.000589294	0.000531185	0.000687669	0.000667148	0.000607447	0.000547662	0.000594937	0.000652683	0.000549056	0.000463096	0.000634882	0.000630318
K02896	2.88672E-06	5.4936E-05	1.46158E-05	5.96883E-06	1.3845E-05	7.80031E-06	5.30895E-06	0	4.77548E-06	0	1.24818E-05	3.35989E-06	0	1.41888E-05	5.27939E-06	0	5.03875E-06	0
K02897	0.000109695	0.000164808	0.00012667	0.000119377	0.00011076	9.36037E-05	0.000106179	0.000163442	0.00014804	0.000150794	0.000128979	9.40769E-05	7.48872E-05	9.45917E-05	9.50289E-05	0.000205821	0.000181395	0.000147932
K02898	5.77344E-06	5.4936E-05	9.74383E-06	2.98442E-06	3.46124E-06	0	5.30895E-06	0	0	9.13901E-06	0	6.71978E-06	0	4.72959E-06	0	0	5.03875E-06	0
K02899	0.000513836	0.001400868	0.000550527	0.000596883	0.00058841	0.000514821	0.000546822	0.000577883	0.000573058	0.000598605	0.000586644	0.000554381	0.000549173	0.000558091	0.000527939	0.000483678	0.000589534	0.000598159
K02900	1.44336E-05	5.4936E-05	9.74383E-06	5.96883E-06	1.03837E-05	1.17005E-05	2.12358E-05	0	4.77548E-06	0	2.0803E-05	1.34396E-05	0	1.89183E-05	1.05588E-05	1.0291E-05	5.03875E-06	0
K02901	8.66016E-06	8.2404E-05	1.94877E-05	8.95325E-06	6.92248E-06	1.17005E-05	1.06179E-05	0	0	0	4.1606E-06	6.71978E-06	0	1.89183E-05	1.05588E-05	0	5.03875E-06	0
K02902	0.000355066	0.000988848	0.00035565	0.000414834	0.000411887	0.000362715	0.000403481	0.000426116	0.000467997	0.000406686	0.000399418	0.000335989	0.000368195	0.000397285	0.00034316	0.000339604	0.000478681	0.000450227
K02903	2.88672E-06	5.4936E-05	4.87192E-06	0	1.03837E-05	7.80031E-06	5.30895E-06	0	0	0	0	3.35989E-06	0	9.45917E-06	0	0	0	0
K02904	0.000280012	0.0006867	0.000233852	0.000289488	0.000249209	0.00024571	0.000307919	0.000344395	0.00020057	0.000329004	0.000262118	0.00031247	0.000322431	0.000307423	0.000274528	0.000246985	0.000236821	0.000231546
K02906	0.000790961	0.000933912	0.000794123	0.000820714	0.000771856	0.000709828	0.000822888	0.000741324	0.000764077	0.000781386	0.000778032	0.000789574	0.000780075	0.00080403	0.000733835	0.000607171	0.000740696	0.000842568
K02907	0.00017609	0.000466956	0.000185133	0.000208909	0.000179984	0.000152106	0.000148651	0.000169279	0.000195795	0.000173641	0.00020803	0.000171354	0.000189298	0.000236479	0.000158382	0.000174948	0.000186434	0.000186523
K02908	2.88672E-06	0	1.46158E-05	5.96883E-06	0	0	5.30895E-06	0	0	9.13901E-06	4.1606E-06	0	0	0	0	0	5.03875E-06	0
K02909	0.000435895	0.00164808	0.00048232	0.000525257	0.000539953	0.000436817	0.000477806	0.000525348	0.000544405	0.000562049	0.000524235	0.000456945	0.000459724	0.000510795	0.000411792	0.000380768	0.000559301	0.000527409
K02910	2.88672E-06	5.4936E-05	4.87192E-06	5.96883E-06	1.03837E-05	7.80031E-06	1.06179E-05	0	0	0	4.1606E-06	3.35989E-06	0	1.89183E-05	5.27939E-06	0	5.03875E-06	0
K02911	0.000282898	0.000329616	0.000306931	0.00035813	0.000332279	0.00024961	0.000249521	0.000338558	0.000353386	0.000402117	0.000332848	0.000258711	0.000301629	0.000312153	0.000274528	0.000257276	0.000302325	0.000276568
K02912	8.66016E-06	5.4936E-05	1.94877E-05	2.98442E-06	1.03837E-05	7.80031E-06	1.59269E-05	0	0	0	8.3212E-06	6.71978E-06	0	1.41888E-05	5.27939E-06	0	1.00775E-05	0
K02913	0.000274238	0.001043784	0.000297187	0.00030441	0.000273438	0.000269111	0.000286684	0.000391092	0.000324733	0.000333574	0.000299563	0.00028559	0.000303709	0.000297964	0.000295646	0.000246985	0.000312402	0.00021225
K02914	0.00018475	0.001071252	0.000243596	0.000223831	0.000263054	0.000218409	0.000217667	0.000210139	0.000267427	0.000251323	0.000216351	0.000178074	0.000241303	0.000222291	0.000179499	0.000205821	0.00024186	0.000225114
K02915	0	0	4.87192E-06	5.96883E-06	0	0	5.30895E-06	0	0	0	0	0	0	0	0	0	0	0
K02916	0.000320426	0.000521892	0.000423857	0.000382005	0.000411887	0.000354914	0.000361009	0.000408604	0.000467997	0.000397547	0.000357812	0.000282231	0.000359875	0.000378367	0.000348439	0.000370477	0.000387984	0.000347318
K02917	0	0	4.87192E-06	2.98442E-06	3.46124E-06	0	5.30895E-06	0	0	0	1.24818E-05	3.35989E-06	0	0	5.27939E-06	0	5.03875E-06	0
K02918	0	2.7468E-05	0	2.98442E-06	0	0	5.30895E-06	0	0	4.56951E-06	0	0	0	0	0	1.0291E-05	5.03875E-06	0
K02919	0.000181863	0.000933912	0.000136414	0.000188018	0.000155756	0.000159906	0.000175196	0.000175116	0.000205346	0.00018735	0.000133139	0.000178074	0.000180977	0.000165536	0.000121426	0.000113201	0.000176356	0.000147932
K02920	0	0	0	0	0	0	0	0	0	0	0	3.35989E-06	0	0	5.27939E-06	1.0291E-05	0	0
K02921	5.77344E-06	0.000109872	2.43596E-05	2.98442E-06	1.3845E-05	7.80031E-06	1.06179E-05	0	0	9.13901E-06	1.24818E-05	1.67994E-05	2.0802E-06	1.41888E-05	5.27939E-06	1.0291E-05	5.03875E-06	0
K02922	0	2.7468E-05	0	2.98442E-06	3.46124E-06	0	5.30895E-06	0	0	0	4.1606E-06	0	0	0	0	0	5.03875E-06	0
K02925	1.73203E-05	2.7468E-05	9.74383E-06	1.19377E-05	1.03837E-05	1.56006E-05	2.65448E-05	0	0	2.28475E-05	4.1606E-06	1.34396E-05	2.0802E-06	1.41888E-05	5.27939E-06	1.0291E-05	5.03875E-06	0
K02926	0.000672606	0.00109872	0.000691812	0.000749088	0.00072686	0.000768331	0.000706091	0.000712138	0.000730649	0.000717413	0.000719784	0.000685417	0.000753032	0.0007993	0.000717996	0.000627753	0.000735657	0.000739659
K02927	2.88672E-06	2.7468E-05	1.46158E-05	8.95325E-06	6.92248E-06	7.80031E-06	2.12358E-05	0	0	0	1.24818E-05	3.35989E-06	0	1.41888E-05	5.27939E-06	2.05821E-05	5.03875E-06	0
K02929	5.77344E-06	2.7468E-05	4.87192E-06	5.96883E-06	3.46124E-06	0	5.30895E-06	0	0	4.56951E-06	4.1606E-06	1.00797E-05	0	0	5.27939E-06	0	5.03875E-06	0
K02930	1.73203E-05	2.7468E-05	4.87192E-06	8.95325E-06	1.03837E-05	1.56006E-05	3.18537E-05	5.8372E-06	1.43264E-05	0	1.24818E-05	1.67994E-05	2.0802E-06	1.41888E-05	1.05588E-05	1.0291E-05	0	6.43182E-06
K02931	0.000764981	0.0013734	0.000730788	0.000769979	0.000730321	0.000698128	0.000764489	0.000659604	0.000773628	0.000749399	0.000807156	0.000695497	0.00082792	0.000818218	0.000733835	0.000607171	0.00076589	0.000797546
K02932	8.66016E-06	2.7468E-05	1.94877E-05	2.98442E-06	1.3845E-05	7.80031E-06	1.59269E-05	0	4.77548E-06	9.13901E-06	1.24818E-05	1.00797E-05	4.1604E-06	1.41888E-05	5.27939E-06	2.05821E-05	5.03875E-06	0
K02933	0.000724567	0.001428336	0.000730788	0.000740135	0.000709554	0.000698128	0.000668928	0.000712138	0.00079273	0.00074026	0.000732265	0.000692137	0.000748872	0.000752004	0.000733835	0.00059688	0.000740696	0.000765387
K02934	0	2.7468E-05	4.87192E-06	0	3.46124E-06	0	1.06179E-05	0	0	0	0	3.35989E-06	0	4.72959E-06	0	1.0291E-05	0	0
K02935	0.000534043	0.000769104	0.000570014	0.00061479	0.000581488	0.000514821	0.00050966	0.000566208	0.000620813	0.000594036	0.000615769	0.000540942	0.000582456	0.000581739	0.000596571	0.00050426	0.000629843	0.000630318
K02936	1.44336E-05	8.2404E-05	1.46158E-05	1.19377E-05	2.42287E-05	7.80031E-06	2.12358E-05	1.16744E-05	0	0	8.3212E-06	1.00797E-05	2.0802E-06	1.41888E-05	1.05588E-05	1.0291E-05	5.03875E-06	6.43182E-06
K02937	2.30938E-05	2.7468E-05	1.94877E-05	5.96883E-06	1.73062E-05	7.80031E-06	1.06179E-05	0	4.77548E-06	9.13901E-06	4.1606E-06	1.67994E-05	2.0802E-06	2.36479E-05	2.11175E-05	0	1.00775E-05	0
K02938	2.0207E-05	0.000109872	1.94877E-05	1.19377E-05	1.73062E-05	1.56006E-05	2.12358E-05	5.8372E-06	4.77548E-06	0	1.66424E-05	2.68791E-05	0	1.41888E-05	1.58382E-05	3.08731E-05	5.03875E-06	0
K02939	0.00053693	0.001126188	0.000604118	0.000656571	0.000650713	0.000608424	0.000631766	0.000642092	0.000673343	0.000653439	0.000611608	0.00059134	0.000613659	0.000671601	0.000617688	0.000535134	0.000675192	0.000630318
K02940	1.15469E-05	8.2404E-05	2.43596E-05	1.49221E-05	1.73062E-05	1.56006E-05	1.59269E-05	0	0	0	1.24818E-05	1.00797E-05	0	2.36479E-05	1.58382E-05	0	5.03875E-06	0
K02941	1.15469E-05	2.7468E-05	1.94877E-05	1.49221E-05	1.03837E-05	3.90016E-06	1.06179E-05	0	0	9.13901E-06	1.24818E-05	6.71978E-06	0	9.45917E-06	5.27939E-06	1.0291E-05	5.03875E-06	0
K02942	8.66016E-06	8.2404E-05	1.46158E-05	2.98442E-06	1.3845E-05	7.80031E-06	1.06179E-05	0	0	0	0	1.00797E-05	0	2.36479E-05	5.27939E-06	0	5.03875E-06	0
K02943	0	0	4.87192E-06	2.98442E-06	6.92248E-06	0	0	0	0	0	4.1606E-06	3.35989E-06	0	1.41888E-05	0	1.0291E-05	0	0
K02945	0.001010352	0.000576828	0.001076694	0.001119156	0.001121441	0.001049142	0.00096623	0.001039022	0.001155666	0.001082973	0.001123362	0.001028126	0.00104426	0.001163478	0.001193141	0.000967357	0.001078292	0.001228478
K02946	0.000577344	0.0006867	0.00058463	0.000674478	0.000591872	0.000592824	0.000594603	0.000612906	0.00059216	0.000598605	0.000590805	0.00060814	0.000651103	0.000657412	0.000559615	0.000473387	0.000695347	0.000617455
K02947	8.66016E-06	2.7468E-05	1.46158E-05	2.98442E-06	1.3845E-05	0	1.59269E-05	0	0	0	4.1606E-06	6.71978E-06	0	1.41888E-05	5.27939E-06	1.0291E-05	5.03875E-06	0
K02948	0.000626418	0.00082404	0.000672325	0.00066254	0.000640329	0.000604524	0.000647692	0.000554534	0.000701996	0.000639731	0.000665696	0.000641739	0.000651103	0.000714167	0.000628247	0.000514552	0.000690308	0.000688205
K02949	8.66016E-06	2.7468E-05	9.74383E-06	0	3.46124E-06	1.17005E-05	1.06179E-05	5.8372E-06	4.77548E-06	4.56951E-06	8.3212E-06	1.00797E-05	0	4.72959E-06	1.05588E-05	0	0	0
K02950	0.000606211	0.002417184	0.000618733	0.000644634	0.000668019	0.000608424	0.000700782	0.000601232	0.000692445	0.000671717	0.000674017	0.000577901	0.000651103	0.000657412	0.000681041	0.000566007	0.000690308	0.000701068
K02951	2.88672E-06	2.7468E-05	9.74383E-06	0	3.46124E-06	3.90016E-06	5.30895E-06	0	0	0	0	6.71978E-06	0	4.72959E-06	0	0	0	0
K02952	0.000603324	0.001483272	0.000628477	0.000656571	0.000647251	0.000627925	0.000599912	0.000601232	0.000706771	0.000680857	0.000686499	0.000635019	0.000663584	0.00068579	0.000596571	0.000576298	0.00064496	0.000688205
K02953	1.73203E-05	5.4936E-05	2.92315E-05	1.49221E-05	1.73062E-05	1.95008E-05	2.65448E-05	0	0	9.13901E-06	1.66424E-05	2.01593E-05	0	2.83775E-05	2.11175E-05	2.05821E-05	5.03875E-06	0
K02954	0.00052827	0.001703016	0.000496936	0.000483475	0.000536492	0.000448518	0.000530895	0.000507836	0.000587384	0.000534632	0.000570002	0.000463664	0.000536692	0.000501336	0.000485703	0.000421932	0.000559301	0.000559568
K02955	5.77344E-06	2.7468E-05	2.43596E-05	2.98442E-06	6.92248E-06	7.80031E-06	0	0	0	0	8.3212E-06	1.34396E-05	0	9.45917E-06	1.05588E-05	1.0291E-05	0	0
K02956	0.000548477	0.001153656	0.000521295	0.000617774	0.000581488	0.000565523	0.000514969	0.000525348	0.000606486	0.000598605	0.000582484	0.000524142	0.000542932	0.000558091	0.000538497	0.000463096	0.000584495	0.000604591
K02957	8.66016E-06	5.4936E-05	2.43596E-05	5.96883E-06	1.3845E-05	7.80031E-06	1.06179E-05	0	4.77548E-06	4.56951E-06	1.24818E-05	1.67994E-05	0	1.89183E-05	5.27939E-06	1.0291E-05	5.03875E-06	0
K02958	5.77344E-06	2.7468E-05	1.94877E-05	0	1.3845E-05	7.80031E-06	1.06179E-05	0	4.77548E-06	0	1.24818E-05	1.67994E-05	0	2.83775E-05	5.27939E-06	2.05821E-05	0	0
K02959	0.000534043	0.001153656	0.000462832	0.000567039	0.000571104	0.000538222	0.000552131	0.000572046	0.000587384	0.000598605	0.00055336	0.000524142	0.000538772	0.000524984	0.000522659	0.000463096	0.00056434	0.000553136
K02960	5.77344E-06	2.7468E-05	9.74383E-06	8.95325E-06	1.3845E-05	3.90016E-06	1.59269E-05	1.16744E-05	4.77548E-06	0	1.66424E-05	1.67994E-05	0	2.36479E-05	0	1.0291E-05	5.03875E-06	0
K02961	0.000525383	0.002224908	0.000550527	0.000623743	0.000574565	0.00049532	0.000552131	0.000607069	0.000616037	0.000671717	0.00062825	0.000530862	0.000586616	0.00069052	0.000591291	0.000483678	0.000594572	0.000604591
K02962	5.77344E-06	2.7468E-05	9.74383E-06	5.96883E-06	3.46124E-06	0	1.06179E-05	0	9.55096E-06	4.56951E-06	4.1606E-06	3.35989E-06	0	4.72959E-06	0	0	5.03875E-06	0
K02963	0.000510949	0.001675548	0.000531039	0.000570023	0.00056072	0.000522621	0.000530895	0.000537022	0.000573058	0.000548341	0.000561681	0.000517423	0.000507569	0.00057228	0.00051738	0.000463096	0.000569379	0.000572432
K02964	2.88672E-06	0	4.87192E-06	2.98442E-06	3.46124E-06	0	5.30895E-06	0	0	4.56951E-06	8.3212E-06	0	0	4.72959E-06	0	0	5.03875E-06	0
K02965	0.000560024	0.002389716	0.000570014	0.000590914	0.000581488	0.000549922	0.000589294	0.000601232	0.000601711	0.000616883	0.000640732	0.000571181	0.000580376	0.000633765	0.000591291	0.000473387	0.000584495	0.000643182
K02966	2.88672E-06	5.4936E-05	9.74383E-06	2.98442E-06	6.92248E-06	7.80031E-06	5.30895E-06	0	0	0	8.3212E-06	6.71978E-06	0	9.45917E-06	0	0	5.03875E-06	0
K02967	0.000782301	0.00109872	0.00073566	0.000826683	0.000827236	0.000854134	0.000828197	0.000852231	0.000883464	0.000753969	0.000877886	0.000819813	0.000802957	0.000832407	0.00085526	0.000648335	0.000871703	0.00091975
K02968	0.000314652	0.000576828	0.000306931	0.000340223	0.000321895	0.000335413	0.000286684	0.000309372	0.000281753	0.000333574	0.000266278	0.00029567	0.000322431	0.000359449	0.000311484	0.000205821	0.000297286	0.000276568
K02969	0	0.00013734	1.46158E-05	2.98442E-06	0	0	5.30895E-06	0	0	0	8.3212E-06	0	0	0	0	0	5.03875E-06	0
K02970	0.000259805	0.000741636	0.000267955	0.000325301	0.000259593	0.000284711	0.000233594	0.000251	0.000291304	0.000287879	0.000249636	0.00030575	0.000339073	0.000297964	0.00025341	0.000164656	0.000312402	0.000218682
K02971	2.88672E-06	0	0	2.98442E-06	0	0	5.30895E-06	0	0	4.56951E-06	0	3.35989E-06	0	0	0	0	5.03875E-06	0
K02973	2.88672E-06	2.7468E-05	2.92315E-05	5.96883E-06	3.46124E-06	3.90016E-06	1.59269E-05	0	4.77548E-06	0	4.1606E-06	3.35989E-06	0	4.72959E-06	0	0	5.03875E-06	0
K02974	8.66016E-06	5.4936E-05	1.94877E-05	0	0	3.90016E-06	5.30895E-06	0	0	0	4.1606E-06	6.71978E-06	0	4.72959E-06	5.27939E-06	1.0291E-05	0	0
K02975	0	0	4.87192E-06	2.98442E-06	0	3.90016E-06	5.30895E-06	0	0	0	0	0	0	0	0	0	5.03875E-06	0
K02976	5.77344E-06	0	4.87192E-06	5.96883E-06	0	0	5.30895E-06	0	0	0	1.24818E-05	0	0	0	0	0	5.03875E-06	6.43182E-06
K02977	2.88672E-06	0	1.94877E-05	2.98442E-06	3.46124E-06	1.17005E-05	1.06179E-05	0	0	9.13901E-06	0	1.34396E-05	0	1.41888E-05	5.27939E-06	0	5.03875E-06	0
K02978	0	0	4.87192E-06	0	0	0	5.30895E-06	0	0	4.56951E-06	4.1606E-06	3.35989E-06	0	0	0	0	5.03875E-06	0
K02979	0	2.7468E-05	0	2.98442E-06	3.46124E-06	0	1.06179E-05	0	4.77548E-06	0	4.1606E-06	0	0	4.72959E-06	5.27939E-06	0	5.03875E-06	0
K02980	0	0	4.87192E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02981	2.0207E-05	2.7468E-05	2.43596E-05	1.19377E-05	1.3845E-05	7.80031E-06	2.12358E-05	0	4.77548E-06	1.37085E-05	1.66424E-05	1.00797E-05	2.0802E-06	1.41888E-05	5.27939E-06	0	5.03875E-06	0
K02982	0.000799621	0.001428336	0.000823354	0.000772964	0.000827236	0.000721529	0.000716709	0.000805534	0.000830934	0.000799664	0.000907011	0.000826532	0.000867443	0.000898621	0.000807746	0.000689499	0.000770928	0.000887591
K02983	2.88672E-06	0	4.87192E-06	2.98442E-06	0	0	0	0	0	0	8.3212E-06	0	0	0	0	0	0	0
