KOID	P01	P07	P11	S07	S29	S34	W31	W32	W33	P03	P09	P12	S05	S08	S32	W20	W36	W37
K02564	0.000779414	0.000769104	0.000740531	0.000683431	0.000813391	0.000795632	0.000897213	0.000869743	0.000811832	0.000877345	0.000790514	0.000833252	0.000659423	0.000879703	0.000802467	0.001059976	0.000942246	0.000945477
K02565	6.06211E-05	8.2404E-05	6.82068E-05	4.77506E-05	8.30697E-05	6.63027E-05	7.96343E-05	0.000110907	7.64077E-05	9.13901E-05	6.2409E-05	7.05576E-05	4.78446E-05	3.78367E-05	6.8632E-05	0.000133783	8.56587E-05	7.075E-05
K02566	0.000147223	8.2404E-05	0.000136414	0.000104455	0.000128066	0.000187207	0.000122106	0.000151767	0.000143264	0.000146224	0.000120657	0.000154555	0.000118571	0.00011351	0.000105588	0.000113201	0.000131007	7.075E-05
K02567	1.44336E-05	5.4936E-05	2.92315E-05	1.19377E-05	3.80736E-05	1.56006E-05	3.18537E-05	4.66976E-05	2.38774E-05	1.37085E-05	4.1606E-06	3.35989E-06	1.66416E-05	2.83775E-05	1.58382E-05	1.0291E-05	1.51162E-05	3.21591E-05
K02568	0	0	4.87192E-06	0	3.46124E-06	3.90016E-06	5.30895E-06	0	0	0	0	0	0	0	5.27939E-06	0	0	6.43182E-06
K02569	0	0	4.87192E-06	0	3.46124E-06	3.90016E-06	5.30895E-06	5.8372E-06	0	0	0	0	0	0	5.27939E-06	0	0	6.43182E-06
K02572	7.50547E-05	8.2404E-05	8.28226E-05	9.55013E-05	0.000103837	9.36037E-05	9.02522E-05	0.000128418	0.000124163	0.000141655	0.000133139	7.39175E-05	5.82456E-05	0.00011351	8.97495E-05	9.26193E-05	0.000136046	0.000128636
K02573	2.59805E-05	2.7468E-05	3.89753E-05	3.28286E-05	4.15349E-05	2.34009E-05	4.24716E-05	2.33488E-05	5.25303E-05	4.11256E-05	1.66424E-05	2.68791E-05	2.91228E-05	4.25663E-05	3.69557E-05	7.20372E-05	3.52712E-05	2.57273E-05
K02574	7.50547E-05	5.4936E-05	6.82068E-05	6.26727E-05	8.65309E-05	8.58034E-05	6.90164E-05	8.7558E-05	6.68567E-05	0.000105099	9.56938E-05	5.37582E-05	7.48872E-05	3.78367E-05	5.80732E-05	7.20372E-05	8.56587E-05	4.50227E-05
K02575	2.88672E-06	2.7468E-05	4.87192E-06	5.96883E-06	3.46124E-06	0	5.30895E-06	1.16744E-05	4.77548E-06	4.56951E-06	4.1606E-06	0	6.2406E-06	0	0	1.0291E-05	5.03875E-06	6.43182E-06
K02584	0.000181863	0.000109872	0.000267955	0.000235769	0.00025267	0.00025741	0.000350391	0.000449464	0.000305631	0.000356422	0.000241315	0.000174714	0.000228822	0.000250668	0.000290366	0.000658626	0.000493797	0.000437364
K02585	2.88672E-06	0	0	8.95325E-06	0	1.17005E-05	5.30895E-06	0	0	9.13901E-06	1.66424E-05	6.71978E-06	6.2406E-06	0	0	0	0	0
K02586	0	0	0	2.98442E-06	0	0	0	0	0	4.56951E-06	4.1606E-06	0	2.0802E-06	0	0	0	0	0
K02587	1.73203E-05	2.7468E-05	4.87192E-06	2.98442E-06	0	1.95008E-05	0	5.8372E-06	0	2.28475E-05	1.66424E-05	0	6.2406E-06	0	5.27939E-06	0	0	0
K02588	5.77344E-05	8.2404E-05	4.87192E-05	4.77506E-05	5.19186E-05	7.80031E-05	4.24716E-05	5.8372E-05	6.68567E-05	6.85426E-05	9.98544E-05	6.71978E-05	6.2406E-05	7.56734E-05	4.75145E-05	3.08731E-05	1.00775E-05	3.85909E-05
K02589	0	2.7468E-05	0	0	0	0	0	0	0	4.56951E-06	0	0	0	0	0	0	0	0
K02590	0	8.2404E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02591	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02594	0	5.4936E-05	0	5.96883E-06	0	0	0	0	4.77548E-06	0	4.1606E-06	0	0	0	5.27939E-06	0	5.03875E-06	6.43182E-06
K02598	7.50547E-05	0.000109872	8.76945E-05	0.000119377	8.99922E-05	7.02028E-05	0.000106179	0.000116744	0.000100285	9.13901E-05	7.48908E-05	6.71978E-05	9.56892E-05	8.98621E-05	8.97495E-05	7.20372E-05	9.06975E-05	7.71818E-05
K02599	5.77344E-06	0	0	1.79065E-05	6.92248E-06	0	4.77806E-05	2.9186E-05	4.77548E-06	4.56951E-06	8.3212E-06	0	0	1.41888E-05	5.27939E-06	0	6.0465E-05	1.92955E-05
K02600	0.001007465	0.000878976	0.000891561	0.001029623	0.000917228	0.000955538	0.000897213	0.000887254	0.00094077	0.000868206	0.000952777	0.000977727	0.000973534	0.001007402	0.000981966	0.000874738	0.000922091	0.000932614
K02601	0.000669719	0.000878976	0.000618733	0.000749088	0.000678403	0.000627925	0.000631766	0.000752999	0.000711547	0.000731121	0.000686499	0.000729096	0.000707268	0.000704708	0.000733835	0.000576298	0.000695347	0.000713932
K02603	2.88672E-06	0	4.87192E-06	2.98442E-06	3.46124E-06	0	0	0	0	0	4.1606E-06	0	0	0	0	0	0	0
K02613	2.88672E-06	0	0	0	0	3.90016E-06	0	0	4.77548E-06	0	4.1606E-06	0	2.0802E-06	0	0	0	5.03875E-06	0
K02614	1.73203E-05	5.4936E-05	1.94877E-05	5.96883E-06	1.3845E-05	2.73011E-05	5.30895E-06	1.75116E-05	1.43264E-05	2.7417E-05	4.1606E-06	2.35192E-05	1.24812E-05	9.45917E-06	1.58382E-05	2.05821E-05	1.51162E-05	6.43182E-06
K02617	5.77344E-06	2.7468E-05	4.87192E-06	2.98442E-06	3.46124E-06	0	1.06179E-05	1.16744E-05	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	4.1604E-06	4.72959E-06	5.27939E-06	1.0291E-05	5.03875E-06	0
K02619	2.88672E-06	0.00013734	2.43596E-05	1.49221E-05	1.03837E-05	0	1.06179E-05	1.75116E-05	9.55096E-06	2.28475E-05	4.1606E-06	0	4.1604E-06	9.45917E-06	0	5.14552E-05	5.03875E-06	1.28636E-05
K02621	0.000178977	0.000659232	0.00012667	0.000173096	0.000152294	0.000132605	9.55612E-05	0.000128418	0.000176693	0.000114238	0.000158103	0.000151195	0.000137293	0.000193913	0.000184778	6.17462E-05	0.000131007	0.000180091
K02622	0.000199184	0.000192276	0.000243596	0.000208909	0.000183446	0.000136505	0.000138033	0.000180953	0.000157591	0.000164502	0.000224672	0.000164634	0.000178897	0.000255398	0.000211175	0.000174948	0.000211627	0.000237977
K02623	0	5.4936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02624	1.15469E-05	5.4936E-05	9.74383E-06	2.38753E-05	3.11511E-05	2.73011E-05	2.12358E-05	2.9186E-05	4.29793E-05	9.13901E-06	1.66424E-05	1.34396E-05	1.45614E-05	2.36479E-05	1.05588E-05	4.11641E-05	2.0155E-05	1.92955E-05
K02625	2.88672E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02626	4.04141E-05	0.000164808	2.43596E-05	4.47662E-05	2.76899E-05	1.95008E-05	0	3.50232E-05	2.86529E-05	3.65561E-05	2.91242E-05	1.34396E-05	2.0802E-05	3.78367E-05	2.11175E-05	0	4.53487E-05	4.50227E-05
K02636	0	5.4936E-05	4.87192E-06	0	0	0	0	5.8372E-06	0	0	0	0	0	0	0	0	0	0
K02641	0	5.4936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02647	7.2168E-05	8.2404E-05	8.76945E-05	0.000110423	0.000117682	6.63027E-05	0.000143342	0.000128418	0.000105061	0.000105099	9.98544E-05	8.06373E-05	0.000112331	0.000122969	5.27939E-05	0.000144074	0.00012093	0.000102909
K02650	8.66016E-06	0.000164808	0	1.19377E-05	1.03837E-05	0	0	0	4.77548E-06	4.56951E-06	0	0	2.0802E-06	9.45917E-06	0	0	0	0
K02652	0.000109695	0.000219744	0.000112054	0.000167127	0.000107298	0.000132605	6.90164E-05	0.000122581	6.20813E-05	0.000114238	0.000116497	0.000114236	0.000145614	6.62142E-05	0.000100308	4.11641E-05	6.0465E-05	0.000160795
K02653	0.000164543	0.000219744	0.000185133	0.000214878	0.000186907	0.000214509	0.000175196	0.000251	0.000157591	0.000201058	0.000145621	0.000221753	0.000189298	0.000174995	0.000153102	0.000133783	0.000146124	0.000186523
K02654	0.000178977	8.2404E-05	0.000151029	0.000226816	0.000179984	0.00025351	0.000148651	0.000157604	0.000119387	0.000173641	0.000191388	0.000211673	0.00020386	0.000160806	0.000147823	7.20372E-05	0.000146124	0.0001415
K02655	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02657	0	0	0	2.98442E-06	3.46124E-06	0	0	0	0	0	0	0	0	0	5.27939E-06	0	0	0
K02658	5.77344E-06	2.7468E-05	4.87192E-06	0	0	3.90016E-06	5.30895E-06	0	4.77548E-06	9.13901E-06	4.1606E-06	3.35989E-06	6.2406E-06	9.45917E-06	5.27939E-06	0	5.03875E-06	1.28636E-05
K02660	5.77344E-06	0	0	0	0	0	0	0	0	4.56951E-06	4.1606E-06	3.35989E-06	0	0	0	0	0	0
K02662	0	5.4936E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02666	1.44336E-05	5.4936E-05	4.87192E-06	2.38753E-05	1.3845E-05	3.90016E-06	0	5.8372E-06	1.91019E-05	9.13901E-06	8.3212E-06	3.35989E-06	8.3208E-06	1.89183E-05	2.11175E-05	0	5.03875E-06	3.21591E-05
K02667	8.66016E-06	5.4936E-05	1.46158E-05	1.19377E-05	2.07674E-05	1.17005E-05	2.12358E-05	5.8372E-06	9.55096E-06	2.28475E-05	1.24818E-05	2.35192E-05	1.45614E-05	2.36479E-05	1.58382E-05	2.05821E-05	5.03875E-06	6.43182E-06
K02668	0	2.7468E-05	4.87192E-06	0	0	0	0	0	0	0	0	3.35989E-06	4.1604E-06	0	0	0	0	0
K02669	0.000594664	0.000466956	0.000511551	0.000656571	0.000533031	0.000682527	0.00050966	0.000572046	0.000491875	0.000502646	0.000478469	0.000618219	0.000580376	0.000515525	0.00051738	0.000421932	0.000488759	0.000508114
K02670	0	0	0	2.98442E-06	0	0	0	0	0	0	0	0	2.0802E-06	0	0	0	5.03875E-06	0
K02677	0	0	4.87192E-06	5.96883E-06	0	0	0	5.8372E-06	0	4.56951E-06	0	3.35989E-06	0	4.72959E-06	0	0	0	0
K02680	0	0	0	0	0	0	0	5.8372E-06	0	0	0	0	0	0	0	0	0	0
K02684	2.88672E-06	2.7468E-05	9.74383E-06	2.98442E-06	6.92248E-06	3.90016E-06	1.06179E-05	0	4.77548E-06	9.13901E-06	4.1606E-06	1.67994E-05	0	9.45917E-06	0	1.0291E-05	5.03875E-06	0
K02685	2.88672E-06	0	4.87192E-06	5.96883E-06	0	0	5.30895E-06	0	0	0	4.1606E-06	0	0	0	0	0	5.03875E-06	0
K02686	0	0	0	0	0	0	0	0	4.77548E-06	0	0	0	0	0	0	0	0	0
K02687	0.000597551	0.000357084	0.000599246	0.00063568	0.000612639	0.000592824	0.000573367	0.000589557	0.000659016	0.000694565	0.000669856	0.0005947	0.000576215	0.000610117	0.000612409	0.000576298	0.000624805	0.000617455
K02688	3.46406E-05	0	2.92315E-05	3.5813E-05	2.42287E-05	1.17005E-05	9.55612E-05	4.08604E-05	7.16322E-05	4.11256E-05	3.74454E-05	4.36785E-05	4.36842E-05	7.09438E-05	6.33526E-05	0.00010291	8.56587E-05	3.85909E-05
K02691	0	2.7468E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02705	0	0	0	0	0	0	0	0	0	0	0	3.35989E-06	0	0	0	0	0	0
K02725	8.66016E-06	0	9.74383E-06	5.96883E-06	3.46124E-06	3.90016E-06	5.30895E-06	0	0	4.56951E-06	1.66424E-05	3.35989E-06	0	0	0	0	5.03875E-06	0
K02726	2.88672E-06	2.7468E-05	9.74383E-06	5.96883E-06	6.92248E-06	0	1.06179E-05	0	0	4.56951E-06	8.3212E-06	1.34396E-05	0	1.41888E-05	0	1.0291E-05	5.03875E-06	0
K02727	2.88672E-06	2.7468E-05	1.46158E-05	8.95325E-06	3.46124E-06	7.80031E-06	1.06179E-05	0	0	4.56951E-06	8.3212E-06	3.35989E-06	0	9.45917E-06	5.27939E-06	0	5.03875E-06	0
K02728	1.73203E-05	5.4936E-05	1.46158E-05	5.96883E-06	6.92248E-06	1.17005E-05	1.06179E-05	0	0	4.56951E-06	1.66424E-05	2.01593E-05	0	2.36479E-05	1.05588E-05	1.0291E-05	5.03875E-06	0
K02729	8.66016E-06	0	4.87192E-06	2.98442E-06	0	3.90016E-06	5.30895E-06	0	0	4.56951E-06	1.24818E-05	3.35989E-06	0	0	0	1.0291E-05	5.03875E-06	0
K02730	0	0	1.94877E-05	2.98442E-06	6.92248E-06	7.80031E-06	1.06179E-05	0	0	0	8.3212E-06	6.71978E-06	0	4.72959E-06	1.05588E-05	0	5.03875E-06	0
K02731	5.77344E-06	8.2404E-05	1.46158E-05	1.79065E-05	1.03837E-05	7.80031E-06	1.06179E-05	5.8372E-06	4.77548E-06	4.56951E-06	1.66424E-05	1.34396E-05	2.0802E-06	1.89183E-05	5.27939E-06	0	5.03875E-06	0
K02732	1.15469E-05	2.7468E-05	9.74383E-06	5.96883E-06	6.92248E-06	7.80031E-06	1.06179E-05	0	0	4.56951E-06	8.3212E-06	6.71978E-06	0	1.41888E-05	5.27939E-06	0	1.00775E-05	0
K02733	0	0	9.74383E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02734	0	8.2404E-05	4.87192E-06	8.95325E-06	6.92248E-06	0	1.06179E-05	0	0	0	4.1606E-06	3.35989E-06	0	9.45917E-06	0	0	5.03875E-06	0
K02735	8.66016E-06	2.7468E-05	9.74383E-06	8.95325E-06	6.92248E-06	7.80031E-06	1.06179E-05	0	4.77548E-06	0	4.1606E-06	1.67994E-05	0	9.45917E-06	0	1.0291E-05	5.03875E-06	0
K02736	2.88672E-06	0	4.87192E-06	2.98442E-06	0	3.90016E-06	5.30895E-06	0	0	0	4.1606E-06	3.35989E-06	0	0	0	0	5.03875E-06	0
K02737	5.77344E-06	5.4936E-05	2.43596E-05	8.95325E-06	1.03837E-05	7.80031E-06	5.30895E-06	0	0	9.13901E-06	4.1606E-06	1.67994E-05	0	1.41888E-05	0	0	5.03875E-06	0
K02738	5.77344E-06	2.7468E-05	4.87192E-06	2.98442E-06	3.46124E-06	0	1.06179E-05	0	0	0	8.3212E-06	3.35989E-06	0	4.72959E-06	5.27939E-06	0	5.03875E-06	0
K02739	1.15469E-05	5.4936E-05	4.87192E-06	2.98442E-06	3.46124E-06	7.80031E-06	1.06179E-05	5.8372E-06	0	4.56951E-06	0	1.34396E-05	0	9.45917E-06	0	2.05821E-05	5.03875E-06	0
K02744	2.59805E-05	5.4936E-05	4.87192E-05	2.98442E-05	4.49961E-05	5.0702E-05	5.83985E-05	8.7558E-05	4.77548E-05	3.65561E-05	2.49636E-05	2.68791E-05	2.0802E-05	2.83775E-05	6.8632E-05	9.26193E-05	4.53487E-05	5.14546E-05
K02745	2.88672E-06	0	4.87192E-06	2.98442E-06	6.92248E-06	3.90016E-06	1.06179E-05	4.08604E-05	4.77548E-06	4.56951E-06	4.1606E-06	3.35989E-06	2.0802E-06	9.45917E-06	1.05588E-05	4.11641E-05	1.51162E-05	3.21591E-05
K02746	5.77344E-06	2.7468E-05	1.94877E-05	8.95325E-06	2.42287E-05	7.80031E-06	1.06179E-05	2.9186E-05	9.55096E-06	2.28475E-05	4.1606E-06	0	6.2406E-06	1.89183E-05	1.58382E-05	2.05821E-05	3.02325E-05	3.21591E-05
K02747	5.77344E-06	0	1.46158E-05	0	2.07674E-05	3.90016E-06	2.65448E-05	2.9186E-05	1.91019E-05	1.37085E-05	8.3212E-06	0	4.1604E-06	4.72959E-06	2.11175E-05	3.08731E-05	1.51162E-05	3.21591E-05
K02750	6.35078E-05	8.2404E-05	7.30788E-05	7.46104E-05	5.53798E-05	5.85023E-05	6.90164E-05	8.7558E-05	3.34284E-05	7.76816E-05	6.2409E-05	2.68791E-05	4.78446E-05	9.45917E-05	8.97495E-05	0.000144074	6.0465E-05	3.85909E-05
K02753	1.15469E-05	0	1.94877E-05	1.19377E-05	1.73062E-05	2.34009E-05	1.06179E-05	1.16744E-05	1.91019E-05	4.56951E-06	2.91242E-05	2.01593E-05	1.0401E-05	2.83775E-05	5.27939E-06	2.05821E-05	3.02325E-05	0
K02755	8.66016E-06	0	0	0	3.46124E-06	7.80031E-06	0	0	4.77548E-06	4.56951E-06	4.1606E-06	6.71978E-06	4.1604E-06	9.45917E-06	0	0	5.03875E-06	0
K02757	0.000548477	0.000164808	0.000657709	0.00038499	0.000498418	0.000479719	0.000520278	0.000986487	0.000491875	0.000488937	0.000357812	0.000638379	0.000495088	0.000605387	0.000538497	0.000617462	0.000549224	0.000604591
K02759	5.48477E-05	0.000247212	9.25664E-05	3.5813E-05	5.8841E-05	5.85023E-05	8.49433E-05	0.000128418	9.55096E-05	7.31121E-05	4.1606E-05	4.03187E-05	5.82456E-05	5.6755E-05	8.44702E-05	0.000226403	0.00012093	0.000102909
K02760	6.06211E-05	0.000164808	0.000116926	5.37195E-05	7.96085E-05	6.24025E-05	5.30895E-05	0.000151767	0.000105061	7.76816E-05	4.99272E-05	6.71978E-05	6.03258E-05	7.09438E-05	8.44702E-05	0.000226403	0.000115891	0.000115773
K02761	0.000268465	0.00027468	0.000297187	0.000182049	0.000214597	0.000288612	0.000228285	0.000431953	0.000233999	0.000315296	0.000295403	0.000255351	0.000228822	0.000288505	0.000374836	0.000524843	0.00032248	0.00035375
K02765	5.77344E-06	0	0	0	3.46124E-06	3.90016E-06	0	0	0	0	0	3.35989E-06	0	0	0	0	1.51162E-05	0
K02768	1.15469E-05	5.4936E-05	4.87192E-06	5.96883E-06	1.73062E-05	1.95008E-05	1.06179E-05	1.16744E-05	1.43264E-05	2.28475E-05	8.3212E-06	3.35989E-06	8.3208E-06	1.41888E-05	1.58382E-05	5.14552E-05	3.52712E-05	2.57273E-05
K02769	2.88672E-06	0	4.87192E-06	0	0	0	0	0	0	0	4.1606E-06	0	0	0	5.27939E-06	2.05821E-05	2.0155E-05	0
K02770	0.000204957	0.00013734	0.000263084	0.000274566	0.000249209	0.000210608	0.000366318	0.000256837	0.000248325	0.000347283	0.000220512	0.000204953	0.000297469	0.000331071	0.000316763	0.000689499	0.00036279	0.000405205
K02771	8.66016E-06	0	0	2.98442E-06	0	0	5.30895E-06	0	0	0	4.1606E-06	0	0	0	1.05588E-05	1.0291E-05	1.00775E-05	1.28636E-05
K02773	1.44336E-05	0.000109872	9.74383E-06	1.49221E-05	1.3845E-05	1.56006E-05	0	4.08604E-05	1.43264E-05	4.56951E-06	1.24818E-05	6.71978E-06	4.1604E-06	0	1.58382E-05	6.17462E-05	2.51937E-05	1.92955E-05
K02774	2.88672E-06	8.2404E-05	0	2.98442E-06	1.03837E-05	1.56006E-05	5.30895E-06	1.75116E-05	4.77548E-06	9.13901E-06	0	0	4.1604E-06	4.72959E-06	1.05588E-05	7.20372E-05	1.51162E-05	1.28636E-05
K02775	9.81485E-05	2.7468E-05	0.000121798	9.55013E-05	0.000128066	0.000117005	0.000143342	0.00018679	0.000105061	0.000150794	0.000158103	8.73571E-05	8.3208E-05	0.00011351	0.000131985	0.000185239	0.000131007	0.0001415
K02777	3.46406E-05	0.00027468	5.8463E-05	5.37195E-05	6.23023E-05	4.29017E-05	6.90164E-05	8.17208E-05	5.25303E-05	5.02646E-05	4.57666E-05	6.38379E-05	2.91228E-05	6.62142E-05	8.44702E-05	0.000144074	5.54262E-05	7.075E-05
K02779	1.15469E-05	2.7468E-05	4.87192E-06	1.79065E-05	1.3845E-05	1.95008E-05	3.18537E-05	2.33488E-05	4.77548E-06	1.8278E-05	1.66424E-05	2.35192E-05	1.24812E-05	2.36479E-05	1.58382E-05	6.17462E-05	1.51162E-05	1.92955E-05
K02781	2.88672E-06	2.7468E-05	0	0	3.46124E-06	7.80031E-06	5.30895E-06	0	0	0	0	3.35989E-06	0	0	1.05588E-05	2.05821E-05	0	0
K02782	4.04141E-05	5.4936E-05	2.92315E-05	1.19377E-05	2.76899E-05	7.80031E-05	2.12358E-05	1.16744E-05	1.43264E-05	2.7417E-05	2.49636E-05	6.0478E-05	2.91228E-05	9.45917E-06	4.22351E-05	8.23282E-05	5.54262E-05	6.43182E-06
K02783	2.30938E-05	5.4936E-05	1.46158E-05	0	2.76899E-05	6.63027E-05	1.59269E-05	5.8372E-06	9.55096E-06	1.37085E-05	1.24818E-05	3.35989E-05	1.66416E-05	9.45917E-06	3.69557E-05	8.23282E-05	1.00775E-05	6.43182E-06
K02784	0.000340633	0.000906444	0.000238724	0.000310379	0.000276899	0.000343214	0.000249521	0.000315209	0.000262651	0.00037013	0.000291242	0.000332629	0.000382757	0.000321612	0.000327322	0.000216112	0.000312402	0.000244409
K02786	1.15469E-05	2.7468E-05	9.74383E-06	8.95325E-06	3.46124E-06	7.80031E-06	1.06179E-05	2.9186E-05	9.55096E-06	4.56951E-06	8.3212E-06	6.71978E-06	2.0802E-05	9.45917E-06	1.58382E-05	2.05821E-05	5.03875E-06	6.43182E-06
K02788	2.88672E-06	2.7468E-05	4.87192E-06	8.95325E-06	0	7.80031E-06	0	5.8372E-06	0	4.56951E-06	4.1606E-06	3.35989E-06	8.3208E-06	1.41888E-05	1.05588E-05	2.05821E-05	5.03875E-06	6.43182E-06
K02791	0.000161656	8.2404E-05	0.000199749	0.000158174	0.00013845	0.000113105	0.000217667	0.000268511	0.000167142	0.000132516	0.000145621	8.73571E-05	0.000131053	0.000174995	0.000195337	0.000288149	0.000166279	0.000154364
K02793	3.75274E-05	0.000247212	2.92315E-05	4.77506E-05	2.42287E-05	1.17005E-05	2.12358E-05	5.25348E-05	2.38774E-05	4.11256E-05	3.32848E-05	3.35989E-05	2.28822E-05	4.25663E-05	3.69557E-05	3.08731E-05	7.55812E-05	5.78864E-05
K02794	9.81485E-05	5.4936E-05	0.000107182	8.05792E-05	0.000100376	0.000124805	0.00010087	0.000215976	8.11832E-05	8.22511E-05	6.2409E-05	0.000100797	9.3609E-05	9.93213E-05	0.000205896	0.000288149	0.000216666	0.000147932
K02795	6.06211E-05	0.00013734	8.28226E-05	5.67039E-05	4.49961E-05	7.4103E-05	7.43254E-05	8.7558E-05	5.73058E-05	5.02646E-05	3.74454E-05	5.37582E-05	5.2005E-05	6.14846E-05	0.000121426	0.000185239	8.56587E-05	0.000115773
K02796	0.000109695	0.00013734	0.000170517	0.000113408	0.000124605	0.000113105	0.000207049	0.000262674	0.000109836	0.000118807	7.07302E-05	0.000104157	8.73684E-05	0.000132428	0.000200617	0.000370477	0.000297286	0.000308727
K02798	4.61875E-05	5.4936E-05	3.41034E-05	3.28286E-05	4.84573E-05	5.85023E-05	4.24716E-05	4.08604E-05	1.43264E-05	3.65561E-05	2.91242E-05	3.69588E-05	4.78446E-05	3.78367E-05	4.22351E-05	2.05821E-05	2.0155E-05	2.57273E-05
K02800	0.00017609	0.00013734	0.000185133	0.000122361	0.00013845	0.000280811	0.000212358	0.000227651	0.000105061	0.000164502	0.000116497	0.000194873	0.000156015	0.000132428	0.000200617	0.000164656	0.000151162	8.36137E-05
K02804	0.000109695	0.000109872	0.000112054	0.000113408	0.000117682	0.000109204	0.000127415	0.000198465	0.000109836	0.000127946	9.98544E-05	8.39972E-05	9.3609E-05	0.000141888	0.000131985	0.000174948	0.000151162	0.000135068
K02805	0.000331973	0.00027468	0.000238724	0.0002298	0.000242287	0.000210608	0.000265448	0.000233488	0.000171917	0.000191919	0.000241315	0.000359508	0.000272506	0.000245938	0.000179499	0.00019553	0.000196511	0.000180091
K02806	2.30938E-05	0.00013734	3.89753E-05	4.17818E-05	2.42287E-05	0	5.30895E-06	4.08604E-05	1.43264E-05	2.7417E-05	4.57666E-05	2.35192E-05	1.0401E-05	2.83775E-05	1.58382E-05	5.14552E-05	4.53487E-05	3.85909E-05
K02810	0.000170316	0.000219744	0.000214364	0.000152205	0.000162678	0.000183307	0.000207049	0.000338558	0.000181468	0.000164502	0.000124818	0.000151195	0.000112331	0.000208102	0.000216455	0.000226403	0.000166279	0.000231546
K02819	5.77344E-05	0.000109872	0.000116926	0.000125345	0.000103837	6.24025E-05	0.000138033	0.000215976	0.000105061	0.000132516	8.3212E-05	7.72774E-05	5.82456E-05	0.000165536	0.000105588	0.000205821	0.000136046	9.64773E-05
K02821	1.73203E-05	5.4936E-05	3.89753E-05	2.98442E-05	3.80736E-05	1.56006E-05	5.30895E-05	7.58836E-05	3.34284E-05	1.37085E-05	8.3212E-06	2.35192E-05	2.28822E-05	3.31071E-05	2.11175E-05	8.23282E-05	4.53487E-05	3.85909E-05
K02822	1.44336E-05	0.000109872	2.43596E-05	8.95325E-06	1.3845E-05	1.56006E-05	1.59269E-05	1.75116E-05	4.77548E-06	4.56951E-06	1.24818E-05	1.00797E-05	8.3208E-06	4.72959E-06	2.63969E-05	1.0291E-05	2.0155E-05	1.28636E-05
K02823	0.000661059	0.000604296	0.00068694	0.000647618	0.000674941	0.000686427	0.000674237	0.00068879	0.000663792	0.000717413	0.00069482	0.000722376	0.000684386	0.000657412	0.000733835	0.000576298	0.000634882	0.000604591
K02824	0.000421461	0.000109872	0.00038001	0.000480491	0.000380736	0.000409516	0.000562749	0.00054286	0.000420242	0.000415825	0.000378615	0.000426706	0.00041604	0.000468229	0.000385395	0.000493969	0.000438371	0.000456659
K02825	0.000109695	0.000192276	0.000112054	9.25169E-05	6.57635E-05	6.24025E-05	7.96343E-05	8.7558E-05	0.000100285	0.000114238	7.48908E-05	8.06373E-05	8.52882E-05	9.45917E-05	8.97495E-05	5.14552E-05	8.56587E-05	2.57273E-05
K02831	0	0	0	0	3.46124E-06	3.90016E-06	0	0	0	0	0	0	0	0	0	0	0	6.43182E-06
K02834	0.000366613	0.0006867	0.000321547	0.000414834	0.00039112	0.000374415	0.000398172	0.000402767	0.000377263	0.000379269	0.000282921	0.000342709	0.000384837	0.000349989	0.000306204	0.000288149	0.000387984	0.000379477
K02835	0.000978598	0.000906444	0.001032846	0.000990826	0.000972608	0.000932137	0.001024628	0.000893092	0.00104583	0.000941318	0.001094238	0.001034845	0.001077544	0.001049968	0.000897495	0.000782118	0.000917052	0.000951909
K02836	0.000949731	0.000796572	0.000930536	0.001083343	0.001000298	0.000897036	0.000918449	0.000922278	0.001017177	0.000918471	0.001069274	0.00089373	0.00103594	0.001101994	0.001013642	0.000771827	0.000932168	0.001138432
K02837	0.001042106	0.0006867	0.00091592	0.000877418	0.000941457	0.001053042	0.001003392	0.001009836	0.000969423	0.000973305	0.001031829	0.000937409	0.000994336	0.001078346	0.001045318	0.000792409	0.000942246	0.001022659
K02838	0.000635078	0.001181124	0.000701556	0.000778932	0.000740705	0.00075663	0.000700782	0.000700464	0.00079273	0.000685426	0.000769711	0.000671978	0.000707268	0.000714167	0.00068632	0.000576298	0.000720541	0.000758955
K02839	2.30938E-05	8.2404E-05	1.94877E-05	2.38753E-05	6.92248E-06	2.34009E-05	2.65448E-05	2.33488E-05	4.77548E-06	1.8278E-05	2.0803E-05	1.67994E-05	1.66416E-05	2.83775E-05	2.11175E-05	4.11641E-05	2.51937E-05	3.21591E-05
K02840	3.17539E-05	2.7468E-05	2.92315E-05	5.07351E-05	3.80736E-05	5.0702E-05	1.06179E-05	3.50232E-05	4.29793E-05	2.7417E-05	5.40878E-05	2.35192E-05	4.57644E-05	5.6755E-05	6.8632E-05	9.26193E-05	3.02325E-05	1.28636E-05
