A	B	C	D
09140	09141	04144	K12186
09140	09141	04144	K12187
09140	09141	04144	K12184
09140	09141	04144	K12185
09140	09141	04144	K12188
09140	09141	04144	K12190
09140	09141	04144	K12189
09140	09141	04144	K12195
09140	09141	04144	K12194
09140	09141	04144	K24782
09140	09141	04144	K12193
09140	09141	04144	K12191
09140	09141	04144	K12192
09140	09141	04144	K15053
09140	09141	04144	K12196
09140	09141	04144	K12199
09140	09141	04144	K12197
09140	09141	04144	K12198
09140	09141	04144	K19476
09140	09141	04144	K12200
09140	09141	04144	K19367
09140	09141	04144	K06564
09140	09141	04144	K17917
09140	09141	04144	K17920
09140	09141	04144	K05704
09140	09141	04144	K02833
09140	09141	04144	K05068
09140	09141	04144	K05069
09140	09141	04144	K05070
09140	09141	04144	K04513
09140	09141	04144	K06751
09140	09141	04144	K13649
09140	09141	04144	K06278
09140	09141	04144	K12958
09140	09141	04144	K12959
09140	09141	04144	K12476
09140	09141	04144	K12477
09140	09141	04144	K12478
09140	09141	04144	K07887
09140	09141	04144	K07888
09140	09141	04144	K07889
09140	09141	04144	K12480
09140	09141	04144	K12481
09140	09141	04144	K07879
09140	09141	04144	K12482
09140	09141	04144	K12483
09140	09141	04144	K12479
09140	09141	04144	K17919
09140	09141	04144	K07891
09140	09141	04144	K07903
09140	09141	04144	K07901
09140	09141	04144	K07876
09140	09141	04144	K07904
09140	09141	04144	K07905
09140	09141	04144	K12484
09140	09141	04144	K19368
09140	09141	04144	K10396
09140	09141	04144	K12485
09140	09141	04144	K04237
09140	09141	04144	K06093
09140	09141	04144	K18952
09140	09141	04144	K06069
09140	09141	04144	K04393
09140	09141	04144	K12486
09140	09141	04144	K05737
09140	09141	04144	K12487
09140	09141	04144	K12488
09140	09141	04144	K12489
09140	09141	04144	K18439
09140	09141	04144	K18440
09140	09141	04144	K12490
09140	09141	04144	K12491
09140	09141	04144	K17848
09140	09141	04144	K12492
09140	09141	04144	K12493
09140	09141	04144	K12494
09140	09141	04144	K12495
09140	09141	04144	K18441
09140	09141	04144	K18442
09140	09141	04144	K18443
09140	09141	04144	K07937
09140	09141	04144	K07938
09140	09141	04144	K07939
09140	09141	04144	K07940
09140	09141	04145	K13505
09140	09141	04145	K13813
09140	09141	04145	K08488
09140	09141	04145	K05692
09140	09141	04145	K13882
09140	09141	04145	K08492
09140	09141	04145	K08517
09140	09141	04145	K06751
09140	09141	04145	K06752
09140	09141	04145	K07887
09140	09141	04145	K07888
09140	09141	04145	K07889
09140	09141	04145	K12478
09140	09141	04145	K00914
09140	09141	04145	K06503
09140	09141	04145	K12182
09140	09141	04145	K02145
09140	09141	04145	K02147
09140	09141	04145	K02148
09140	09141	04145	K02149
09140	09141	04145	K02150
09140	09141	04145	K02151
09140	09141	04145	K02152
09140	09141	04145	K02153
09140	09141	04145	K02154
09140	09141	04145	K02146
09140	09141	04145	K02144
09140	09141	04145	K02155
09140	09141	04145	K03661
09140	09141	04145	K03662
09140	09141	04145	K07897
09140	09141	04145	K07898
09140	09141	04145	K13883
09140	09141	04145	K10413
09140	09141	04145	K10414
09140	09141	04145	K10415
09140	09141	04145	K10416
09140	09141	04145	K07374
09140	09141	04145	K07375
09140	09141	04145	K06528
09140	09141	04145	K00921
09140	09141	04145	K10089
09140	09141	04145	K13240
09140	09141	04145	K10789
09140	09141	04145	K01365
09140	09141	04145	K01368
09140	09141	04145	K10956
09140	09141	04145	K09481
09140	09141	04145	K07342
09140	09141	04145	K05653
09140	09141	04145	K05654
09140	09141	04145	K08057
09140	09141	04145	K08054
09140	09141	04145	K06513
09140	09141	04145	K06498
09140	09141	04145	K06472
09140	09141	04145	K12560
09140	09141	04145	K16824
09140	09141	04145	K06463
09140	09141	04145	K06856
09140	09141	04145	K01330
09140	09141	04145	K06461
09140	09141	04145	K06464
09140	09141	04145	K03990
09140	09141	04145	K10066
09140	09141	04145	K10062
09140	09141	04145	K03991
09140	09141	04145	K10067
09140	09141	04145	K10068
09140	09141	04145	K06487
09140	09141	04145	K06481
09140	09141	04145	K06484
09140	09141	04145	K05719
09140	09141	04145	K06493
09140	09141	04145	K06588
09140	09141	04145	K16857
09140	09141	04145	K04659
09140	09141	04145	K10159
09140	09141	04145	K10169
09140	09141	04145	K10160
09140	09141	04145	K04391
09140	09141	04145	K06560
09140	09141	04145	K06563
09140	09141	04145	K10074
09140	09141	04145	K06558
09140	09141	04145	K13884
09140	09141	04145	K08763
09140	09141	04145	K13885
09140	09141	04145	K06259
09140	09141	04145	K08009
09140	09141	04145	K21421
09140	09141	04145	K04392
09140	09141	04145	K08011
09140	09141	04145	K08010
09140	09141	04145	K08012
09140	09141	04142	K02154
09140	09141	04142	K02146
09140	09141	04142	K02144
09140	09141	04142	K03662
09140	09141	04142	K02155
09140	09141	04142	K03661
09140	09141	04142	K24155
09140	09141	04142	K24738
09140	09141	04142	K25442
09140	09141	04142	K13289
09140	09141	04142	K01363
09140	09141	04142	K01275
09140	09141	04142	K01379
09140	09141	04142	K01382
09140	09141	04142	K01373
09140	09141	04142	K01319
09140	09141	04142	K01366
09140	09141	04142	K09599
09140	09141	04142	K01371
09140	09141	04142	K01365
09140	09141	04142	K09600
09140	09141	04142	K01374
09140	09141	04142	K01368
09140	09141	04142	K01375
09140	09141	04142	K08569
09140	09141	04142	K08568
09140	09141	04142	K08565
09140	09141	04142	K01369
09140	09141	04142	K01279
09140	09141	04142	K01189
09140	09141	04142	K12309
09140	09141	04142	K12316
09140	09141	04142	K01201
09140	09141	04142	K01217
09140	09141	04142	K01204
09140	09141	04142	K01205
09140	09141	04142	K01202
09140	09141	04142	K01195
09140	09141	04142	K01206
09140	09141	04142	K12373
09140	09141	04142	K01192
09140	09141	04142	K12311
09140	09141	04142	K01186
09140	09141	04142	K01197
09140	09141	04142	K01134
09140	09141	04142	K01135
09140	09141	04142	K12381
09140	09141	04142	K01132
09140	09141	04142	K01137
09140	09141	04142	K01136
09140	09141	04142	K01565
09140	09141	04142	K01052
09140	09141	04142	K06129
09140	09141	04142	K01158
09140	09141	04142	K14410
09140	09141	04142	K14379
09140	09141	04142	K12350
09140	09141	04142	K12348
09140	09141	04142	K01444
09140	09141	04142	K12382
09140	09141	04142	K12383
09140	09141	04142	K01074
09140	09141	04142	K06528
09140	09141	04142	K06562
09140	09141	04142	K06501
09140	09141	04142	K06497
09140	09141	04142	K12384
09140	09141	04142	K12385
09140	09141	04142	K13443
09140	09141	04142	K12386
09140	09141	04142	K12301
09140	09141	04142	K12347
09140	09141	04142	K21398
09140	09141	04142	K12387
09140	09141	04142	K05642
09140	09141	04142	K05656
09140	09141	04142	K06546
09140	09141	04142	K12305
09140	09141	04142	K12388
09140	09141	04142	K12389
09140	09141	04142	K12390
09140	09141	04142	K12307
09140	09141	04142	K10532
09140	09141	04142	K13444
09140	09141	04142	K08239
09140	09141	04142	K10087
09140	09141	04142	K01125
09140	09141	04142	K06564
09140	09141	04142	K10089
09140	09141	04142	K04644
09140	09141	04142	K04645
09140	09141	04142	K04646
09140	09141	04142	K12391
09140	09141	04142	K12392
09140	09141	04142	K12393
09140	09141	04142	K12394
09140	09141	04142	K12395
09140	09141	04142	K12396
09140	09141	04142	K12397
09140	09141	04142	K12398
09140	09141	04142	K12399
09140	09141	04142	K12400
09140	09141	04142	K12401
09140	09141	04142	K12402
09140	09141	04142	K12403
09140	09141	04142	K12404
09140	09141	04142	K04992
09140	09141	04142	K19363
09140	09141	04164	K13335
09140	09141	04164	K13336
09140	09141	04164	K13337
09140	09141	04164	K05677
09140	09141	04164	K13338
09140	09141	04164	K13339
09140	09141	04164	K13340
09140	09141	04164	K13341
09140	09141	04164	K13342
09140	09141	04164	K13343
09140	09141	04164	K13344
09140	09141	04164	K13345
09140	09141	04164	K13346
09140	09141	04164	K06664
09140	09141	04164	K13347
09140	09141	04164	K13348
09140	09141	04164	K13349
09140	09141	04164	K13350
09140	09141	04164	K13351
09140	09141	04164	K13352
09140	09141	04164	K13353
09140	09141	04164	K13354
09140	09141	04164	K12261
09140	09141	04164	K01796
09140	09141	04164	K00477
09140	09141	04164	K00232
09140	09141	04164	K10214
09140	09141	04164	K12405
09140	09141	04164	K08764
09140	09141	04164	K00659
09140	09141	04164	K07514
09140	09141	04164	K07513
09140	09141	04164	K13237
09140	09141	04164	K12663
09140	09141	04164	K05675
09140	09141	04164	K05676
09140	09141	04164	K05678
09140	09141	04164	K15628
09140	09141	04164	K08746
09140	09141	04164	K01897
09140	09141	04164	K07753
09140	09141	04164	K13239
09140	09141	04164	K22587
09140	09141	04164	K17879
09140	09141	04164	K03426
09140	09141	04164	K13355
09140	09141	04164	K11992
09140	09141	04164	K00624
09140	09141	04164	K05940
09140	09141	04164	K01578
09140	09141	04164	K00649
09140	09141	04164	K00803
09140	09141	04164	K13356
09140	09141	04164	K00869
09140	09141	04164	K13273
09140	09141	04164	K00830
09140	09141	04164	K00273
09140	09141	04164	K00272
09140	09141	04164	K00031
09140	09141	04164	K00308
09140	09141	04164	K00306
09140	09141	04164	K01640
09140	09141	04164	K11517
09140	09141	04164	K03781
09140	09141	04164	K11187
09140	09141	04164	K04565
09140	09141	04164	K04564
09140	09141	04164	K13241
09140	09141	04164	K13279
09140	09141	04164	K08726
09140	09141	04164	K13299
09140	09141	04164	K00106
09140	09141	04164	K11147
09140	09141	04138	K07827
09140	09141	04138	K04345
09140	09141	04138	K16314
09140	09141	04138	K21157
09140	09141	04138	K21158
09140	09141	04138	K12761
09140	09141	04138	K08269
09140	09141	04138	K08331
09140	09141	04138	K08329
09140	09141	04138	K21144
09140	09141	04138	K21143
09140	09141	04138	K17907
09140	09141	04138	K17906
09140	09141	04138	K17908
09140	09141	04138	K17909
09140	09141	04138	K21141
09140	09141	04138	K08330
09140	09141	04138	K17260
09140	09141	04138	K18584
09140	09141	04138	K05757
09140	09141	04138	K05758
09140	09141	04138	K05756
09140	09141	04138	K05755
09140	09141	04138	K05754
09140	09141	04138	K19800
09140	09141	04138	K04464
09140	09141	04138	K00654
09140	09141	04138	K07204
09140	09141	04138	K07203
09140	09141	04138	K08266
09140	09141	04138	K17606
09140	09141	04138	K04382
09140	09141	04138	K17607
09140	09141	04138	K12767
09140	09141	04138	K09468
09140	09141	04138	K16196
09140	09141	04138	K03237
09140	09141	04138	K09464
09140	09141	04138	K06655
09140	09141	04138	K21197
09140	09141	04138	K09243
09140	09141	04138	K08341
09140	09141	04138	K08334
09140	09141	04138	K08335
09140	09141	04138	K21145
09140	09141	04138	K08333
09140	09141	04138	K00914
09140	09141	04138	K00915
09140	09141	04138	K07756
09140	09141	04138	K18083
09140	09141	04138	K08336
09140	09141	04138	K08337
09140	09141	04138	K08338
09140	09141	04138	K17888
09140	09141	04138	K08339
09140	09141	04138	K08340
09140	09141	04138	K17890
09140	09141	04138	K08343
09140	09141	04138	K08342
09140	09141	04138	K21155
09140	09141	04138	K08502
09140	09141	04138	K08493
09140	09141	04138	K08516
09140	09141	04138	K06027
09140	09141	04138	K15296
09140	09141	04138	K07897
09140	09141	04138	K20195
09140	09141	04138	K21156
09140	09141	04138	K20179
09140	09141	04138	K20180
09140	09141	04138	K20181
09140	09141	04138	K20182
09140	09141	04138	K20177
09140	09141	04138	K20178
09140	09141	04138	K20183
09140	09141	04138	K20184
09140	09141	04138	K12479
09140	09141	04138	K01381
09140	09141	04138	K01336
09140	09141	04138	K17900
09140	09141	04138	K06902
09140	09141	04138	K14209
09140	09141	04136	K07204
09140	09141	04136	K07203
09140	09141	04136	K08266
09140	09141	04136	K08269
09140	09141	04136	K08331
09140	09141	04136	K19730
09140	09141	04136	K08330
09140	09141	04136	K17606
09140	09141	04136	K04382
09140	09141	04136	K17907
09140	09141	04136	K17906
09140	09141	04136	K17908
09140	09141	04136	K08334
09140	09141	04136	K00914
09140	09141	04136	K08333
09140	09141	04136	K08336
09140	09141	04136	K08339
09140	09141	04136	K17890
09140	09141	04136	K08337
09140	09141	04136	K17888
09140	09141	04136	K08343
09140	09141	04136	K08341
09140	09141	04136	K08342
09140	09141	04139	K07203
09140	09141	04139	K11088
09140	09141	04139	K11644
09140	09141	04139	K09243
09140	09141	04139	K17984
09140	09141	04139	K08955
09140	09141	04139	K11244
09140	09141	04139	K02677
09140	09141	04139	K11229
09140	09141	04139	K08294
09140	09141	04139	K04464
09140	09141	04139	K11231
09140	09141	04139	K11233
09140	09141	04139	K11227
09140	09141	04139	K04441
09140	09141	04139	K03097
09140	09141	04139	K03115
09140	09141	04139	K17969
09140	09141	04139	K17065
09140	09141	04139	K08330
09140	09141	04139	K17775
09140	09141	04139	K17774
09140	09141	04139	K17765
09140	09141	04139	K17764
09140	09141	04139	K08341
09140	09141	04139	K08269
09140	09141	04139	K19717
09140	09141	04139	K19708
09140	09141	04139	K00889
09140	09141	04139	K18191
09140	09141	04139	K02332
09140	09141	04139	K17800
09140	09141	04139	K11841
09140	09141	04139	K19718
09140	09143	04110	K04503
09140	09143	04110	K10151
09140	09143	04110	K10152
09140	09143	04110	K02089
09140	09143	04110	K02091
09140	09143	04110	K06618
09140	09143	04110	K04681
09140	09143	04110	K16332
09140	09143	04110	K06619
09140	09143	04110	K06067
09140	09143	04110	K17454
09140	09143	04110	K09389
09140	09143	04110	K06620
09140	09143	04110	K04682
09140	09143	04110	K04683
09140	09143	04110	K09392
09140	09143	04110	K03083
09140	09143	04110	K13375
09140	09143	04110	K13376
09140	09143	04110	K13377
09140	09143	04110	K04500
09140	09143	04110	K23605
09140	09143	04110	K04501
09140	09143	04110	K04377
09140	09143	04110	K10500
09140	09143	04110	K06621
09140	09143	04110	K04685
09140	09143	04110	K06622
09140	09143	04110	K06623
09140	09143	04110	K06624
09140	09143	04110	K09993
09140	09143	04110	K06625
09140	09143	04110	K06626
09140	09143	04110	K02206
09140	09143	04110	K03094
09140	09143	04110	K03347
09140	09143	04110	K03868
09140	09143	04110	K03875
09140	09143	04110	K06627
09140	09143	04110	K02213
09140	09143	04110	K06628
09140	09143	04110	K02214
09140	09143	04110	K06629
09140	09143	04110	K02087
09140	09143	04110	K05868
09140	09143	04110	K21770
09140	09143	04110	K21771
09140	09143	04110	K05866
09140	09143	04110	K05867
09140	09143	04110	K16197
09140	09143	04110	K06630
09140	09143	04110	K16198
09140	09143	04110	K06631
09140	09143	04110	K06632
09140	09143	04110	K06633
09140	09143	04110	K06634
09140	09143	04110	K02202
09140	09143	04110	K03348
09140	09143	04110	K03349
09140	09143	04110	K03350
09140	09143	04110	K03351
09140	09143	04110	K03352
09140	09143	04110	K03353
09140	09143	04110	K03354
09140	09143	04110	K03355
09140	09143	04110	K03357
09140	09143	04110	K03358
09140	09143	04110	K03359
09140	09143	04110	K12456
09140	09143	04110	K25228
09140	09143	04110	K25229
09140	09143	04110	K03363
09140	09143	04110	K06635
09140	09143	04110	K02365
09140	09143	04110	K06636
09140	09143	04110	K06669
09140	09143	04110	K06671
09140	09143	04110	K06670
09140	09143	04110	K08866
09140	09143	04110	K02178
09140	09143	04110	K02180
09140	09143	04110	K06637
09140	09143	04110	K06679
09140	09143	04110	K02537
09140	09143	04110	K13728
09140	09143	04110	K03364
09140	09143	04110	K06639
09140	09143	04110	K06640
09140	09143	04110	K04728
09140	09143	04110	K04451
09140	09143	04110	K02216
09140	09143	04110	K06641
09140	09143	04110	K04498
09140	09143	04110	K06642
09140	09143	04110	K06643
09140	09143	04110	K04402
09140	09143	04110	K04802
09140	09143	04110	K06644
09140	09143	04110	K06645
09140	09143	04110	K02603
09140	09143	04110	K02604
09140	09143	04110	K02605
09140	09143	04110	K02606
09140	09143	04110	K02607
09140	09143	04110	K02608
09140	09143	04110	K02540
09140	09143	04110	K02541
09140	09143	04110	K02212
09140	09143	04110	K02209
09140	09143	04110	K02542
09140	09143	04110	K02210
09140	09143	04111	K06646
09140	09143	04111	K04563
09140	09143	04111	K06649
09140	09143	04111	K06648
09140	09143	04111	K12760
09140	09143	04111	K06650
09140	09143	04111	K03085
09140	09143	04111	K06647
09140	09143	04111	K06651
09140	09143	04111	K02213
09140	09143	04111	K02603
09140	09143	04111	K02604
09140	09143	04111	K02605
09140	09143	04111	K02606
09140	09143	04111	K02607
09140	09143	04111	K02608
09140	09143	04111	K02540
09140	09143	04111	K02541
09140	09143	04111	K02212
09140	09143	04111	K02209
09140	09143	04111	K02542
09140	09143	04111	K02210
09140	09143	04111	K12414
09140	09143	04111	K02214
09140	09143	04111	K02309
09140	09143	04111	K06628
09140	09143	04111	K12412
09140	09143	04111	K12411
09140	09143	04111	K12413
09140	09143	04111	K04371
09140	09143	04111	K06652
09140	09143	04111	K03348
09140	09143	04111	K03349
09140	09143	04111	K03350
09140	09143	04111	K03351
09140	09143	04111	K03352
09140	09143	04111	K03353
09140	09143	04111	K03354
09140	09143	04111	K03355
09140	09143	04111	K03356
09140	09143	04111	K03357
09140	09143	04111	K03358
09140	09143	04111	K03359
09140	09143	04111	K12416
09140	09143	04111	K03363
09140	09143	04111	K03094
09140	09143	04111	K03347
09140	09143	04111	K03868
09140	09143	04111	K03360
09140	09143	04111	K03361
09140	09143	04111	K06656
09140	09143	04111	K06657
09140	09143	04111	K06655
09140	09143	04111	K06653
09140	09143	04111	K06654
09140	09143	04111	K06658
09140	09143	04111	K02646
09140	09143	04111	K23458
09140	09143	04111	K06659
09140	09143	04111	K08866
09140	09143	04111	K06679
09140	09143	04111	K02537
09140	09143	04111	K06680
09140	09143	04111	K02178
09140	09143	04111	K02180
09140	09143	04111	K02307
09140	09143	04111	K02216
09140	09143	04111	K02627
09140	09143	04111	K02365
09140	09143	04111	K12575
09140	09143	04111	K04354
09140	09143	04111	K04382
09140	09143	04111	K03456
09140	09143	04111	K12576
09140	09143	04111	K12577
09140	09143	04111	K06687
09140	09143	04111	K06660
09140	09143	04111	K02181
09140	09143	04111	K02179
09140	09143	04111	K06681
09140	09143	04111	K06682
09140	09143	04111	K06683
09140	09143	04111	K06684
09140	09143	04111	K06686
09140	09143	04111	K06685
09140	09143	04111	K06639
09140	09143	04111	K09202
09140	09143	04111	K03364
09140	09143	04111	K02220
09140	09143	04111	K23469
09140	09143	04111	K02555
09140	09143	04111	K06667
09140	09143	04111	K02219
09140	09143	04111	K03114
09140	09143	04111	K10259
09140	09143	04111	K18669
09140	09143	04111	K18679
09140	09143	04111	K18680
09140	09143	04111	K18639
09140	09143	04111	K02515
09140	09143	04111	K02516
09140	09143	04111	K06668
09140	09143	04111	K02544
09140	09143	04111	K06663
09140	09143	04111	K02830
09140	09143	04111	K06662
09140	09143	04111	K02543
09140	09143	04111	K12578
09140	09143	04111	K06661
09140	09143	04111	K11272
09140	09143	04111	K02831
09140	09143	04111	K06641
09140	09143	04111	K09175
09140	09143	04111	K06665
